cleaned_text	lemm_text
Возьмитесь за руки и станьте в круг, кусочки, станьте на места!	взяться рука стать круг кусочек стать место
Эй, прекрати!	эй прекратить
Кей, я принесла тебе тот шланг. Что за...?	кей принести ты шланг что за
Что это вы делаете?	что это делать
Извини.	извинить
Я только закончил сборку двигателя!	я закончить сборка двигатель
Пойду приму ванну.	пойти принять ванна
Эй, подожди, Кей.	эй подождать кей
Похоже, придется сделать всё заново.	похоже прийтись сделать весь заново
Урд - это же кошмар... Хоть бы она не перемешала детали...	урд это кошмар хоть перемешать деталь
Привет!	привет
Здесь что, никого нет?	здесь что никто нет
Ты кто такой?!	ты такой
Что, что такое? В чем дело?	что такой в дело
Скулд?	скулд
Что происходит?	что происходить
Сестра!	сестра
Давно не виделись, когда ты прибыла?	давно видеться прибыть
Только что.	только что
Но, сестра, здесь, у вас в ванне, - извращенец!	но сестра здесь ванна извращенец
Кейичи!	кейй
Прости меня.	простить я
Ничего, ничего..	ничто ничто
Я совсем не расстроился, так что не волнуйся.	я расстроиться волноваться
Я Кейичи, а это моя младшая сестра Мегуми.	я кейй это младший сестра мегуметь
Очень приятно. Однако я не знала, что у Беллданди есть и младшая сестра.	очень приятно однако знать беллданди младший сестра
Откуда ты появилась? Я не заметила.	откуда появиться я заметить
Из ванной.	из ванна
Не стоит беспокоиться о такой ерунде!	не стоить беспокоиться ерунда
Чай готов.	чаять готовый
Наконец-то.	наконецтый
Ух ты, пирожные!	ух ты пирожное
Это тебе, Кейичи.	это ты кейй
Спасибо.	спасибо
Это тебе, Скулд. Ты еще не извинилась перед Кейичи?	это ты скулд ты извиниться кейй
Я уже извинилась, как следует.	я извиниться следовать
"Ты называешь ЭТО ""как следует""?"	ты называть это как следовать
Ты не могла бы помолчать?	ты мочь помолчать
Ну что ж, приступим.	ну ж приступить
Превосходно! Это изысканное изобилие сладости...	превосходно это изысканный изобилие сладость
после которой остается легкий привкус...	который оставаться лёгкий привкус
...и свежий аромат чая во рту.	и свежий аромат чай рот
Это сделала ты, сестра?	это сделать ты сестра
Да. Эти пирожные я сделала впервые, тебе нравится?	да этот пирожное сделать впервые ты нравиться
Да, они восхитительны.	да восхитительный
Какое облегчение, я рада что тебе понравилось.	какой облегчение рада ты понравиться
Да, Беллданди, что бы ты ни делала, получается очень вкусным.	да беллданди делать получаться очень вкусный
Кейичи, у тебя немного крема около рта.	кейй немного крем около рот
Ничего, я сам уберу.	ничто убрать
Но...Не здесь, справа. То есть, у тебя справа. Ну вот, хорошо.	нона здесь справа то есть справа ну вот хорошо
Что это значит? Ты ведешь себя с ней слишком дружелюбно!	что это значит ты вести слишком дружелюбно
Что ты себе позволяешь, заставляя мою сестру готовить для тебя?	что позволять заставлять мой сестра готовить ты
Моя сестра... она...	мой сестра она
Скулд.	скулд
Ладно, пойду работать дальше.	ладный пойти работать далёкий
Извини.	извинить
Кей, подожди меня. Спасибо за угощение.	кей подождать я спасибо угощение
В чём дело, Скулд? Чем ты так расстроена?	в что дело скулд чем расстроить
Могу ли я что-нибудь сделать, чтобы ты не печалилась?	мочь чтонибыть сделать печалиться
Сестра! Пожалуйста, вернись со мной! Тебе нельзя оставатся в таком месте!	сестра пожалуйста вернуться я ты оставиться такой место
Я не могу это сделать. Я дала Кейичи обещание, которое я должна...	я мочь это сделать я дать кейй обещание который должный
Тебе не стоило давать такое обещание вообще!	ты стоить давать такой обещание вообще
Моя сестра, богиня, живет с человеком...	мой сестра богиня жить человек
И Урд тоже здесь застряла...	и урд застрять
...и мне одной приходится ловить багов каждый божий день. Я...я..	и один приходиться ловить баг каждый божий день яя
Значит ты пришла сюда, потому что тебе было одиноко?	значит пришлый сюда ты одиноко
Я так и думала, что дело в этом.	я думать дело это
Это неправда! Мне от тебя ничего не нужно!	это неправда я нужно
Ты бы не смогла вернуться, даже если бы захотела!	ты смочь вернуться захотеть
Вот почему ты ВСЕГДА была богиней ВТОРОГО класса!	вот почему всегда богиня два класс
Ты сказала достаточно!	ты сказать достаточно
Ты хочешь что-то начать?!	ты хотеть чтоть начать
Прекратите!	прекратить
Я думаю, это несправедливо, что мои действия причиняют Скулд столько боли.	я думать это несправедливый мой действие причинять скулд столько боль
Но я здесь не только из-за обещания.	но изз обещание
Я буду выполнять это обещание несмотря ни на что.	я быть выполнять это обещание несмотря что
Я хочу быть с Кейичи столько, сколько он пожелает.	я хотеть кейй столько сколько пожелать
Хей Морисато! Работаешь в поте лица? Это хорошо.	хей морисато работать пот лицо это хорошо
"""Wonderful"" ""Beautiful!"""	wonderful beautiful
Ты - гордость нашего клуба. Ты уже так много собрал.	ты гордость наш клуб ты собрать
В любом случае, у меня для тебя подарок.	в любой случай подарок
Что это за штука?	что это штука
Ну, раз я должен тебе объяснять...	ну должный ты объяснять
Это - то, от чего мощность машины вырастет, как по волшебству!	это то мощность машина вырасти волшебство
С этой штукой её возможности будут неограниченными.	с штука её возможность быть неограниченный
Мне пришлось повозиться, чтобы достать его!	я прийтись повозиться достать он
Неужели ты принес мне двойной мотор?	неужели принести двойной мотор
Как всегда, Морисато, ты быстро соображаешь!	как всегда морисато быстро соображать
О чем ты говоришь?	о говорить
Я собрал уже больше половины!	я собрать половина
И если мы собираемся поставить двойной мотор, он будет тяжелее,...	и собираться поставить двойной мотор тяжёлый
...хуже слушаться, и наверняка в итоге ничего не изменится.	худой слушаться наверняка итог измениться
Морисато, мы же звёзды, главные на этой гонке!	морисато звезда главное гонка
Если мы покажемся с обычной машиной...	если показаться обычный машина
...мы не сможем больше называть себя звёздами!	мы смочь называть звезда
Если можно поднять мощность хотя бы на 1%, тогда стоит это сделать!	если поднять мощность хотя 1 стоить это сделать
Это то, для чего существует наш клуб!	это то существовать наш клуб
Какое это имеет отношение к...?	какой это иметь отношение к
Конечно, ты сможешь это сделать! Ты же гордость нашего клуба!	конечно смочь это сделать ты гордость наш клуб
Похоже, у вас проблемы.	похоже проблема
Аосима!	аосим
Негодяй! В университете уже был автоклуб...	негодяй в университет автоклуб
...и ты имел наглость создать гоночный клуб.	и иметь наглость создать гоночный клуб
Если ты называешь эту кучку детей автоклубом...	если называть кучка ребёнок автоклуб
...то мы по сравнению с ними - команда Формулы-1. У нас не будет соперников.	то сравнение они команда формулы1 у соперник
Что ты сказал?!	что сказать
Зачем ты вообще сюда пришел?	зачем вообще сюда прийти
Кто, я?	кто я
Разве это не очевидно? Я пришел к женщине, которая скоро станет моей.	разве это очевидно я прийти женщина который скоро стать мой
Что?	что
Да, Тамия, ты не мог об этом забыть.	да тамия мочь забыть
У нас гости?	у гость
Здравствуй, Беллданди. Ты прекрасна, как всегда.	здравствовать беллданди ты прекрасный всегда
Для меня твоя красота ценнее моей собственной жизни.	для твой красота ценный мой собственный жизнь
Она величественнее семи морей и ослепительнее солнца.	она величественный семь море ослепительный солнце
Если такая красота может принадлежать одному человеку...	если такой красота принадлежать один человек
Я бы согласился гореть в аду или покоиться...	я согласиться гореть аду покоиться
...на дне моря, ради того, чтобы быть этим человеком.	на день море ради тот это человек
По сравнению с тобой, всё остальное бледнеет.	по сравнение ты весь остальной бледнеть
Из-за твоей красоты эти розы кажутся более красивыми.	изз твой красота роза казаться красивый
Поэтому, в предчувствии победы, я дарю их тебе.	поэтому предчувствие победа дарить ты
О, спасибо.	о спасибо
Эй, ты что это себе позволяешь, врываясь в мой дом?	эй это позволять врываться дом
А тебе стоит подумать, как встретить своё поражение завтра.	а ты стоить подумать встретить свой поражение завтра
Тамия, пожалуйста, не забудь о нашем соглашении.	тамия пожалуйста забыть наш соглашение
"Слова, ""забыть"" или ""проиграть"", не существуют в нашем клубе."	слово забыть проиграть существовать наш клуб
Я не приму отказ завтра перед гонкой.	я принять отказ завтра гонка
Ну ладно, встретимся завтра.	ну ладный встретиться завтра
"Что значит ""наше соглашение""?"	что значит наш соглашение
Ладно, Морисато, я машину на тебя.	ладный морисато машина ты
Эй!	эй
Пойду посмотрю телевизор.	пойти посмотреть телевизор
Кей, если мы собираемся ставить двойной мотор...	кей собираться ставить двойной мотор
...нам лучше поторопиться и сделать вычисления прочности.	мы поторопиться сделать вычисление прочность
Мы знаем, что нельзя полагаться на эту раму.	мы знать полагаться рам
Двойной мотор...?	двойной мотор
Что это?	что это
Эта рама не выдержит такую мощность. Вот здесь. И здесь тоже.	этот рам выдержать такой мощность вот здесь и тоже
Какие небрежные вычисления! Их едва можно разобрать.	какой небрежный вычисление они едва разобрать
Я просто не могу на это спокойно смотреть!	я просто мочь это спокойно смотреть
Поместить дополнительные элементы здесь,	поместить дополнительный элемент здесь
и здесь, и прочность увеличится вдвое.	здесь прочность увеличиться вдвое
Готово!	готовый
Ах, какие красивые уравнения...	ах какой красивый уравнение
Спасибо, Скулд. Беллданди! Твоя сестра - совсем как ты.	спасибо скулд беллданди твой сестра ты
Правда?	правда
Спасибо, Беллданди.	спасибо беллданди
О, Кейичи!	о кейй
Ненавижу тебя!	ненавидеть ты
Прости, Кейичи...	простить кейй
Это же здорово!	это здорово
Ничего, она нам действительно помогла. Теперь мы можем начать сборку.	ничто мы действительно помочь теперь мочь начать сборка
У нее не было плохих намерений...	у плохой намерение
Она еще ребёнок, наверное, она ничего не может поделать.	она ребёнок наверное поделать
Я не ребёнок!	я ребёнок
Извини.	извинить
Ничего, всё нормально. Ну что ж, приступим?	ничто весь нормальный ну ж приступить
Скулд, большое спасибо за расчеты, они нам очень помогли.	скулд большой спасибо расчёт мы очень помочь
Как ты относишься к моей сестре? Почему ты заключил с ней контракт?	как относиться мой сестра почему заключить контракт
"Что значит ""почему""?"	что значит почему
"Когда она меня неожиданно спросила ""Чего ты желаешь?""..."	когда неожиданно спросить что желать
...я решил, что это шутка.	я решить это шутка
Но всё-таки я подумал, как здорово было бы, если бы она осталась со мной.	но всётаки подумать здорово бы остаться я
С тех пор, как она появилась, каждый день приносит мне радость.	с тот пора появиться каждый день приносить радость
Я забыл всё плохое, что было раньше.	я забыть весь плохой ранний
Мне даже кажется, будто мы - друзья с самого детства.	я кажется друг самый детство
Не знаю, как долго так будет продолжаться...	не знать долго продолжаться
...когда Мегуми, Урд и теперь ты здесь.	когда мегуметь урд здесь
Появляется много проблем, но даже они...	появляться проблема они
...могут приносить радость, потому что Беллданди со мной.	мочь приносить радость беллданди я
Так что я очень счастлив, что выбрал это желание.	так очень счастливый выбрать это желание
Так что же ты чувствуешь к ней?	так чувствовать она
4-й чемпионат по гонкам на драгах на кубок Золотого Молота.	4й чемпионат гонка драга кубок золотой молотый
Замечательно! Выглядит здорово, Морисато!	замечательный выглядеть здорово морисато
Ага... можешь на меня рассчитывать.	ага мочь рассчитывать
Вот немного чая с лимоном и медом. Пожалуйста, выпей.	вот немного чай лимон мёд пожалуйста выпить
Спасибо.	спасибо
Я вижу, ты вроде собрал её правильно.	я видеть вроде собрать её правильно
Заметны некоторые улучшения.	заметный некоторый улучшение
О, ты сделал из неё двойную GSX модель?	о сделать она двойной gsx модель
Неплохая система впрыскивания.	неплохой система впрыскивание
Но всё равно, эти поспешные изменения...	но весь равно поспешный изменение
...показывают, что это - дуэль между мужчинами и мальчишками.	показывать это дуэль мужчина мальчишка
Наше пари остается в силе.	наш пари оставаться сила
Что?!	что
Я полагаю, что результат гонки очевиден.	я полагать результат гонка очевидный
Беллданди, я буду ждать тебя у нашего клуба после гонки.	беллданди быть ждать наш клуб гонка
Что? Какой стыд! Тамия тебе еще не сказал?	что какой стыд тамия ты сказать
Если ваш клуб проиграет нашему...	если ваш клуб проиграть наш
...то по нашему с Отаку пари, ты отойдёшь к моему клубу.	то наш отака пари отойти мой клуб
Что?! Я об этом не слышал!	что я слышать
В любом случае, что это за договор, если она не дала своего согласия?	в любой случай это договор дать свой согласие
Я согласна.	я согласный
Соглашение - это то, что нужно выполнять несмотря ни на что.	соглашение это то нужно выполнять несмотря что
Но мы не проиграем.	но проиграть
Что ж, раз она согласна, наше пари становится официальным.	что ж согласный наш пари становиться официальный
Я не забуду о нем. если вы проиграете. Пока.	я забыть немой проиграть пока
Если Кейичи проиграет...	если кейй проиграть
Проклятье!	проклятие
Прости, Беллданди, я тебе не пара. Я освобождаю тебя от нашего контракта.	простить беллданди ты пара я освобождать наш контракт
Ура!	ура
Я была не права... Давай вернемся вместе!	я право давать вернуться вместе
Если так случится, мы сможем вернуться на Небо. И жить счастливо вместе!	если случиться смочь вернуться небо и жить счастливо вместе
То есть, другими словами...	то есть другой слово
И наконец, мы начинаем 4-й чемпионат на кубок Золотого Молота.	и наконец начинать 4й чемпионат кубок золотой молотый
"Первыми стартуют ""Ракеты"" из Итинохаси против ""Чёрных меток"" из Ивасимизу."	один стартовать ракета итинохася против чёрный метка ивасимиз
Результаты предварительного заезда: Итинохаси, 7.856, Ивасимизу, 8.042.	результат предварительный заезд итинохася 7856 ивасимиз 8042
Колледж Итинохаси переходит в полуфинал.	колледж итинохася переходить полуфинал
Они показали довольно впечатляющий результат,...	они показать довольно впечатляющий результат
...вполне достаточный для победы в некоторых полуфиналах.	вполне достаточный победа некоторый полуфинал
Следующий заезд - Колледж Сюкумо и Автоклуб Университета Некоми.	следующий заезд колледж сюкумо автоклуб университет некоми
Университет Некоми выделяется среди остальных своими 2 командами..	университет некоми выделяться среди остальной свой 2 команда
Так что у нас есть автоклуб и гоночный клуб...	так автоклуб гоночный клуб
Удачи тебе, Кейичи.	удача ты кейй
...которые соревнуются между собой.	который соревноваться себя
Они сделали это, Университет Некоми победил.	они сделать это университет некоми победить
Их соперники явно спотыкались, и предоставили им необходимый шанс.	они соперник явно спотыкаться предоставить необходимый шанс
Пускай веселятся, пока могут.	пускай веселиться пока мочь
Итак, мы начинаем полуфиналы.	итак начинать полуфинал
Благодарю вас, спасибо! Спасибо!	благодарить вы спасибо спасибо
Увидим ли мы соревнование между ними и гоночным клубом Аосимы?	увидеть соревнование они гоночный клуб аосим
Мотор барахлит на оборотах 6000 и вибрация корпуса мне очень не нравится.	мотор барахлить оборот 6000 вибрация корпус очень нравиться
С такими темпами мы можем не добраться до полуфинала!	с такой темп мочь добраться полуфинал
Хорошо, я тебя понял. Тамия, мы изменим ПЗУ.	хорошо понять тамия изменить пзу
Эй ты, принеси-ка резиновых вкладышей!	эй ты принесика резиновый вкладыш
Вы только посмотрите! Гоночный клуб Аосимы показал...	вы посмотреть гоночный клуб аосим показать
...невероятное время: 7.036. Пока что это время лучшее из всех.	невероятный время 7036 пока это время хороший весь
Похоже они вышли на новый уровень гонок...	похоже выйти новый уровень гонка
Эй, что это?	эй это
Это не очень хорошо выглядит.	это очень выглядеть
...что же такое они изменили?	что такой изменить
Да, это - то что надо! Так моя сестра поймёт, что он за дурак.	да это надо так сестра понять дурак
Отлично! Я и Отаки займёмся электроникой!	отлично я отаки заняться электроника
Остальные - устанавливайте резиновые вкладыши!	остальной устанавливать резиновый вкладыш
Проще простого.	простой простой
Однако, мы едем почему-то гораздо быстрее, чем во время тестов.	однако ехать почемуть гораздо быстрый время тест
Как обычно, Морисато, ты добрался до финала без проблем!	как обычно морисато добраться финал проблема
Такими темпами, ты легко победишь команду Аосимы!	такой темп легко победить команда аосим
Это не смешно! Тряска не прекратилась!	это смешно тряска прекратиться
Хмм, похоже сама конструкция рамы вызывает вибрацию.	хмм похоже сам конструкция рама вызывать вибрация
Что ж, все, что мы можем сейчас - это установить балансир в рулевую стойку.	что ж весь мочь это установить балансир рулевой стойка
Это будет лучше, чем ничего!	это хороший ничто
Похоже, ваша единственная надежда - то, что мы совершим ошибку.	похоже ваш единственный надежда то совершить ошибка
Но видишь ли, наш водитель - обладатель рекорда Японии.	но видеть ли наш водитель обладатель рекорд япония
Он не совершает ошибок. Вместо того, чтобы сражаться и показывать...	он совершать ошибка вместо тот сражаться показывать
...свою некомпетентность, ты бы лучше сразу отказался от Беллданди...	свой некомпетентность сразу отказаться беллданди
...и избавил себя от страданий.	и избавить страдание
Ни за что.	ни что
Мы точно победим!	мы точно победить
Богиня победы косо смотрит на таких, как ты...	богиня победа косо смотреть такой ты
...которые видят только дуэль между победителем и проигравшим.	который видеть дуэль победитель проиграть
Богиня победы улыбается тем, у кого внутри горит желание победить!	богиня победа улыбаться тем кто внутри гореть желание победить
Понимаю. Если вы хотите пойти так далеко, закончим это раз и навсегда.	понимать если хотеть пойти далеко закончить это навсегда
Я покажу вам настоящее представление.	я показать настоящее представление
После этого, ты передумаешь. Счастливо.	после это передумать счастливо
Беллданди, если мы проиграем...	беллданди проиграть
Всё будет в порядке. Пока у тебя внутри горит настоящее желание победить...	весь порядок пока внутри гореть настоящее желание победить
...тебе светит счастливая звезда. Я верю в это.	ты светить счастливый звезда я верить это
Да, ты права. Если подумать, - на моей стороне такие сильные союзники!	да право если подумать мой сторона такой сильный союзник
Урд, Беллданди, и Скулд тоже.	урд беллданди скулд тоже
Трое богинь на моей стороне - как же я могу проиграть?	трое богиня мой сторона мочь проиграть
Это финал, так что давайте выложимся на все сто!	это финал давать выложиться сто
Итак, финал, который многие предполагали увидеть:	итак финал который многие предполагать увидеть
Гоночная команда Аосимы против автоклуба Университета Некоми.	гоночный команда аосим против автоклуб университет некоми
Это будет великолепный заезд.	это великолепный заезд
Что такое?	что такой
Ты кое-что забыл...	ты коечто забыть
Это тебе на удачу, теперь ты точно победишь.	это ты удача точно победить
На удачу...?	на удача
Морисато, я тоже за тебя болею!	морисато болеть
Ну что ж, вперед!	ну ж вперёд
Проклятье!	проклятие
Есть!	есть
Они это сделали, автоклуб Университета Некоми победил!	они это сделать автоклуб университет некоми победить
Какая демонстрация гордости! Команда Аосимы проиграла из-за...	какой демонстрация гордость команда аосим проиграть изз
...неполадок в двигателе...	неполадка двигатель
Они неплохо показали себя в первой половине соревнований...	они неплохо показать один половина соревнование
...но наверное у них были какие-то проблемы.	но наверное какиеть проблема
Или проблема в команде, созданной в последнюю минуту?	или проблема команда создать последний минута
Мы были лучше...	мы хороший
"""Пламенное сердце?"" Ха!"	пламенный сердце ха
Ой, какая прелесть.	ой прелесть
Хочешь себе такое?	хотеть такой
Нет, всё в порядке.	нет весь порядок
Подожди минутку, сейчас...	подождать минутка сейчас
Чёрт. Я оставил все деньги в куртке.	чёрт я оставить деньга куртка
О, жалкая личность. Ты даже не можешь купить своей девушке подарок?	о жалкий личность ты мочь купить свой девушка подарок
Нет, всё нормально!	нет весь нормальный
Извини, Беллданди.	извинить беллданди
Что такое? Ты не можешь сделать для неё такую мелочь?	что такой ты мочь сделать она такой мелочь
Ненавижу тебя, Кейичи!	ненавидеть ты кейй
Пламенные сердца в дороге	пламенный сердце дорога
Редактирование и русский перевод: Игорь Скочинский 2001 Debugging works - tropican 2002	редактирование русский перевод игорь скочинский 2001 debugging works tropican 2002
