cleaned_text	lemm_text
ее и уйду. -Лариса Петровна, ничего личного.	уйти лариса пётр личный
-Можно выйти? -Пожалуйста.	можно выйти пожалуйста
-Там дочь моя - Таня, вы ее видели? Как она?	там дочь таня видеть как она
Скажите хоть что-нибудь! Хоть что-нибудь скажите!	сказать чтонибыть хоть чтонибыть сказать
Слушай, ты по-русски говоришь? Понимаешь?	слушай порусски говорить понимать
У тебя дети есть? Муж у меня дочь отсудил, я месяц ее не видела.	у ребёнок есть муж дочь отсудить месяц видеть
Вот, это Таня.	вот это таня
Послушай, сколько тебе платят? Я тебе больше заплачу. На, бери.	послушать сколько ты платить я ты заплатить на брать
Бери! -Да...	брать да
-Ты же за этим сюда ходишь? -Я только убираюсь и готовлю.	ты это сюда ходить я убираться готовить
Нет там Тани, она гулять ушла.	нет таня гулять уйти
Возьмите ваши деньги, мне хорошо платят, спасибо.	взять ваш деньга платить спасибо
Остальное - не мое дело.	остальной мой дело
-Кого я прошу! Чмо бесчувственное!	кто просить чмо бесчувственный
-Ваши документы!	ваш документ
Регистрация есть? -Есть, есть.	регистрация есть есть есть
-Все есть. -Что в Москве делаем?	весь есть что москва делать
-Работаем. Стройка. -Разрешение на работу есть?	работать стройка разрешение работа есть
-Есть, смотрите. -Наркотики употребляли?	есть смотреть наркотик употреблять
-Нет. -А что это за реалити-шоу?	нет а это реалитишоу
-А что тебя интересует? -Я хотел название узнать.	а интересовать я хотеть название узнать
-Иди куда шел, мужик! -Так я вот иду, гуляю.	идти идти мужик так идти гулять
-Ладно, в порядке всё. Гуляйте пока.	ладный порядок весь гулять пока
-Стойте, стойте, дядя. Дайте свой номер.	стоять стоять дядя дать свой номер
-Да отстань ты. -Вы нам помогли,	да отстать ты вы мы помочь
мы вам ремонт все бесплатно сделаем. -Ну, давай.	ремонт бесплатно сделать ну давать
-Да, да, блокируйте этот телефон. Спасибо.	да да блокировать телефон спасибо
-Сколько я тебе должен? -300 рублей. Там тебе на три дня	сколько ты должный 300 рубль там ты день
суп и отвар от головы. -За телефон сколько я должен?	суп отвар голов за телефон сколько должный
-А, бесплатно. -Спасибо.	а бесплатно спасибо
-Не мне спасибо, звонок оператору бесплатный.	не спасибо звонок оператор бесплатный
-А я думал, пожалела.	а думать пожалеть
-Что тебя жалеть? Зачем к ним полез?	что жалеть зачем полезть
Они тебе кто? -А муж мне твой кто?	они ты кто а муж твой кто
-А мужа найдешь - я тебе хорошо заплачу.	а муж найти ты заплатить
-Как те чурки?	как тот чурка
Тупым тяжелым предметом по башке?	тупой тяжёлый предмет башка
-Совсем ты дурак!	совсем дурак
-Сама дура!	сам дура
-Они же ниоткуда не берутся. Не потому что я жадный.	они ниоткуда браться не жадный
Ну, есть такое понятие - деньги счет любят.	ну такой понятие деньга счёт любить
Я тебе на прошлой неделе сколько давал?	я ты прошлый неделя сколько давать
Где они?	где они
-Ну колобок...	ну колобок
-Ну, хорошо. На, держи.	ну хорошо на держать
Но только давай тогда записывай всё, что ли.	но давать записывать весь ли
-Хорошо.	хорошо
-Анжелика!	анжелика
-Что? -Где меченосец полосатый?	что где меченосец полосатый
-Кто? -Рыбка где?	кто рыбка где
-Я не брала. -А кто брал?!	я брать а брать
Ты же должна следить за всем в доме!	ты должный следить весь дом
-Меченосец, блин... -Что?	меченосец блин что
-Я тебя грязь взяла выметать, вот и выметай.	я грязь взять выметать выметать
"Говорили мне девки: ""Бери филиппинку""."	говорить девка брать филиппинка
На, в среду придешь. И не опаздывай.	на среда прийти и опаздывать
ШЕПОТОМ: Эй!	шёпотом эй
Ты щи приготовила? -На плите.	ты щи приготовить на плита
-Колобок, у меня сегодня щи!	колобок сегодня щи
-Тань, время!	таня время
-Димка, а тебе жить страшно? -Я об этом не думал.	димка ты жить страшно я думать
-А зачем живешь, думал?	а жить думать
-Живу, чтобы жить. Чо за кривые вопросы? Пошли.	жить жить чо кривая вопрос послать
Или ты передумала? -Нет... нет.	или передумать нет нет
Я... -Чего?	я что
-Я просто мать вспомнила. Ей сейчас жить страшно.	я просто мать вспомнить она жить страшно
Наверное, очень страшно.	наверное очень страшно
-Кому я еще не звонил? -Остался только Интерпол.	кома звонить остаться интерпол
-Тебе смешно? Тебя это веселит?	ты смешно ты это веселить
У меня дочь пропала, а тебе смешно! -Вить, ей 16 лет. Я в 16 лет вообще	у дочь пропасть ты смешно вить 16 год я 16 год вообще
дома редко по... -Ну это ты! С тобой всё понятно.	дом редко по ну это ты с ты весь понятно
Таня - другой человек, она всегда ночует дома. Дома, понимаешь?!	таня человек ночевать дом дом понимать
-Виктор Мартынович! Здрасте. Таня не появлялась?	виктор мартын здравствовать таня появляться
-Давай всё сначала. Ты проводил ее до клуба. Дальше?	давать весь сначала ты проводить клуб далёкий
-Дальше мама позвонила и сказала, что у нее давление. Я к маме побежал.	далёкий мама позвонить сказать давление я мама побежалый
После репетиции обещал за Таней зайти. Пришел - ее нигде нет.	после репетиция обещать таня зайти прийти нигде нет
Начал звонить - телефон заблокирован. Ребята, которые там были, сказали,	начать звонить телефон заблокировать ребята который быть сказать
что она ушла. Если честно, я опоздал еще чуть-чуть.	уйти если честно опоздать чутьчуть
А можно я здесь посижу? Ну, пока она не вернется.	а посидеть ну пока вернуться
-Конечно, о чем ты говоришь! -Спасибо.	конечно говорить спасибо
-Если через полчаса не объявится, звоню в полицию.	если полчаса объявиться звонить полиция
СТУК	стук
СТОНЕТ	стонать
-Ты чего, обиделась, когда я тебя дурой назвал?	ты что обидеться дура назвать
-Мне обижаться нельзя: или зарабатывай, или обижайся.	я обижаться нельзя зарабатывать обижаться
-Злая ты баба, Мавлюда. Я бы на месте твоего мужа	злой баба мавлюда я место твой муж
от такой злой бабы сразу бы сбежал.	злой баба сразу сбежать
ХРУСТ	хруст
-Ты бы никогда не был на его месте.	ты место
Ну как? -Ой...	ну как ой
Вроде отпустило. Ой...	вроде отпустить ой
Что ты делаешь? -Сбрасываю твою плохую энергию.	что делать сбрасывать твой плохой энергия
-Не надо ничего сбрасывать, у меня тут чисто.	не сбрасывать чисто
-Массаж воротниковой зоны головы стоит полторы тысячи рублей.	массаж воротников зона голов стоить полтора тысяча рубль
Тебе скидка, с тебя 500.	ты скидка 500
-Ты же в прошлый раз бесплатно мне делала.	ты прошлый бесплатно делать
-Это в прошлый. -Ты же знаешь, что у меня	это прошлый ты знаешь
пенсию сперли. -А ты не жалуйся. Здоровый мужик -	пенсия спереть а жаловаться здоровый мужик
иди и работай.	идти работать
-А где - не подскажешь?	а подсказать
-Охранник нужен в универсаме, туда иди.	охранник нужный универсам туда идти
-Да? А может, мне швейцаром пойти, следователю по особо важным делам, -	да а мочь швейцар пойти следователь особо важный дело
двери в кабаке открывать? -А может, и швейцаром!	дверь кабак открывать а мочь швейцар
Я вот врач, мету улицы - и ничего.	я врач мета улица ничто
-Вот и мети. На, ни в чем себе не отказывай.	вот мести на отказывать
-Спокойной ночи. -Давай.	спокойный ночь давать
-Вить... Может, ты поешь?	вить мочь поесть
От того, что ты не спишь, не ешь, никакого толку нет.	от тот спать есть никакой толк нет
Ну полиция ищет. Ты чем можешь помочь?	ну полиция искать ты мочь помочь
-Ты можешь помолчать?	ты мочь помолчать
Просто заткнуться и помолчать?	просто заткнуться помолчать
ЗВОНИТ ТЕЛЕФОН	звонить телефон
Танька, ты где?!	танька где
Постойте, подождите, вы кто?	постоять подождать кто
Чего вы хотите?	что хотеть
Где моя дочь?	где дочь
Где Таня, сволочь!	где таня сволочь
Я тебя убью, я тебя зарою, если хоть один во...	я убить зара в
Отключились.	отключиться
Михаил Васильевич, это опять я. Звонили похитители, завтра утром	михаил василий это я звонить похититель завтра утром
обещали выставить требования. А я знаю?! Ты полиция или я?!	обещать выставить требование а знать ты полиция я
Давай приезжай, привози свою аппаратуру, я не знаю... Всё!	давать приезжать привозить аппаратура знать весь
Это чурки. По говору слышно: узбеки или таджики.	это чурка по говор слышный узбек таджик
-Вить... Зачем ты на них орал? С ними нельзя так, понимаешь?	вить зачем орало с они так понимать
-А где Лариса?	а лариса
-Дай мне воды.	дать вода
-Здрасте.	здравствовать
-Что он здесь делает? -Опять за старое? У тебя дочь	что делать опять старое у дочь
похитили, о чем ты думаешь! -Виктор Мартынович, не надо так.	похитить думать виктор мартын так
Ларису Петровну можно понять, это нервы.	лариса пётр понять это нерв
Надо просто успокоиться. -А ты не указывай, что мне делать.	надо просто успокоиться а указывать делать
Пусть он уйдет. Я не хочу, чтобы этот человек был в моем доме.	пусть уйти я хотеть человек мыть дом
-Это мой дом, забыла? -Это мы еще посмотрим.	это дом забыть это посмотреть
-Лариса Петровна, Таня моя невеста, поэтому я здесь.	лариса пётр таня невеста поэтому здесь
-Дима, не сейчас. -Да заткнись!	дима сейчас да заткнуться
ЗВОНИТ ТЕЛЕФОН	звонить телефон
-Всё помните? Спокойно требуйте разговора с дочерью и главное -	весь помнить спокойно требовать разговор дочь главный
время, тяните время.	время тянуть время
-Да, я слушаю. -Твоя дочь жива.	да слушать твой дочь живой
Миллион, и мы ее вернем. -Для начала я хотел бы поговорить	миллион вернуть для начало хотеть поговорить
с Таней. ТАНЯ: Папа, папа! Забери меня отсюда!	таня таня папа папа забрать отсюда
Отдай им деньги, папочка! Это страшные люди, они меня убьют!	отдать деньга папочка это страшный человек убить
-Танечка, маленькая моя, все будет хорошо. Скажи, ты где? Кто они?	танечка маленький мой хорошо сказать где кто они
Я знаю их? -Всё, хватит!	я знать они весь хватить
Готовь деньги - миллион долларов! Мелкими купюрами.	готовить деньга миллион доллар мелкий купюра
Даем тебе один день. -Я не успею.	давать ты день я успеть
-Завтра сообщим где и когда. -Подождите!	завтра сообщить когда подождать
ГУДКИ	гудок
-Не успели засечь.	не успеть засечь
-Это всё из-за тебя. Это всё из-за тебя!	это весь изз ты это весь изз ты
-Дай сюда.	дать сюда
-Ты сволочь...	ты сволочь
-Лариса Петровна!	лариса пётр
Смотри куда едешь, идиот! Да вы что!	смотреть ехать идиот да что
-Мне надо идти... -Я вас провожу.	я идти я провозить
-А это... -В той стороне переход!	а это в тот сторона переход
-Я не знаю, что мне делать.	я знать делать
-Чурок даже на дачу не беру!	чурка дача брать
Все в порядке? -Да, Виктор Мартынович,	весь порядок да виктор мартын
все как просили - мелкими купюрами.	просить мелкий купюра
-Не плачьте, Лариса Петровна.	не плакать лариса пётр
Я знаю, кто вам может помочь. Он очень хороший следователь.	я знать помочь он очень хороший следователь
-Да? -Был.	да быть
-Опа!	опа
А! -Господи...	а господь
-Скажите, а почему ваша дочь отказалась жить с вами,	сказать почему ваш дочь отказаться жить вы
а выбрала отца?	выбрать отец
-Понимаете... у Тани с матерью был страшный конфликт.	понимать таня матерь страшный конфликт
Мне даже не пришлось уговаривать дочь остаться жить со мной.	я прийтись уговаривать дочь остаться жить я
"На суде так и заявила: ""С матерью жить отказываюсь""."	на суд заявить с матерь жить отказываться
-Из-за чего конфликт-то? -Из-за Димки.	изз конфликтто изз димка
-Почему вы на него так остро реагируете?	почему остро реагировать
-Да как я должна была реагировать?! Ему 18, ей 16! Мужчина!	да должный реагировать он 18 16 мужчина
-А может, у них это... любовь. -Да при чем здесь любовь?!	а мочь это любовь да любовь
Люмпен и Таня, интеллигентная девочка! При чем здесь любовь?!	люмпен таня интеллигентный девочка при любовь
-Нормальный парень. Ну приезжий, из Набережных Челнов.	нормальный парень ну приезжий набережная челны
Мать челночила, купили здесь недалеко комнату. Димка 11-й класс оканчивает.	мать челночить купить недалеко комната димка 11й класс оканчивать
Между прочим, горбатится по ночам официантом. Ларка, дура, взъелась!	между прочить горбатиться ночь официант ларка дура взъесться
Принца подавай!	принц подавать
-Я во всем виновата. Если бы я ее тогда не ударила, ничего бы	я весь виноватый если ударить
не случилось. Я сорвалась. Витька мне тогда уже замену нашел,	случиться я сорваться витька замена найти
бросать меня собирался.	бросать собираться
-Лариска, дура, сама напоролась.	лариска дура сам напороться
Застукала меня с Анжелкой. -С Анжеликой Глясиной?	застукать анжёлка с анжелика глясин
-Этой ей так нравится - Анжелика. Анжелка она.	этот нравиться анжелика анжёлка она
-Витька меня без всего оставил. Квартира, машина, дача -	витька оставить квартира машина дача
все на него записано. Мобильник - и тот на него записан.	записать мобильник записать
-Я не хотел разводиться, это не в моих правилах.	я хотеть разводиться это мой правило
Была б умной, сделала бы вид, что ничего не видела.	быть б умный сделать вид видеть
Жили б по-тихому.	жить б потихий
-Суд! А тут этот рыжий. Ну, Димка. Я сорвалась. Он только и может что	суд а рыжий ну димка я сорваться он
на барабанах стучать! И Таню подсадил!	барабан стучать и таня подсадить
-На что подсадил? -Да на барабаны, господи!	на подсадить да барабан господь
Отец ей барабанную установку подарил, мол, они группу создают.	отец барабанный установка подарить мол группа создавать
Она все время теперь стучит - пальцами, вилками!	она время стучать палец вилка
Всем, что под руку попадется.	весь рука попасться
-Лариса Петровна, вы мне обещали фото показать.	лариса пётр обещать фото показать
-Последняя, как раз со школьного концерта.	последний школьный концерт
-Ну ничего. -Что?	ну ничто что
-Вполне симпатичная. Можно сказать, красавица. В такую можно	вполне симпатичный можно сказать красавица в такой
и без денег втюриться.	деньга втюриться
-Во, вот такой мужик! С Таней у них все серьезно. Ну, не богат.	в мужик с таня серьёзно ну богатый
Ну, из простой семьи. Я сам деревенский!	ну простой семья я деревенский
-Это я во всем виновата! Я плохая мать! Таня!..	это весь виноватый я плохой мать таня
Она меня любит! Я не понимаю... ПРИЧИТАЕТ	она любить я понимать причитать
"-Давление в норме. Пока. -Что значит ""пока""?"	давление норма пока что значит пока
-А то и значит. Если и дальше будете продолжать так себя вести,	а значит если далёкий быть продолжать вести
ничего хорошо не обещаю. Холостые мужчины живут недолго. Слышали?	обещать холостой мужчина жить недолго слышать
Вот я, женщина, уже три года живу одна. И чувствую, как силы уходят.	вот я женщина год жить один и чувствовать сила уходить
А вы мужчина.	а мужчина
Приду через несколько дней. Проверю давление и все остальное.	прийти несколько день проверить давление остальной
Так что подумайте над моими словами. -Знаете, я справляюсь. Еду готовят,	так подумать мой слово знаете справляться еда готовить
полы сам мою...	полый мой
ТИХО: Ну при чем здесь полы?	тихо ну полый
Два раза в неделю, как минимум. Ну хорошо, один, но регулярно.	два раз неделя минимум ну хорошо один регулярно
Тем более после травмы головы. Я, как врач, обязана вас	тем травма голов я врач обязать
предупредить. Всего хорошего. До свидания.	предупредить всего хороший до свидание
-Вы утверждаете, что вам никто не угрожал.	вы утверждать никто угрожать
-Никто мне угрожал! Со мной все в порядке!	никто угрожать с я порядок
-Успокойтесь.	успокоиться
-Интересно?	интересно
-...это моя работа. Я должен задавать вопросы столько,	это работа я должный задавать вопрос столько
сколько нужно.	сколько нужно
-Обезжиренный.	обезжиренный
-На. Здесь больше, чем нужно. Это за продукты. Завтра занесешь.	на здесь большой нужно это продукт завтра занести
-Да чурки, чурки мне звонили! Таджики, узбеки - не знаю!	да чурка чурка звонить таджик узбек знать
-Видишь, что косоглазые твои творят? Понаехали - теперь детей наших	видеть косоглазый твой творить понаехать ребёнок наш
похищают. -А у вас разве есть дети?	похищать а ребёнок
-Это что было, я не поняла! ХЛОПНУЛА ДВЕРЬ	это быть понять хлопнуть дверь
-И с чего ты взяла, что это вещь Татьяны?	и взять это вещь татьяна
-Ну там палки эти барабанные, йогурты, которые только Таня...	ну палка барабанный йогурт который таня
В общем, я знаю, что это Таня. -Что-то здесь не сходится.	в общий знать это таня чтоть сходиться
-Я тебе говорю, что это Анжелика Таню похитила! Надо в милицию звонить!	я ты говорить это анжелика таня похитить надо милиция звонить
-Что ты сразу - в милицию? Во-первых, полиция уже давно. Во-вторых,	что сразу милиция вопервое полиция давно вовторое
не трепыхайся. Что-то ты нервная стала. Может, тебе тоже надо...	трепыхаться чтоть нервный стать мочь ты надо
два раза в неделю. -Чего?	раз неделя что
-Доктор говорит, два раза в неделю вот это вот.	доктор говорить раз неделя это вот
-Найдешь Таню - половина денег моя. Лариса слово сдержит.	найти таня половина деньга мой лариса слово сдержать
Правда, она сказала, что ты бестолочь! Бестолочь.	правда сказать бестолочь бестолочь
-Опять по тому же месту. Ох...	опять тот место ох
Шуток вообще не понимает.	шутка вообще понимать
О, ничего супчик.	о супчик
РИТМИЧНАЯ МУЗЫКА	ритмичный музыка
-Привет!	привет
Здорово! Ты как?	здорово ты как
Здорово!	здорово
-Привет! -Здорово!	привет здорово
Слав! Слав!	слава слава
-Здорово! -Привет!	здорово привет
-Ну что, как договорились? -Конечно.	ну что договориться конечно
-Отлично!	отлично
-Держи. -Давай.	держать давать
-Чего надо? -Да... я на Магнитогорский проезд	что надо да магнитогорский проезд
выйду? -Не знаю.	выйти не знать
-Не знаем.	не знать
-Заблудился что-то.	заблудиться чтоть
-Чего смотришь? -Чего уставился?	что смотреть что уставиться
-Девчонки, вы поосторожнее.	девчонка осторожный
ТАИНСТВЕННАЯ МУЗЫКА	таинственный музыка
ШАГИ	шаг
-Куда ты это в машинку суешь?!	куда это машинка совать
Давай быстрее! Полный дом полиции, не до тебя сейчас.	давать быстрый полный дом полиция сейчас
Ты русский язык понимаешь? Я тебе в списке написала - обезжиренный	ты русский язык понимать я ты список написать обезжиренный
йогурт. Ты какой принесла? -Там 1%, не было обезжиренного.	йогурт ты принести там 1 обезжиренный
-Ладно, все, переодевайся, на сегодня все!	ладный весь переодеваться сегодня весь
-Я сейчас машинку включу... -Быстрее!	я машинка включить быстрый
-Второй перекресток за Песчанкой, после заправки. Таня там.	два перекрёсток песчанка заправка таня там
-Виктор Мартынович, берем чемоданчик, микрофон уже на вас.	виктор мартын брать чемоданчик микрофон вы
-Виктор Мартынович, можно с вами? -Нет!	виктор мартын вы нет
-Витя, тебе же сказали - не надо полиции. Ты и так весь в датчиках!	витя ты сказать полиция ты весь датчик
-У нас нет другого выхода. -Этим же гадам все равно,	у другой выход это гад равно
кто деньги будет приносить. -Нет, я сказал!	деньга приносить нет сказать
-До свидания.	до свидание
-Как слышно? Раз-раз-раз.	как слышный разразраза
По машинам!	по машина
-Витя! Витя!	витя витя
Я... я уеду, не буду тебе мешать. -Ладно, ладно.	я уехать быть ты мешать ладный ладный
-Только верни Таню.	только вернуть таня
Верни Таню!	вернуть таня
-Две тонны щебня. Доставка. Полный адрес.	два тонна щебень доставка полный адрес
-Вот еще.	вот ещё
-Ну, Мавлюда... Тебе цены нет. -Смотри!	ну мавлюда ты цена нет смотреть
-Ага. Начинается.	ага начинаться
-Поехали. Чего ты ждешь?	поехать что ждать
Перекресток на Песчаной за заправкой. Поехали! Тебе за это деньги платят.	перекрёсток песчаный заправка поехать ты это деньга платить
-Не трепещи, женщина.	не трепетать женщина
-Дима. -Это который рыжий?	дима это который рыжий
-Да, жених.	да жених
-Вот, а теперь поехали.	вот поехать
-Куда мы едем? -Любишь ты вопросы задавать.	куда ехать любить вопрос задавать
На природу едем, хочу в Щербинке дачу снять. Там вода, плотва...	на природа ехать хотеть щербинка дача снять там вод плотва
Поможешь выбрать? -Ой, на что ты собрался ее снять?	помочь выбрать ой собраться снять
На пенсию?	на пенсия
ЗВОНИТ ТЕЛЕФОН	звонить телефон
-Ты кого привел?! Хочешь мертвую дочь? Сними датчики, оторвись	ты кто привести хотеть мёртвый дочь снять датчик оторваться
от ментов.	мент
-Как вы засветились?	как засветиться
Все, с меня хватит.	весь хватить
Я еду один.	я еда один
Я так решил, все.	я решить весь
-Ешкин кот!	ешкина кот
Едем за ним! -Понял.	ехать он понять
-Дождь будет. Любишь дождь? -Люблю.	дождь быть любить дождь любить
Пыль прибивает, мусорят меньше. Голова болит?	пыль прибивать мусорить маленький голова болеть
-Не твое дело.	не твой дело
-Ладно, где тут остановка? Пойду я, мне вставать рано.	ладный остановка пойти я вставать рано
-Давай иди. Тогда весь гонорар мой.	давать идти тогда весь гонорар мой
Поехали.	поехать
Я на месте. Нет здесь никого, я клянусь, что оторвался.	я место нет никто клясться оторваться
Деньги я в пакет переложил.	деньга пакет переложить
СИГНАЛИТ МАШИНА	сигналить машина
Где моя дочь?!	где дочь
-Ничего себе! Витек в курсе, что его молодая жена домик строит?	ничто себя витька курс молодая жена домик строить
-Ну что, давай стучать? -Ага, я дома ордер забыл.	ну что давать стучать ага дом ордер забыть
А эта Анжелика... Она блондинка? -Рыжая.	а этот анжелика она блондинка рыжий
-А что опаздывает? Странно.	а опаздывать странно
Ну что, пошли? -Куда?	ну что послать куда
-В кусты пошли?	в куст послать
-Пошли. Напугал.	послать напугать
ПРИЧИТАЕТ	причитать
-Мама, всё, мама. Мам, не плачь, мам.	мама весь мама мама плакать мама
-Уеду я отсюда, надоело мне это. Здесь люди плохо живут.	уехать отсюда надоесть это здесь человек плохо жить
Никого не уважают, не жалеют. Мужья старых жен как мусор выкидывают,	никто уважать жалеть муж старое жена мусор выкидывать
на новых меняют. А новые? Новые тоже старыми будут, придет их очередь.	новый менять а новое новое старое быть прийти очередь
Вот так все в очереди за несчастьем и сидят.	вот очередь несчастие сидеть
-Насчет Анжелики, знаешь, она в очереди стоять не будет.	насчёт анжелика знаешь очередь стоять быть
СИГНАЛ АВТО	сигнал авто
А вот и она - лисичка-сестричка.	а лисичкасестричка
Давай иди договорись, чтобы они меня туда пустили.	давать идти договориться туда пустить
Иди, отрабатывай деньги.	идти отрабатывать деньга
-Я сказала, что встреча назначена, что ты дизайнер ландшафтов.	я сказать встреча назначить дизайнер ландшафт
-Кто? -Дизайнер ландшафтов.	кто дизайнер ландшафт
-Нормальную мужицкую профессию не могла придумать?	нормальный мужицкий профессия мочь придумать
-Подожди. На.	подождать на
-Живите с отцом, я уеду, я не буду вам мешать. Надо, чтобы ты жила,	живить отец уехать быть мешать надо жить
чтобы все было хорошо. -Мама, я хочу теперь жить с тобой.	хорошо мама хотеть жить ты
-Всё, девки, хватит, до слез доведете. Где Димка?	весь девка хватить слеза довести где димка
А где... -Жена твоя умотала.	а где жена твой умотать
-Она не жена. Пап, вы же не расписаны?	она жена папа расписать
-Пока нет. Я быстрых решений не принимаю.	пока нет я быстрый решение принимать
-Освещение менять будем.	освещение менять быть
Так, ну тут тоже переделаем.	так переделать
Детский сад...	детский сад
-Ты сейчас где? -У друга - к экзаменам готовлюсь.	ты где у друг экзамен готовиться
-Подтвердить может? -Может.	подтвердить мочь мочь
-Так, здесь всё. Бери.	так весь брать
Я партнеров не кидаю.	я партнёр кидать
-Анжела, слушай, а зачем тебе деньги, а?	анжел слушай ты деньга а
-Ты что, мыла поел? -Нет, серьезно, Анжела.	ты что мыло поесть нет серьёзно анжел
Выйдешь замуж за Мартыныча, в шоколаде будешь купаться.	выйти замуж мартын шоколад быть купаться
-Бери. А то я всё себе возьму.	брать а весь взять
-Стоять! Стоять! Полиция! Полиция!	стоять стоять полиция полиция
-Может, пистолет покажешь? -Слушай меня внимательно.	мочь пистолет показать слушай внимательно
Улики налицо. Детей по малолетке пожалеют - попали под влияние	улика налицо ребёнок малолеток пожалеть попасть влияние
аферистки. Ты по полной пойдешь - как глава преступной группировки.	аферистка ты полный пойти глава преступный группировка
Давай! Деньги собирай.	давать деньга собирать
Славке не забудь мотоцикл вернуть.	славка забыть мотоцикл вернуть
Давай-давай, рассказывай, только коротко, я длинные истории	давайдавать рассказывать коротко длинный история
не люблю - засыпаю.	любить засыпать
-Нет твоего йогурта.	нет твой йогурт
-Спасибо. -Кушай-кушай.	спасибо кушайкушать
Он что, пить начал? -Да нет, первый раз вижу,	он что пить начать да нет один видеть
чтоб столько. -Давай его хоть укроем, а?	столько давать укрыть а
-Обойдется. -Что ты так про отца говоришь!	обойтись что отец говорить
Похудел как. -А ты не похудела, нет?	похуделый как а похуделый нет
-Ну давай расскажи еще раз, как все произошло.	ну давать рассказать раз произойти
-Я тебе пять раз рассказывала. завязали глаза, повезли,	я ты пять рассказывать завязать глаз повезти
бросили в сарай. Всё.	бросить сарай весь
-Прости, не буду.	простить быть
Не стучи. Не стучи, отца разбудишь.	не стучать не стучать отец разбудить
