cleaned_text	lemm_text
"""...откликнитесь замерзшими душами..."""	откликнуться замёрзнуть душа
"""...создайте себе новый облик..."""	создать новый облик
"""..Превратитесь в белого ледяного гиганта, что будет меня защищать..."""	превратиться белый ледяной гигант защищать
"""...с могущественной силой... ... и видом огромным..."""	с могущественный силой вид огромный
Ик?!...	ик
"""Предстань передо мной... Имя даю тебе - Снеговик!"""	предстать перед я имя давать ты снеговик
Это...Что это?	эточто это
Тебе всего 12 лет и 4 месяца. Так что со мной сражаться тебе не по силам!	ты 12 год 4 месяц так я сражаться ты сила
Да я тебя...! Снегометная Машина Фаланг-1, целься!	да ты снегометный машина фаланг1 целиться
Что такое?	что такой
Снег?	снег
Доброе утро.	добрый утро
Доброе утро.	добрый утро
Ой... Снег выпал!	ой снег выпасть
Что-то рановато для снега. Вчера было совсем тепло.	чтоть рановато снег вчера тепло
Привет, сестричка!	привет сестричка
Доброе утро, Скулд!	добрый утро скулд
Кейичи, давай с нами в снежки!	кейй давать мы снежок
Вот оно что, ты задумала меня убить!?	вот оно что задумать убить
Нет! Сейчас не время для снежков!	нет сейчас время снежковый
Я должен надеть цепи на колеса.	я должный надеть цепь колесо
И с дорогами - все ли в порядке?	и дорога порядок
Ого...	ого
А снег-то только у нас лежит!	а снегто лежать
Странно.	странно
Урд, это ты вызвала снег?	урд это вызвать снег
Ничего я не делала. Когда я заметила, он уже был везде.	ничто делать когда заметить везде
Что такое?	что такой
Надо его убрать. Иначе это будет проблема.	надо убрать иначе это проблема
Кейичи, я сделаю машину для уборки снега!	кейй сделать машина уборка снег
Тогда я пойду убирать снег на крышу.	тогда пойти убирать снег крыша
Кейичи! Будь осторожен!	кейй быть осторожный
Хорошо, хорошо!	хорошо хорошо
Кейичи!	кейй
Кейичи, с тобой все в порядке!?	кейй ты порядок
Нет проблем.	нет проблема
Что это ты делаешь?	что это делать
Нельзя быть таким невнимательным!	нельзя такой невнимательный
Я не виноват! Что-то выпрыгнуло из снега!	я виноватый чтоть выпрыгнуть снег
Что-то выпрыгнуло...?	чтоть выпрыгнуть
Это же баг!	это баг
Врешь - не уйдешь!	врать уйти
Стой!	стоять
До Рождества осталось 4 дня.	до рождество остаться 4 день
На улицах уже ощущается его присутствие. Везде продают подарки.	на улица ощущаться присутствие везде продавать подарок
Скулд, что это был за зверь?	скулд это зверь
Этот зверек появляется на Земле в особенных случаях.	этот зверёк появляться земля особенный случай
Чёрт!... Горячо!	чёрт горячо
Здорово кипит! Ты что, обидел Беллданди?	здорово кипеть ты что обидеть беллданди
Нет, ты что!... Вроде бы ничего не произошло.	нет что вроде произойти
Что случилось?	что случиться
Хорошее настроение?... А мы думали ты злишься.	хороший настроение а думать злиться
Кушай быстрее, не то опоздаешь!	кушать быстрый опоздать
Спасибо.	спасибо
Появление этого восьмилапого зайца как-то связано с тобой?	появление восьмилапый заяц както связать ты
Не уверена... Надо посоветоваться с Небом.	не уверить надо посоветоваться небо
Зачем столик-то стянула, а?	зачем столикто стянуть а
Это не я!	это я
Сестра, может быть...	сестра быть
Кейичи, что ты делаешь?	кейй делать
Понятия не имею.	понятие иметь
Чайник ко мне словно магнитом притянуло.	чайник к словно магнит притянуть
Баг! Он еще здесь!	баг он здесь
Ловушка, включайся!	ловушка включаться
Баги проникают сюда через портал.	баг проникать сюда портал
Вот он!	вот он
Размер портала зависит от расстояния между вами!	размер портал зависеть расстояние вы
Отодвиньтесь друг от друга!	отодвинуться друг друг
Похоже, близкий контакт между вами вызвает появление этого портала...	похоже близкий контакт вы вызваета появление портал
Он возникает только между несовместимыми объектами!	он возникать несовместимый объект
Например - меня и Урд.	например урд
Но я еще не видела ничего подобного!	но видеть подобный
Пока не выяснена причина его возниконовения,...	пока выяснить причина возниконовение
...вы не должны близко подходить друг к другу.	вы должный близко подходить друг друг
Неизвестно, что еще может произойти!	неизвестно произойти
Как это может быть? Беллданди...	как это быть беллданди
Кейичи...	кейй
Я подойду.	я подойти
Дом Морисато.	дом морисато
Это я.	это я
Вы?	вы
Ты заметила странности, происходящие вокруг?	ты заметить странность происходить вокруг
Да.	да
Так дальше не может продолжаться.	так далёкий продолжаться
Я приказываю тебе вернуться.	я приказывать ты вернуться
Вернуться?!... Но между нами есть договор!	вернуться но мы договор
Ты знаешь причину этого... Даю тебе три дня, чтобы закончить свои дела.	ты знаешь причина это давать ты день закончить свой дело
Как, только три?...	как три
Кейичи...	кейй
Что значит вернуться через три дня? Почему?	что значит вернуться день почему
Не знаю.	не знать
А когда вернешься?	а вернуться
У нас же договор!	у договор
Он что, временный?	он что временный
Нет! Я тебе обещала! Пока ты жив, я буду с тобой.	нет я ты обещать пока живой быть ты
Но... Я богиня. И я должна слушать приказы Владыки.	но я богиня и должный слушать приказ владыка
Наверное, на Небесах что-то случилось, вот меня и вызывают...	наверное небо чтоть случиться вызывать
Прости, что я вспылил...	простить вспылить
Когда закончишь, ты вернешься?	когда закончить вернуться
Да... Обещаю.	да обещать
Мне пора идти на занятия. Прости, что не могу проводить тебя.	я пора идти занятие простить мочь проводить ты
Прости...	простить
Если правда, что причина во мне, то я...	если правда причина я я
Кейичи!	кейй
Ты ни в коем случае не должен приближаться к моей сестре,	ты кой случай должный приближаться мой сестра
потому что портал расширяется, когда вы близко друг от друга.	портал расширяться близко друг друг
Хорошо.	хорошо
Ты слышал? Кейичи и Беллданди расстались!	ты слышать кейй беллданди расстаться
Правда? Тогда я буду ухаживать за ней.	правда тогда быть ухаживать она
Беллданди, дай, пожалуйста, ластик.	беллданди дать пожалуйста ластик
Ее здесь нет...	она нет
Беллданди, не ходи в университет. От этого будет только хуже.	беллданди ходить университет от худой
Ничего страшного...	ничто страшный
Хоть я и не могу приближаться к нему, все равно мне этого хочется...	хоть мочь приближаться он равно хотеться
Я хочу хотя бы дышать с ним одним воздухом...	я хотеть хотя дышать один воздух
Если что-то случится, немедленно возвращайся назад.	если чтоть случиться немедленно возвращаться назад
Беллданди плохо выглядит... Мне ее так жаль.	беллданди плохо выглядеть я жаль
Такого раньше никогда не было... Она дейстивительно его любит.	такой ранний быть она дейстивительный любить
Можем ли мы чем-нибудь помочь?	мочь чемнибыть помочь
Почему вы пришли так поздно? Я не буду вас отмечать!	почему прислать поздно я быть отмечать
Доброе утро.	добрый утро
Ой, а ты сегодня один? Твоя подружка сегодня не придет?	ой сегодня один твой подружка сегодня прийти
Может быть придет... попозже.	мочь прийти поздний
Что случилось? Вы поссорились?	что случиться вы поссориться
Вообще-то это не твое дело.	вообщеть это твой дело
Лекция закончена!	лекция закончить
Доклады необходимо сдать до 24-го. Потом я принимать не буду!	доклад необходимый сдать 24го потом принимать быть
Морисато, я купила новую машину. Пойдем, прокатимся.	морисато купить новый машина пойти прокатиться
Кейичи!	кейй
Беллданди!	беллданди
Кейичи!	кейй
С тобой все в порядке, Морисато?...	с ты порядок морисато
Это все из-за старых дешевых стекол...	это изз старое дешёвый стекло
Чем дальше жить - тем опаснее...	чем далёкий жить опасный
Беллданди все-таки пришла на занятия.	беллданди всетаки пришлый занятие
Я уже ничем не смогу помочь, если с Кейичи что-нибудь случиться.	я ничто смочь помочь кейй чтонибыть случиться
Беллданди выглядела такой печальной...	беллданди выглядеть печальный
Я ничего не могу сделать. Она вернется на небеса	я мочь сделать она вернуться небо
Знаешь, про вас весь университет только и говорит. Это правда?	знаешь весь университет говорить это правда
Что там у вас с Беллданди?	что беллданди
Через три дня она вернется к себе на Родину.	через день вернуться родина
О! Это так неожиданно.	о это неожиданно
А она скоро вернется?	а скоро вернуться
Не знаю.	не знать
Что ты теперь будешь делать?	что быть делать
Что делать?... Да это обычное дело, когда люди расстаются.	что делать да это обычный дело человек расставаться
Как ты можешь так говорить?	как мочь говорить
Я тоже не хотел этого!	я хотеть это
Ты уедешь с ней, Кей?	ты уехать она кей
Все говорят, что могут любить друг друга на расстоянии, но это - неправда.	весь говорят мочь любить друг друг расстояние это неправда
Чем больше расстояние, тем слабее чувства.	чем расстояние слабый чувство
Ты не права.	ты право
Я никогда ее не забуду.	я забыть
Как трогательно, Кейичи!	как трогательно кейй
"Если ты так любишь то скажи ей: ""Останься со мной и плюнь на все!"""	если любить сказать она остаться я плюнуть весь
И подари ей дорогое кольцо.	и подарить дорогой кольцо
Да, людей, способных так поступить, мало.	да человек способный поступить мало
Дорогое?... Кольцо?... Подарить ей?	дорогой кольцо подарить она
Эй, а кто же, интересно, за тобой будет убирать?	эй же интересно ты убирать
Сенпай! Помогите мне найти работу, пожалуйста!	сенпай помочь найти работа пожалуйста
Неважно какая, лишь бы платили.	неважно какой лишь платить
Хорошо... Завтра приходи ко мне.	хорошо завтра приходить к я
Сенпай, я знаю магазин, где нужен продавец.	сенпай знать магазин нужный продавец
Да, и это - тоже!	да это тоже
Но.. почему тебе срочно нужны деньги?	но почему ты срочно нужный деньга
Не может быть... Неужели Беллданди бере...?!	не быть неужели беллданди бер
Нет!	нет
Сенпай, я приду завтра.	сенпай прийти завтра
Я буду ждать.	я быть ждать
Хасегава, ты расскажешь мне, где находится тот магазин?	хасегава рассказать я находиться магазин
Да.	да
Если увидишь Беллданди, то передай ей это письмо.	если увидеть беллданди передать это письмо
Письмо?... А почему сам не передашь?	письмо а почему передать
Не спрашивай... Заранее благодарю.	не спрашивать заранее благодарить
Хорошо, я обязательно передам.	хорошо обязательно передать
Сенпай!	сенпай
Морисато попросил передать тебе это письмо.	морисато попросить передать ты это письмо
Письмо от Кейичи?	письмо кейй
Я не знаю, что между вами происходит, но ты должна быть сильной.	я знать вы происходить должный сильный
Я сделаю для вас все, что смогу.	я сделать весь смочь
Спасибо, Хасегава.	спасибо хасегава
Пока.	пока
"""Беллданди, перед тем как ты уедешь, я хочу тебя снова увидеть. Кейичи""."	беллданди уехать хотеть снова увидеть кейй
Ну что? Что-нибудь узнала?	ну что чтонибыть узнать
Похоже, в этом Мире есть объект, который привлекает багов.	похоже мир объект который привлекать баг
Но я пока не выяснила, что же в данном случае является приманкой...	но пока выяснить дать случай являться приманка
Питающая их энергия образуется где-то рядом.	питать энергия образоваться гдеть ряд
Если эту приманку убрать...	если приманка убрать
То и не будет багов, да?	то баг да
Если мы найдем этот источник, то можем попробовать его закрыть.	если найти источник мочь попробовать закрыть
Что ты делаешь?	что делать
Протираю зеркало.	протирать зеркало
Я слышала, что у вас с Морисато проблемы.	я слышать морисато проблема
Я все время думаю о нем.	я время думать немой
Неужели? Значит то, что вы расстались - неправда?	неужели значит то расстаться неправда
И то, что ты уезжаешь - тоже неправда?	и то уезжать неправда
Нет, это правда.	нет это правда
Неужели?	неужели
Ты не можешь вот так вот взять и бросить его!	ты мочь взять бросить он
Я тебе этого не прощу!	я ты простить
Пришла, попользовалась, а теперь бросаешь!?	пришлый попользоваться бросать
Ты скоро вернешься?	ты скоро вернуться
Трудно сказать.	трудно сказать
Ну, что ж...	ну ж
Тебе лучше вернуться пораньше.	ты вернуться ранний
Опоздаешь - потеряешь его. Я займу твое место.	опоздать потерять он я занять твой место
Что происходит?	что происходить
Сестра, мы нашли причину появления багов в этом мире!	сестра найти причина появление баг мир
Заключённая в этом дереве энергия притягивает их!	заключить дерево энергия притягивать они
Боже!	бог
Ты что-то знаешь об этом дереве?	ты чтоть знаешь дерево
Беллданди, скажи мне, если что-то знаешь!	беллданди сказать я чтоть знаешь
Может, я смогу помочь, и мы будем жить как прежде.	мочь смочь помочь быть жить прежде
Нет... Эту проблему нам не по силам решить...	нет этот проблема мы сила решить
Почему!? Если ты уйдешь, я тебя больше не увижу?!	почему если уйти увидеть
Почему мы не можем быть вместе!?	почему мочь вместе
Прости!	простить
Я ничего не смогу понять, если ты будешь извиняться, и больше ничего!...	я смочь понять быть извиняться ничто
Я хочу быть с тобой каждую минуту, каждую секунду!	я хотеть ты каждый минута каждый секунда
Я тоже хочу, но...	я хотеть но
Мне нельзя тебе это рассказать.	я ты это рассказать
Я не смогу выполнить свое обещание, данное навсегда.	я смочь выполнить свой обещание данный навсегда
Это все моя вина...	это вино
Владыка, дай мне шанс, пожалуйста...	владыка дать шанс пожалуйста
Исполнить только одно желание...	исполнить один желание
Прошу тебя!	просить ты
Редактирование и русский перевод: Игорь Скочинский 2001 Debugging works - tropican 2002	редактирование русский перевод игорь скочинский 2001 debugging works tropican 2002
