cleaned_text	lemm_text
"расскажем, где ты живешь. Он приедет и зарежет тебя""."	рассказать жить он приехать зарезать ты
-А что ты молчишь? Надо к старшим идти, к уважаемым людям.	а молчать надо старший идти уважаемый человек
Есть федерация мигрантов из Средней Азии. Они такими вопросами	есть федерация мигрант средний азия они такой вопрос
занимаются. Туда надо обратиться. -Кто меня слушать будет?	заниматься туда обратиться кто слушать быть
-Я председателя знаю. Уж он-то разберется.	я председатель знать уж онто разобраться
Не волнуйся ты, все будет нормально.	не волноваться ты нормальный
-Доченька!	доченька
Салам алейкум! -Алейкум ас-салам.	сало алейкума алейкума ассало
-Садись, чайку попьем. -Спасибо.	садиться чайка попить спасибо
-Я знаю это. Про Самира все знаю. Посмотри, а! У него такие	я знать это про самир знать посмотреть а у такой
положительные родители, сам высшее образование имеет, а такой	положительный родитель высокий образование иметь
ужасный поступок сделал, а!	ужасный поступок сделать а
Но ты плюнь, ты на него плюнь, три раза плюнь. Ты посмотри на себя:	но плюнуть плюнуть раз плюнуть ты посмотреть себя
красавица, умница. Мы тебе такого жениха найдем! Сто женихов найдем!	красавица умница мы ты такой жених найти сто жених найти
-Я не по этому вопросу.	я это вопрос
-Э! -Салам алейкум!	э сало алейкума
-Анвар. Твой земляк, кстати.	анвар твой земляк кстати
Вот, познакомься. -Мы знакомы.	вот познакомиться мы знакомый
Алейкум ас-салам. -Москва - место встреч.	алейкума ассало москва место встреча
-Москва - такой большой город, а они где-то встретились!	москва большой город гдеть встретиться
Вот посмотри, это Анвар. Он мне почти что как сын.	вот посмотреть это анвар он сын
Анварчик, посмотри на эту очаровательную женщину.	анварчик посмотреть очаровательный женщина
Посмотри! Красавица! Разведенная. Умница! Надо ей жениха найти.	посмотреть красавица развести умница надо жених найти
Хорошего жениха, чтобы деньги были, конечно, тоже.	хороший жених деньга быть конечно тоже
Есть у тебя такой на примете? -На такой красавице я бы сам женился.	есть принять на красавица жениться
-Он сам бы женился! Шустрый какой! Сначала калым сюда принеси.	он жениться шустрый какой сначала калым сюда принести
Так, доченька, что у тебя, расскажи. -У меня разговор долгий, я лучше	так доченька ты рассказать у разговор долгий
в следующий раз к вам приду. Мне пора. Спасибо. Всего доброго.	следующий прийти я пора спасибо всего добрый
До свидания. -Хоп-хоп-хоп!	до свидание хопхопхоп
Там это, конфеты-манфеты, пахлава-махлава сделай.	там это конфетыманфета пахлавамахлав сделать
Знаешь сама. А?	знаешь сам а
"-Завтра в 12 в ""Шафране"", как договаривались. Помните?"	завтра 12 шафран договариваться помнить
-Нет, не помню! У меня склероз, что ли? Анвар, конечно, помню!	нет помнить у склероз ли анвар конечно помнить
-Турсун! А что вы делаете?	турсун а делать
-Что делаю - переезжать тебе помогаю. Пожила здесь - опять в подвал	что делать переезжать ты помогать пожить подвал
поедешь. -А Гуля? Я без нее не поеду.	поехать а гуля я поехать
-Володя! Иди ужинать!	володя идти ужинать
Володь!	володя
Володя, иди ужинать!	володя идти ужинать
Руки помыл? -Нина, мы что, с тобой опять женаты?	рука помыть нина что ты женатый
-Когда мы были женаты, ты со мной не ужинал. Приходил в час ночи,	когда женатый я ужинать приходить час ночь
варил пельмени. Вот откуда у тебя живот.	варить пельмень вот откуда живот
-А у Гены откуда живот? -Гену это не портит. Давай ешь.	а ген откуда живот ген это портить давать есть
Приятного аппетита.	приятный аппетит
Мм!	мм
Ну давай, наверни немного холестеринчику.	ну давать навернуть немного холестеринчик
И маслица побольше.	и маслице большой
-Нин, это что такое?	нина это такой
-Это дело давно закрыто, выброси. -Ты какого черта трогаешь мои вещи?!	это дело давно закрытый выбросить ты какой черта трогать мой вещий
-Я убиралась. Просто не поверила своим глазам: разработка по Халиду.	я убираться просто поверить свой глаз разработка халид
Халид погиб, Азиз этот умер в тюрьме. -Нина, для кого это дело закрыто,	халид погибнуть азиз умереть тюрьма нина кто это дело закрытый
а для кого не закрыто! -Вов, главное, ты жив!	кто закрытый вова главный живой
-Я должен быть счастлив, что из-за этого меня на пенсию выперли?	я должный счастливый изз пенсия выпереть
-Тебя не выперли, а комиссовали по ранению.	ты выпереть комиссовать ранение
-Нин, ты тоже думаешь, что я убил Халида?	нина думать убить халид
-Володь, ты же ничего не помнишь. -Зато Азиз хорошо помнил.	володя помнить зато азиз помнить
И умер в тюрьме.	и умереть тюрьма
ЗВОНИТ ТЕЛЕФОН За день до моей выписки из больницы.	звонить телефон за день мой выписка больница
Это тебя не смущает?	это смущать
-Алло? Гена! Привет.	алло ген привет
Я еще на море. Ага. Да.	я мор ага да
Отлично. Здесь интернет еле тянет!	отлично здесь интернет еле тянуть
А что вы едите?	а есть
-А...	а
Полька овощи на пару приготовила.	полька овощ пара приготовить
Брокколи. Да. Вкусно.	брокколи да вкусно
ТАИНСТВЕННАЯ МУЗЫКА	таинственный музыка
-Ты убил меня.	ты убить я
СТУК В ДВЕРЬ	стук в дверь
ШУМ, КРИКИ	шум крик
-Руки за голову!	рука голова
Давай-давай, шагай! -Э! Вы куда их?	давайдавать шагать э вы они
-Не оглядывайтесь.	не оглядываться
-Вы же знаете, что я дворник. -Да, знаю.	вы знаете дворник да знать
Но противоречий не вижу. Утром - дворник, вечером...	но противоречие видеть утром дворник вечером
-А ты утром - мент, а вечером - в опере поешь.	а утром мент вечером опера поесть
Отстань от них.	отстать они
-Как я отстану? Ты пришел с жалобой - я отреагировал.	как отстать ты прийти жалоба отреагировать
-Тебя когда в подвал переселили? -Вчера вечером.	ты подвал переселить вчера вечером
-Там был кто-нибудь? -Никого не было.	там ктонибыть никто быть
-Получается, что бордельеры съехали из подвала после того, как я тебе	получаться бордельер съехать подвал тот ты
сказал. -Кто?	сказать кто
-Бордельеры. -Кто это?	бордельер кто это
-Хозяева борделя. -А!	хозяин бордель а
-Интуиция им, что ли, подсказала, что ты туда нагрянешь?	интуиция имя ли подсказать туда нагрянуть
Может, напел им кто? -Хм. Думаешь, напел?	мочь напеть кто хм думать напеть
Интересно кто? -Вот и я думаю: кто?	интересно кто вот думать кто
-Ладно, разберемся. Давай, забирай свою.	ладный разобраться давать забирать свой
-А Гулю? -А Гулю я в первый раз вижу,	а гуля а гуля один видеть
поэтому нужно выяснить, где, когда и что она метет.	поэтому нужно выяснить где мести
-Я за Гулю ручаюсь. -Пойдем! Жрица любви.	я гуля ручаться пойти жрица любовь
-У Гули в деревне парень был, собирались пожениться.	у гуля деревня парень быть собираться пожениться
Он поехал в Москву на заработки калыма и пропал.	он поехать москва заработок калым пропасть
-Ну?	ну
-Подруга ее всем стала рассказывать, что Гуля со своим женихом...	подруга весь стать рассказывать гуля свой жених
-Который пропал? -Что вот они до свадьбы...	который пропасть что свадьба
-Чего до свадьбы?	что свадьба
-Ну что не девушка она.	ну девушка она
-И чего? -Чего?	и что что
-Брат ее прямо резать начнет?	брат прямо резать начать
-Ты Алтынай помнишь? Как ты думаешь, почему она домой вернуться не может?	ты алтынай помнить как думать почему домой вернуться мочь
-Как - не может? Я ее сам на поезд сажал.	как мочь я поезд сажать
-Это она в город поехала. А в родной кишлак с таким позором она уже	это город поехать а родной кишлак такой позор
никогда не вернется. -Н-да...	вернуться нда
Интересно люди живут.	интересно человек жить
Ну давай по порядку. Кто такой этот Анвар?	ну давать порядок кто анвар
-Похож на самого главного в этом борделе.	похожий самый главный бордель
О, машина Анвара.	о машина анвар
-Стой здесь и жди меня. -Почему? Я с тобой.	стоять ждать я почему я ты
-Мы не на родительское собрание идем. -Да ладно, подумаешь!	мы родительский собрание идти да ладный подумать
-Вруби восточную женщину и подчинись! Тебе мужчина все-таки велит.	врубить восточный женщина подчиниться ты мужчина всетаки велита
-Здрасте.	здравствовать
-Вон там. Уйди, а!	вон там уйти а
Азиз, а родственники Халида знают, что это ты его убил?	азиз родственник халид знать это убить
-Я Анвар. -Что думаешь, можно подставить,	я анвар что думать подставить
а потом просто жить спокойно?	просто жить спокойно
Еще, главное, под окнами у меня бордель открыл!	ещё главный окно бордель открыть
-Юсупов Анвар Мамедович, 1982 года рождения. Родился в Самарканде.	юсуп анвар мамед 1982 год рождение родиться самарканд
-Азиз Исхаков. Проходил по делу Халида. Была группа товарищей,	азиз исхаков проходить дело халид быть группа товарищ
наркотрафик контролировала. Все у них было так здорово - фиг подберешься.	наркотрафик контролировать весь здорово фига подобраться
Халид главный, а это шестерка у него.	халид главный это шестёрка он
Год рождения не помню. А вот год смерти - май 2007-го. Ты ж в СИЗО	год рождение помнить а год смерть май 2007го ты сизый
умер, да, Азиз? -Кто умер? Я ж здесь сижу, живой.	умереть да азиз кто умереть я сидеть живой
-Да я сейчас!.. -Тихо! Тихо!	да сейчас тихо тихо
-Ты мне еще телегу прогони, что Халид живой!	ты телега прогнать халид живой
-Нет! Вы меня с кем-то путаете!	нет вы кемтый путать
-Ничего, мы пальчики снимем, по базе пробьем - и вся эта	ничто пальчик снять база пробить весь этот
путаница закончится. Дело Халида вернется на доследование, а его	путаница закончиться дело халид вернуться доследование
родственники узнают, что его убил Азиз Исхаков. Интересно,	родственник узнать убить азиз исхаков интересно
что они с тобой сделают. Все, уведите его.	ты сделать весь увести он
Старший лейтенант! -А, да. Уводите.	старший лейтенант а да уводить
Я уже ничего не понимаю. -Не надо ничего понимать.	я понимать не понимать
Задачу понял? -А основания?	задача понять а основание
-Я основание! Я свидетель. На основании моих показаний.	я основание я свидетель на основание мой показание
Я это дело вел! У меня копия дома лежит, там его фотография!	я это дело вести у копия дом лежать фотография
Это что тебе, не основание?	это ты основание
Я тебя как мент мента, как мужик мужика прошу, помоги мне прижать	я мент мент мужик мужик просить помочь прижать
этого Азиза! Мне очень нужно с этим делом разобраться!	азиз я очень нужно это дело разобраться
На мне труп висит!	на труп висеть
-Мне тогда копии нужны. -Пошли.	я копия нужный послать
-Володя, а ты куда это в сапогах?	володя это сапог
Ты посмотри, а!	ты посмотреть а
Володя! -Что?	володя что
-Ничего.	ничто
-Дверь закрой.	дверь закрыть
Как ты мог отпустить человека! Даже отпечатков не взял!	как мочь отпустить человек даже отпечаток взять
-Я не могу задержать человека за то, что он похож на фигуранта давно	я мочь задержать человек то похожий фигурант давно
закрытого дела! -Не получается у нас разговора.	закрытый дело не получаться разговор
Я буду другого собеседника искать. -Вот и ищи!	я быть другой собеседник искать вот искать
-Александр Васильевич, срочно ваша помощь нужна. Я Азиза нашел,	александр василий срочно ваш помощь нужный я азиз найти
а тут!.. Можно к вам сейчас приехать?	тут можно приехать
В три? Хорошо. Спасибо, Александр Васильевич.	в три хорошо спасибо александр василий
Нина, ты мой костюм не видела?	нина костюм видеть
-Ой... А я его в химчистку сдала.	ой а химчистка сдать
-Не понял.	не понять
Тебя кто просил? -Он.	ты просить он
"Он сам попросил, говорит: ""Нина, смотри, какие на мне пятна."	он попросить говорить нина смотреть какой пятно
"Сделай что-нибудь"". -Нина..."	сделать чтонибыть нина
-Ой, Вов, уйди из моей комнаты. Опять от тебя эта энергетика, как раньше.	ой вова уйти мой комната опять этот энергетика ранний
Уйди. -Чего от меня?	уйти что я
-Энергетика бультерьера. Уйди.	энергетика бультерьер уйти
Как будто воскресенье, мы с Полькой собираемся в парк. Тебе звонят,	как воскресение полька собираться парк ты звонить
что кого-то там нашли, - и все, тебя с нами нет.	коготь найти весь мы нет
-Так, Нина, тапки под мышку, звони Лизе. Мумия возвращается.	так нина тапка мышка звонить лиза мумия возвращаться
Когда же он с совещания вернется? -Этого никто не знает.	когда совещание вернуться это никто знать
Не советую вам ждать. Когда такие люди вызывают на совещание, это	не советовать ждать когда такой человек вызывать совещание это
надолго. Вы не волнуйтесь, я вам позвоню.	надолго вы волноваться позвонить
-Ничего, я подожду.	ничто подождать
СТУК В ДВЕРЬ	стук в дверь
-Что случилось? -Я Гулю ищу.	что случиться я гуля искать
-Гуля здесь не живет. -А где?	гуля жить а где
-Не знаю.	не знать
ЗВОНИТ ТЕЛЕФОН	звонить телефон
-Приемная генерала-лейтенанта Громова. Лейтенант Камкина слушает.	приёмный генералалейтенант громов лейтенант камкина слушать
Да.	да
Хорошо, передам.	хорошо передать
Удачного полета, Александр Васильевич.	удачный полёт александр василий
Александр Васильевич срочно улетел в командировку. Просил передать,	александр василий срочно улететь командировка просить передать
что, как только вернется, перезвонит.	что вернуться перезвонить
-Открывай, скотина!	открывать скотина
Анвара видел? -Нет.	анвар видеть нет
-Анвара видел кто-нибудь?	анвар видеть ктонибыть
СТУК В ДВЕРЬ	стук в дверь
-Чего? -Что ты знаешь про Анвара?	что что знаешь анвар
Где его искать? -В общежитии.	где искать в общежитие
-Там его нет. Где еще? -Не знаю.	там нет где ещё не знать
-А этот второй, как его, Тур... -Турсун?	а два он тур турсун
Тоже не знаю. А что случилось? -Ничего. Не твоего ума дело.	тоже знать а случиться ничто не твой ум дело
-Никуда не пущу! Рассказывай.	никуда пустить рассказывать
А ты не помнишь, как стрелял. -Я ничего не помню!	а помнить стрелять я помнить
Бах - и все!!	бах весь
Зачем мне в него стрелять?! Зачем?! Пойми! Зачем?!	зачем стрелять зачем понять зачем
Мне же это невыгодно, Халид и без того был гнилой, я бы чуть-чуть	я это невыгодный халид гнилой чутьчуть
поднажал, и он бы всех сдал! -Тише. Володь, не нервничай.	поднажать сдать тиша володя нервничать
Успокойся.	успокоиться
-Смотри.	смотреть
Вот, смотри, здесь было обнаружено тело Халида. Так?	вот смотреть обнаружить тело халид так
Здесь был я с проломленной башкой. Пойми, если бы я развернулся	здесь проломить башка понять развернуться
и выстрелил в него, то почему его тело так далеко и почему он сидит	выстрелить он почему тело далеко почему сидеть
за столом? Он что, меня ударил, а потом продолжал лагман кушать?	стол он что ударить продолжать лагман кушать
Нас в доме было только трое. Я уверен, что кто-то меня ударил	мы дом трое я уверенный ктоть ударить
сзади по башке, потом застрелил Халида и вложил пистолет мне в руку!	сзади башка застрелить халид вложить пистолет рука
И это был Азиз, потому что в доме нас было только трое!	и это азиз дом трое
А я его упустил, как школьник. Ну и что мне теперь делать, а?	а упустить школьник ну делать а
Я семь лет не спал!! Я думал, что он мертвый, что дело зашло в тупик!	я семь год спасть я думать мёртвый дело зайти тупик
Теперь я знаю, что он жив.	теперь знать живой
И что? Что мне делать? Где мне теперь его искать?	и что что делать где искать
Нет, правильно, что меня на пенсию поперли.	нет правильно пенсия попереть
Куда я суюсь с такой дыркой в башке?!	куда соваться дырка башка
-Тише, тише. Успокойся, тише.	тиша тиша успокоиться тиша
Ну что ты такое говоришь? Мы всё решим, всё придумаем.	ну такой говорить мы весь решить весь придумать
Я когда у Мансура Максудовича была, к нему Анвар приходил.	я мансур максуд быть он анвар приходить
Завтра у них важная встреча.	завтра важный встреча
-Если Азиз жив...	если азиз живой
кто тогда умер в тюрьме?	умереть тюрьма
-Пиночет, гулять!	пиночет гулять
Гулять, я сказала!	гулять сказать
Что за собака!	что собака
Давай, гуляй.	давать гулять
-Давай-ка, держи, на.	давайк держать на
На, не бойся. Поешь.	на бояться поесть
Это тебе Мавлюда передала.	это ты мавлюда передать
Вот. Поешь.	вот поесть
Уже сутки ее держите? Безобразие.	уже сутки держать безобразие
-Не волнуйтесь, скоро выпустим.	не волноваться скоро выпустить
-Слушай, ты не торопись. Ты попридержи ее.	слушай торопиться ты попридержать она
-В смысле?	в смысл
-У нее в семье проблемы, конфликт, долго рассказывать.	у семья проблема конфликт долго рассказывать
Ее вообще могут...	она вообще мочь
-На каком основании я ее задержу? -Ну, придумай что-нибудь.	на какой основание задержать ну придумать чтонибыть
-Есть мысля. -Ну, а потом присмотри за ней.	есть мыслить ну присмотреть она
-Чай будешь?	чаять быть
ШЕПОТОМ: С сахаром?	шёпотом с сахар
-Что с телефоном у тебя?	что телефон ты
-Разрядился. -Нина тебя потеряла. Переживает.	разрядиться нина потерять переживать
Говорит, дома не ночевал. -А ты чего?	говорить дом ночевать а что
-Я сказала, чтобы не волновалась. -Понятно.	я сказать волноваться понятно
-Мансур знает твою машину.	мансур знать твой машина
-Я помню.	я помнить
-Знает, что ты человека нашего убил. -Я помню!	знать человек наш убить я помнить
-О, Анвар. -О.	о анвар о
Угу.	угу
-Лежать!	лежать
ЗВОНОК ТЕЛЕФОНА	звонок телефон
-Да, Гуль.	да гуля
Что случилось?	что случиться
Подожди, я ничего не понимаю. Можешь помедленнее говорить?	подождать понимать мочь медленный говорить
Поняла.	понять
-Ты куда?!	ты куда
-Уважаемый, этот мент уже и здесь.	уважаемый мент здесь
-А вдруг там все-таки перелом? -Нет. Я же говорю, вывих.	а всетаки перелом нет я говорить вывих
Не переживай, до свадьбы заживет. -Ты представляешь, Турсун когда	не переживать свадьба зажить ты представлять турсун
позвонил брату, Шухнияр уже вернулся с калымом. И никто	позвонить брат шухнияр вернуться калым и никто
меня убивать не собирается, все ждут и зла не держат, что самое главное.	убивать собираться ждать зло держать самый главный
И Шухнияр приехал искать меня сразу почти. И сразу почти нашел.	и шухнияр приехать искать сразу почти и сразу найти
А еще он хочет найти Турсуна и Анвара и убить их...	а хотеть найти турсуна анвар убить они
-Что ты двери-то опять не закрываешь? -А это Шухнияр, жених Гули.	что дверить закрывать а это шухнияр жених гуля
-Ему Рукавицын чуть руку не сломал сегодня.	он рукавицын рука сломать сегодня
-Очень приятно. -Что случилось?	очень приятно что случиться
-Я Анвара упустил, если тебе интересно.	я анвар упустить ты интересно
ЗВОНОК ТЕЛЕФОНА	звонок телефон
Да, Нина. -Володь, это я. Ты где?	да нина володя это я ты где
Там у дверей какой-то абрек топчется. -Какой там еще абрек у тебя стоит?	там дверь какойтый абрек топтаться какой абрек стоить
-Мне страшно, Володь. -Хорошо, сейчас приду.	я страшно володя хорошо прийти
-Э!	э
Это ты мне хотел что-то сказать? -Анвар с тобой переговорить хотел.	это хотеть чтоть сказать анвар ты переговорить хотеть
-Где, когда? -Через час в общежитии ждет.	где когда через час общежитие ждать
-Хорошо. Буду.	хорошо быть
-Под дверью никого нет. Посмотри под окнами.	под дверь никто нет посмотреть окно
-Хорошо.	хорошо
-Володя, ты куда? -На рыбалку.	володя куда на рыбалка
-Я тебя не пущу. Володя, я боюсь. Володя, обо мне не думаешь -	я пустить володя бояться володя о думать
о Польке подумай! -У тебя швы разошлись.	полька подумать у шов разойтись
-Володя!	володя
-Стоять! К стене! Руки за голову!	стоять к стена рука голова
Спокойно! Не двигаться!	спокойно не двигаться
-Владленыч, что происходит?	владлен происходить
-Володя, не мешайся под ногами.	володя мешаться нога
-Лейтенант, что происходит? -Этот Анвара замочил,	лейтенант происходить этот анвар замочить
вот его сразу у трупа и взяли. -Лясы не точим, работаем.	сразу труп взять лясы точить работать
-Работаю, работаю.	работать работать
-Не понял.	не понять
Слышь, лейтенант, по делу убийства Азиза есть что-нибудь?	слышь лейтенант дело убийство азиз чтонибыть
Экспертизу проводили? -Да, вот пришла.	экспертиза проводить да пришлый
Только я вам ее не дам.	только дать
Отдайте. -Тихо, люди кругом. Я сам посмотрю.	отдать тихо человек кругом я посмотреть
