cleaned_text	lemm_text
-И зачем ты мне это говоришь? -У него договор пожизненного	и это говорить у договор пожизненный
проживания и содержания на иждивении. Я не смогу к нему долго ходить.	проживание содержание иждивение я смочь он долго ходить
Любая сиделка будет колоть. Они его убьют.	любой сиделка колоть они убить
-У меня сегодня рыбалка, понимаешь? Рыбалка! Это святое.	у сегодня рыбалка понимать рыбалка это святой
Ну что ты стоишь немым укором? Чего ты от меня хочешь?	ну стоять немой укор что хотеть
-Не знаю. У тебя родители живы? -Ты много чего про меня не знаешь.	не знать у родитель живой ты знаешь
-Ты родителям помогаешь? -Некому помогать. Отец в 67	ты родитель помогать некого помогать отец 67
от инфаркта умер, мама без него долго не прожила.	инфаркт умереть мама долго прожить
Мавлюда, Неберухин меня с этим делом засмеет. Доказательств ноль.	мавлюда неберухин это дело засмеять доказательство ноль
-Никому они не нужны, старики. Никому не нужны.	никто нужный старик никто нужный
-Пойдем.	пойти
Давай.	давать
Молодец.	молодец
-Брачный договор есть? Очень плохо, надо было раньше думать. Перезвоню.	брачный договор есть очень плохо ранний думать перезвонить
Володя, можем по телефону? -Нет, дело на три минуты.	володя мочь телефон нет дело минута
-Спасибо. Муж на рыбалку собрался. -Бывший муж.	спасибо муж рыбалка собраться бывший муж
-Бывших наркоманов, алкоголиков и мужей просто не бывает.	бывший наркоман алкоголик муж просто бывать
Володя, у тебя три минуты. ЗВОНИТ ТЕЛЕФОН	володя минута звонить телефон
Алло! Адвокат Каленая. Да. Я вам через три секунды перезвоню.	алло адвокат калёный да я секунда перезвонить
-Помнишь, ты вела дело бабки, которая хотела записать свою квартиру	помнить вести дело бабка который хотеть записать квартира
на риелторскую фирму? -Хочешь нашу квартиру?..	риелторский фирма хотеть наш квартира
-Мою и Полькину. -Я там тоже прописана.	мой полькина я прописать
-Можешь не задавать вопросов, а выслушать?	мочь задавать вопрос выслушать
-Не могу, но стараюсь. -Почему эта бабка передумала?	не мочь стараться почему этот бабка передумать
ЗВОНИТ ТЕЛЕФОН -Алло.	звонить телефон алло
Да. Мы будем отбивать половину квартиры, потому что там есть	да мы быть отбивать половина квартира
завещание. Хорошо. Я перезвоню.	завещание хорошо я перезвонить
Ты что спрашиваешь? А, бабка? -Угу.	ты спрашивать а бабка угу
-Бабке показалось, что клиенты фирмы подозрительно быстро отдавали концы.	бабка показаться клиент фирма подозрительно быстро отдавать конец
-А тебе как показалось? -Никак, мне все равно.	а ты показаться никак равно
"Мне за ""показалось"" бабка хорошо заплатила. Мы написали отказ и жалобу"	я показаться бабка заплатить мы написать отказ жалоба
на ненадлежащий уход. -Почему не пошла в полицию?	ненадлежащий уход почему пошлый полиция
-Полиция в такие дела не суется! И это уважаемая фирма, 10 лет	полиция такой дело соваться и это уважаемый фирма 10 год
в бизнесе. ЗВОНИТ ТЕЛЕФОН	бизнес звонить телефон
Алло. Адвокат Каленая.	алло адвокат калёный
Нет, дорогая, на дачу мы претендовать не можем. Дача куплена в браке	нет дорогой дача претендовать мочь дача купить брак
со второй женой, а вы разведенная жена. Да. Так что даче машем ручкой.	два жена развести жена да так дача махать ручка
Всего доброго. Я перезвоню.	всего добрый я перезвонить
-Как называется эта фирма?	как называться этот фирма
-Извините, пожалуйста, минуточку.	извинить пожалуйста минуточка
-Как называется эта фирма?	как называться этот фирма
"-""Надежда""! Всё, иди."	надежда весь идти
-Ну наконец-то!	ну наконецтый
-Володя!	володя
-Чего? -Иди сюда.	что идти сюда
Что-то хотела спросить и забыла... А! Володя, ты почему так плохо	чтоть хотеть спросить забыть а володя почему плохо
выглядишь? Тебе же Гена бритву подарил.	выглядеть ты ген бритва подарить
-Я рыбам и так нравлюсь. -Володя!	я рыба нравиться володя
Володя!	володя
"-""И, делая это, вы накажете по справедливости не только моих"	и делать это наказать справедливость мой
сыновей, но и меня самого. Ну вот уже время идти отсюда.	сын самый ну время идти отсюда
"Мне - чтобы умереть, вам - чтобы жить"". Конец."	я умереть жить конец
-Еще это место почитай. -Мы это место уже три раза читали,	ещё это место почитай мы это место раз читать
мне пора. Арсений Семенович, хлористый калий, таблетку, на ночь,	пора арсений семён хлористый калия таблетка ночь
витамин С - с утра, и курагу жуйте - я намыла, надо калий	витамин с утро курага жевать намыть калия
восстанавливать. Сегодня я последний день, потом Феруза будет приходить.	восстанавливать сегодня последний день феруз приходить
-Мне ее не надо. Лучше сама приходи, дочка. Она меня убить хочет.	я надо хороший сам приходить дочка она убить хотеть
-Арсений Семенович, а можно я посмотрю ваш договор с фирмой	арсений семён посмотреть ваш договор фирма
"""Надежда""? -Смотри."	надежда смотреть
-А где он? -Да пес его знает!	а он да пёс знать
-Ладно, поищу.	ладный поискать
-Елизавета Марковна, это с последней выставки. Это с последней выставки,	елизавета марко это последний выставка это последний выставка
это, вот это и вот это. Я специально для вас придержала.	это это это я специально придержать
-Елизавета Марковна, вы мне клиента обещали поменять.	елизавета марко клиент обещать поменять
-Милая моя, обещала, да не могу. -А старика лежачего с Беговой?	милый мой обещать мочь а старик лежачий бегов
-Старик лежачий с Беговой хочет сиделку славянской внешности.	старик лежачий бегов хотеть сиделка славянский внешность
Это миленькое. -Это же гранат, ваш камень!	это миленький это гранат ваш камень
-Чем тебя Должанский не устраивает? Ходячий, интеллигентный.	чем должанский устраивать ходячий интеллигентный
Погуляла, покормила, сделала укол - отдыхай.	погулять покормить сделать укол отдыхать
Сколько? -Ну для вас сделаем скидочку.	сколько ну сделать скидочка
-Мм?	мм
Феруза, не стой над душой. Хочешь - увольняйся.	феруз стоять душа хотеть увольняться
-До свидания.	до свидание
-Беру.	брать
-Мавлюда-апа, быстрее смотрите, нам нельзя карты показывать.	мавлюдаап быстрый смотреть мы карта показывать
-Да, действительно, сердечная недостаточность.	да действительно сердечный недостаточность
Диагноз в больнице ставили? -Ну да, в 30-й. У нас обычно всех	диагноз больница ставить ну да 30й у обычно
"прикрепленных к фирме ""Надежда"" туда отвозят. А там уже контролируют"	прикрепить фирма надежда туда отвозить а контролировать
лечение. -А сколько у вас стариков от фирмы	лечение а сколько старик фирма
наблюдается? -Четверо. Было шестеро, двое умерло.	наблюдаться четверо быть шестеро двое умереть
-От чего? -Инфаркт и в том и в другом случае.	от что инфаркт друг случай
-Спасибо.	спасибо
Что, не задалась рыбалка-то? -А что-то спину скрутило.	что задаться рыбалкатый а чтоть спин скрутить
Что там по старику твоему? -Он такой же мой, как и твой.	что старик твой он мой твой
-Ну по нашему - так нормально? -Препарат выписал врач 30-й больницы,	ну наш нормальный препарат выписать врач 30й больница
"он же диагноз ставил. Я думаю, что он в связке с этой фирмой ""Надежда""."	диагноз ставить я думать связка фирма надежда
"Название-то какое - ""Надежда""! -Я тут кое-что накопал."	названиеть какой надежда я коечто накопать
Хочешь расскажу? -Давай.	хотеть рассказать давать
-Только давай не здесь, что тут мерзнуть? Пойдем ко мне.	только давать здесь мёрзнуть пойти к я
Мы можем и к тебе пойти, просто у меня места побольше.	мы мочь ты пойти просто место большой
Пиночет, давай! Домой!	пиночет давать домой
Я тебя не на свидание зову, а как товарища, коллегу.	я свидание звать товарищ коллега
-Да поняла я. Пойдем. -Давай.	да понять я пойти давать
-Да, да, да.	да да да
-Вон он!	вон он
-А кем он тут работает? -Тренером.	а кто работать тренер
-А не накостыляет нам опять?	а накостылять мы опять
-А ну, валите отсюда! Быстро!	а ну валита отсюда быстро
-Жрать охота, а!	жрать охота а
-Месье, можно на пару слов?	месье пара слово
Ты что, не узнаешь друга? -Руки убери. Охренел совсем!	ты что узнать друг рука убрать охренела совсем
-Петя, это кто? -Никто. Иди садись в машину.	петя это кто никто идти садиться машина
-Ну ты чего? Маринка-то знает?	ну что маринкатый знать
-Садись в машину. -Я нашел твоего отца.	садиться машина я найти твой отец
Радость-то какая! -Я тебе в прошлый раз 10 тысяч дал.	радостьто какой я ты прошлый 10 тысяча дать
Что тебе еще надо? -Обстоятельства. Ну отец помрет -	что ты надо обстоятельство ну отец помереть
квартира государству достанется. А ты единственный наследник.	квартира государство достаться а единственный наследник
Я все узнал: на Павла Морозова, 44. Трешка на шестом этаже, квартира 191.	я узнать павел морозов 44 трёшка шест этаж квартира 191
Ты только подумай, трешка! Такие деньжищи! За информацию пожертвуй, а?	ты подумать трёшка такой деньжищи за информация пожертвовать а
-Нет денег.	нет деньга
-Маринка, я же его на руках!..	маринка рука
-Нет у меня отца, ты понял? Нет! Еще раз здесь появишься - убью.	нет отец понять нет ещё появиться убить
Охрана!	охрана
-Пшли отсюда! Мухой! Быстро!	пойти отсюда муха быстро
-Петь, откуда этот человек знает, как тебя зовут?	петь откуда человек знать звать
-Понятия не имею. -А что он говорил про отца?	понятие иметь а говорить отец
Ты же говорил, у тебя нет отца. -Я что, по-твоему, из пробирки	ты говорить отец я что потвоему пробирка
появился?	появиться
-Ну и жизнь, а! На отца плюнул - ладно, но на квартиру-то!	ну жизнь а на отец плюнуть ладный квартируто
-Ты представляешь?! -Сядь и нормально расскажи.	ты представлять сесть нормальный рассказать
-Стариков одиноких они в поликлинике находят и обрабатывают,	старик одинокий поликлиника находить обрабатывать
золотые горы им обещают. В больницу кладут, лекарства прописывают,	золотой гора обещать в больница класть лекарство прописывать
не придерешься. -Ну не кипятись.	придраться ну кипятиться
Пусть этот старик расторгнет договор с фирмой, и все.	пусть старик расторгнуть договор фирма весь
"-Да я уговаривала, он не соглашается ни в какую. Я говорю: ""Может, вы"	да уговаривать соглашаться какой я говорить мочь
"врача поменяете?"" А он - нет, и все. Вообще, какой-то странный старик."	врач поменять а нет весь вообще какойтый странный старик
-В смысле? -Да путается, забывает всё.	в смысл да путаться забывать весь
-Ну в его возрасте - понятно. -Нет, он играл в оркестре.	ну возраст понятно нет играть оркестр
"Я: ""Какую музыку вы любите?"" - ""По полю танки грохотали""."	я какой музыка любить по поль танк грохотать
Или ноты выкидывает, а там подпись Рихтера. Ну кто такие ноты выкинет?	или нота выкидывать подпись рихтер ну такой нота выкинуть
-Может, он в маразме уже. -Не знаю.	мочь маразм уже не знать
Давай завтра как договаривались.	давать завтра договариваться
-Тебя проводить? -Очень смешно.	ты проводить очень смешно
-Могла бы для вежливости улыбнуться. А вообще, тебе улыбка идет.	мочь вежливость улыбнуться а вообще ты улыбка идти
Так-то ты не очень, а когда улыбнешься - вполне.	такто очень улыбнуться вполне
Да, Пиночет?	да пиночет
-Карманов нет.	карман нет
КЛАССИЧЕСКАЯ МУЗЫКА	классический музыка
ЗВОНОК В ДВЕРЬ	звонок в дверь
Обувку сними, не в свинарник пришел.	обувка снять свинарник прийти
Поседел. Годы...	поседелый год
-Давно завязал?	давно завязать
-Это тебя некасаемо. Ты меня выгнал, помнишь?	это некасать ты выгнать помнить
Отца родного на улицу выбросил. -Откуда это всё?	отец родной улица выбросить откуда это весь
-И это тебя некасаемо.	и это некасать
Вот тебе.	вот ты
Это моя хата, и я ее отписал фирме. А ты - обломись.	это хата отписать фирма а обломиться
-А ты спросил, помню ли я? Я-то помню, а ты помнишь, бать,	а спросить помнить я ято помнить помнить бать
как мы в деревне жили, помнишь? Как мать болела, а ты ее угробил,	деревня жить помнить как мать болеть угробить
"помнишь? Как ты клялся: ""Завяжу""? Гляди-ка, не прошло и десяти лет,"	помнить как клясться завязать глядик прошлый десять год
завязал. -Меньше.	завязать маленький
Десяти еще нет - девять лет и восемь месяцев.	десять девять год восемь месяц
-Мать я тебе никогда не прощу.	мать ты простить
-Сынок... -Я не знаю, откуда у тебя все это,	сынок я знать откуда это
и знать не желаю. Мне пофиг.	знать желать я пофига
-Сынок! Мне умирать скоро. Я все тебе отпишу, все как положено...	сынок я умирать скоро я ты отписать положить
-Да ничего мне от тебя не нужно! И сними ты этот пиджак!	да нужно и снять пиджак
Ты в нем на пугало похож.	ты немой пугать похожий
-Должанский... Посмотрим.	должанский посмотреть
-А вы его так визуально не помните?	а визуально помнить
-Слушайте, эти старики все на одно лицо, у меня их 150 человек на этаже	слушать старик один лицо 150 человек этаж
лежит. Должанский...	лежать должанский
Это лунный камень. Больной презентовал, сказал, пока я его ношу,	это лунный камень больной презентовать сказать пока носить
ничего со мной не случится. Вот и ношу, как дурак.	я случиться вот носить дурак
-Суеверный врач - редкое явление.	суеверный врач редкий явление
-При нашем уровне медицины остается уповать только на лунный камень.	при наш уровень медицина оставаться уповать лунный камень
Вам не кажется, что ваша фирма к нам зачастила?	вы кажется ваш фирма мы зачастить
-Нашим клиентам за 70, не все верят в лунный камень...	наш клиент 70 верить лунный камень
-Да?	да
Как, вы говорите, вас зовут?	как говорить звать
-Владимир Сергеевич Каленый. -Владимир Сергеевич...	владимир сергей калёный владимир сергей
А давно в фирме работаете?	а давно фирма работать
-Ну как, вот...	ну как вот
Можете не звонить, я там не работаю.	мочь звонить работать
-А где вы, простите, работаете?	а вы простить работать
-В МУРе... работал следователем.	в мура работать следователь
Сейчас на пенсии.	сейчас пенсия
Сергей Витальевич, все указывает на то, что вы являетесь	сергей виталий указывать то являться
участником преступления.	участник преступление
-Покиньте, пожалуйста, кабинет. Психиатрическое отделение на втором	покинуть пожалуйста кабинет психиатрический отделение второе
этаже. Охрана!	этаж охрана
-Сергей Витальевич, я надеюсь, вы осознаете, что являетесь	сергей виталий надеяться осознать являться
участником преступной группировки, которая занимается захватом	участник преступный группировка который заниматься захват
жилплощади одиноких стариков? -Охрана!	жилплощадь одинокий старик охрана
-И я это докажу. -Удачи вам! Всего доброго.	и это доказать удача вы всего добрый
Елизавета Марковна?	елизавета марко
-Хорошо, спасибо, я поняла, буду знать.	хорошо спасибо понять быть знать
Да, приезжай - поговорим.	да приезжать поговорить
Так, вам нужно будет заполнить анкету, принести медицинскую справку	так нужно заполнить анкета принести медицинский справка
(обычная форма), паспорт у вас в порядке.	обычный форма паспорт порядок
Опыт работы сиделкой, надеюсь, у вас есть?	опыт работа сиделка надеяться есть
-Да, я работала медсестрой. -Прекрасно. Значит, вы сможете	да работать медсестра прекрасно значит смочь
поставить капельницу, сделать укол? -Да. Какие-то особые препараты?	поставить капельница сделать укол да какиеть особый препарат
-А вас это не касается. Лечение назначает квалифицированный доктор.	а это касаться лечение назначать квалифицировать доктор
Почему вы спросили?	почему спросить
-Просто поинтересоваться.	просто поинтересоваться
-А какое медицинское учреждение вы оканчивали?	а какой медицинский учреждение оканчивать
-ТашМИ, Ташкентский медицинский институт. У меня есть диплом.	ташми ташкентский медицинский институт у диплом
-Спасибо. Вы нам не подходите.	спасибо вы мы подходить
-А почему, можно поинтересоваться? -Нельзя. Я вам не доверяю.	а почему поинтересоваться нельзя я доверять
-Простите. До свидания.	простить до свидание
-Спасибо.	спасибо
Здрасте. Извините, у меня дядя тут кружку забыл. А он в приметы верит,	здравствовать извинить дядя кружка забыть а примета верить
говорит, что в больнице нельзя ничего оставлять. Не находили?	говорить больница оставлять не находить
-Нет, ничего не находила. -Должанский, такой тромбонист	нет находить должанский тромбонист
"с недостаточностью, от фирмы ""Надежда""."	недостаточность фирма надежда
-Спохватились? Бросили человека, теперь спохватились?	спохватиться бросить человек спохватиться
А не стыдно? -Ну так получилось.	а стыдно ну получиться
-Что получилось? Как получилось, что он чужим людям квартиру отписал?	что получиться как получиться чужое человек квартира отписать
-Я пил сильно, теперь в завязке. Вот исправляюсь - кружку ищу.	я пить сильно завязка вот исправляться кружка искать
-А как дядю зовут? -Должанский, тромбонист такой,	а дядя звать должанский тромбонист такой
с усами. -Должанский - это тот, который нам	ус должанский это тот который мы
скандал устроил, что к нему бомжа положили.	скандал устроить он бомж положить
Ну бомж, который в сестринской весь спирт выпил, помнишь?	ну бомж который сестринский весь спирт выпить помнить
-А, это не в мою смену было. Я пришла - бомж уже умер,	а это мой смена быть я пришлый бомж умереть
а соседа его выписали. Так что ищите кружку в другую смену.	сосед выписать так искать кружка другой смена
-А что за бомж? -Бомж как бомж, с усами, хромой.	а бомж бомж бомж ус хрома
"-Так это же Должанский - хромой, с усами. Ну от фирмы ""Надежда""."	так это должанский хрома ус ну фирма надежда
-Может, и он хромой, и он с усами.	мочь хрома ус
У меня 80 коек в отделении. Думаете, я всех помню?	у 80 койка отделение думать помнить
