cleaned_text	lemm_text
Ксерокс паспорта и печать диаспоры. Это не документ, он юридической силы	ксерокс паспорт печать диаспора это документ юридический сила
не имеет, поэтому ни ментам, ни хозяину она не нужна, не отнимут.	иметь поэтому мент хозяин нужный отнять
Ну, а если что - опознать можно. Какая-то надежда.	ну опознать можно какаять надежда
-Понятно.	понятно
Ладно. Ну позвонишь, да? -Конечно, позвоню. Я же вам говорю.	ладный ну позвонить да конечно позвонить я говорить
-Я вышел, смотрю - лежит. Подошел поближе - стонет.	я выйти смотреть лежать подойти близкий стонать
Я тогда тряпку развернул, а там... -Какую тряпку?	я тряпка развернуть там какой тряпка
-Он же в тряпку был завернут.	он тряпка завернуть
Когда его на носилки перекладывали, тряпка упала, и я ее в бак выбросил.	когда носилки перекладывать тряпка упасть бак выбросить
Куда же я ее выбросил? О, вот она.	куда выбросить о она
-А ты куда собралась? -Я к себе. Мне работать надо.	а собраться я себя я работать надо
-Куда работать? Тебе доктор сказал еще сутки лежать.	куда работать ты доктор сказать сутки лежать
-Нельзя мне лежать, оштрафуют. Дети у меня. Спасибо.	нельзя лежать оштрафовать ребёнок я спасибо
-Здрасте. -Здрасте.	здравствовать здравствовать
Чего ты окаменел? Проходи-проходи. Я под прикрытием работаю.	что окаменелый проходипроходить я прикрытие работать
Стой. Иди сюда.	стоять идти сюда
Что такое? -Тумар.	что такой тумар
-У тебя такую видел.	у такой видеть
-Вот мой. -А это что?	вот мой а это что
-Самая важная вещь для мусульманина. В нем все.	самый важный вещь мусульманин в немой весь
-Что все? -Сила, пока человек жив.	что весь сила пока человек живой
-Пока жив?	пока живой
-Там сура из Корана и информация о человеке. Его имя, имя матери.	там сура коран информация человек он имя имя матерь
А имя отца не пишут. -Почему?	а имя отец писать почему
-Не знаю. Не пишут, значит, так надо.	не знать не писать значит надо
Давай.	давать
Во.	в
Там на арабском. Я арабский не знаю.	там арабский я арабский знать
-А мы для чего открывали? -Интересно.	а открывать интересно
-Ну да.	ну да
-Я знаю, кто это может прочесть. -Кто?	я знать это прочесть кто
-Мансур Максудович.	мансур максуд
А ты семье этого несчастного очень большое дело сделал, Володь.	а семья несчастный очень большой дело сделать володя
-Да по неосторожности помог. Не для них старался.	да неосторожность помочь не стараться
-Самир арабский знает. -Это кто?	самир арабский знать это кто
-Это муж мой. Он когда за мной ухаживал, на арабском мне читал	это муж мой он я ухаживать арабский читать
стихи Омара Хайяма. -А я думал, он тебя украл. Завернул	стих омар хайям а думать украсть завернуть
в ковер и - чух! -Дурак ты.	ковёр чуха дурак ты
-Почему? Я Нинку свою украл... У Генки. В стройотряде, на картошке.	почему я нинка украсть у генка в стройотряд картошка
-А у нас с Самиром красивая была история. Как в сказке.	а самир красивый история как сказка
Он меня увидел, посватался. Наши родители договорились,	он увидеть посвататься наш родитель договориться
и мы поженились.	пожениться
-А у нас с Нинкой только секс. Чистый секс. Очень мы это дело	а нинка секс чистый секс очень это дело
любили. Вот на этой почве сблизились. У?	любить вот почва сблизиться у
Ну, давай, спи.	ну давать спать
У вас, правда, что ли, до свадьбы ничего не было?	у вы правда ли свадьба быть
ЗВОНОК В ДВЕРЬ	звонок в дверь
-Привет. Не ждал? -Что случилось?	привет не ждать что случиться
-Просто так к тебе нельзя прийти?	просто ты прийти
Из-за тебя арестовали человека! Антон в тюрьме. Ты меня увез,	изз арестовать человек антон тюрьма ты увезти
и его забрали! -Куда?	забрать куда
-В тюрьму! -Зачем?	в тюрьма зачем
-Я не знаю. Я думаю, что это была какая-то подстава.	я знать я думать это какаять подстава
-Я пылесос не могу найти.	я пылесос мочь найти
-Вы тут в темноте пылесосите? -И пылесосим тоже. Так, ты мне скажи,	вы темнота пылесосить и пылесосить тоже так сказать
ты чего по ночам шатаешься? -9 часов вечера. Счастливые часов	ночь шататься 9 часы вечер счастливый часы
не наблюдают? -Пушкин. Молодец.	наблюдать пушкин молодец
-Грибоедов. -Ты мне скажи, что за подстава?	грибоедов ты сказать подстава
-У Антона нашли наркотики. Папа, я тебя уверяю, что это кто-то ему	у антон найти наркотик папа уверять это ктоть
подбросил. Я прошу тебя, ты можешь с этим разобраться?	подбросить я просить ты мочь это разобраться
-Подожди. Ты чего, связалась с наркоманами?	подождать ты что связаться наркоман
-Папа, ты чего? -Я чего? Это ты чего!	папа что я что это что
-Пап, ты вообще уже. -Антон не наркоман. Он бегает	папа вообще уже антон наркоман он бегать
по утрам, он отжимается. -Спасибо, что хоть кто-то меня	утро отжиматься спасибо ктоть
услышал! У вас только секс на уме. -Полина! Полина, чтоб дома была!	услышать у секс ум полина полина дом быть
Я... еще матери позвоню.	я матерь позвонить
Как спокойно без баб.	как спокойно баба
Давай гуляй.	давать гулять
-У Антона депрессия началась, когда Вика к Кириллу ушла.	у антон депрессия начаться вика кирилл уйти
А Кирилл этот весь из себя такой...	а кирилл весь такой
Да гад, короче! И Вика эта тоже - ванилька конкретная.	да гад короче и вика этот ванилька конкретный
-Ванилька? -Ванилька. Ну, трубочка марципановая.	ванилька ванилька ну трубочка марципановый
Блондинка она. Натуральная. И чувств у нее нет никаких вообще.	блондинка она натуральный и чувство никакой вообще
А Антон... Он хороший. А она вертит им как хочет.	а антон он хороший а вертеть хотеть
-Кто? -Вика.	кто вика
-Ванилька?	ванилька
Кем вертит? Антоном? -Да и Антоном, и Кириллом.	кто вертеть антон да антон кирилл
Она то от Кирилла к Антону бегает, то от Антона к этому...	она кирилл антон бегать антон это
-Гаду? -Я думала, что уже все закончилось,	гад я думать закончиться
"что Антон пришел в себя, забыл ее, а она появляется: ""Я тебя люблю,"	антон прийти себя забыть она появляться я любить
"давай снова будем вместе"". -А кто вместе-то? С кем вместе?"	давать снова быть вместе а вместеть с кто вместе
Пиночет, пошли гулять.	пиночет послать гулять
-И чего? -C Кириллом она только из-за денег.	и что c кирилл изз деньга
И Антона она... Не знаю. Если бы она его любила, разве бы она его	и антон она не знать если любить
мучила? -Нет, конечно.	мучить нет конечно
-Вот и я ему это говорю.	вот это говорить
-Любит? -Любит.	любить любить
-Антона?	антон
Сама сказала? -Но это же видно.	сам сказать но это видно
-Прямо женщина-рентген.	прямо женщинарентген
-А на сколько Антона могут посадить? -От адвоката зависит.	а сколько антон мочь посадить от адвокат зависеть
-Угу. Мама у него без мужа, работает учителем музыки, сам он студент,	угу мама муж работать учитель музыка студент
денег на адвокатов нет. Значит?.. -Лет на пять потянет.	деньга адвокат нет значит год пять потянуть
-Лет на пять. Ну Вика его ждать не будет, зато Полина твоя	год пять ну вика ждать быть зато полина твой
с удовольствием будет его ждать, передачки ему носить, письма на зону	удовольствие ждать передачка носить письмо зона
писать, замуж за него выйдет в тюрьме. Хм, пять лет.	писать замуж выйти тюрьма хм пять год
Много.	много
-Кому надо было этого Антона подставлять? Да тут не за что	кома антон подставлять да
зацепиться. -Тебе всегда сначала не за что	зацепиться ты сначала
зацепиться. Потому что ты злишься. Потом ты успокаиваешься, и все	зацепиться потому злиться потом успокаиваться
получается. Ты же очень умный, хороший следователь. Сейчас	получаться ты очень умный хороший следователь сейчас
таких мало. -Шахерезада ты моя. Что же ты со мной	такой мало шахерезадый мой что я
разговариваешь, как со слабоумным?	разговаривать слабоумный
-Хорошо, поможем. Родственников найдем.	хорошо помочь родственник найти
-Спасибо вам. -Только ты не уходи, подожди еще.	спасибо вы только уходить подождать ещё
Присядь.	присесть
Понимаешь, если у этого несчастного в морге документы твоего Самира, -	понимать несчастный морг документ твой самир
это очень плохо. -У него только охранная грамота.	это очень плохо у охранный грамота
А у Самира еще и паспорт был. Есть. -Ну дай Бог, дай Бог.	а самир паспорт быть есть ну дать бог дать бог
Ну, знаешь, доченька, по нашим мусульманским законам, если	ну знаешь доченька наш мусульманский закон
у женщины на полтора года муж пропал, она имеет право снова замуж выйти.	женщина полтора год муж пропасть иметь право снова замуж выйти
-Я не очень хорошо разбираюсь в мусульманских законах.	я очень разбираться мусульманский закон
-Вот ты меня послушай, поверь мне. Если у Самира нет документов, надо	вот послушать поверь я если самир документ
быть ко всему готовой. А у тебя дети.	к весь готовый а ребёнок
-Ну так что? Все?	ну что весь
-Да, можешь забирать. -Угу.	да мочь забирать угу
-Теперь давай пообщаемся. Ты ведь это дело ведешь?	теперь давать пообщаться ты это дело вести
-Ну да. -Тогда вопрос: подозреваемого	ну да тогда вопрос подозревать
Антона Найденова сразу после задержания поместили в СИЗО.	антон найденов сразу задержание поместить сизый
Почему не отпустили с подпиской о невыезде?	почему отпустить подписка невыезд
-Учитывая социальную опасность деяния.	учитывать социальный опасность деяние
-Как его задержали? Долго разрабатывали?	как задержать долго разрабатывать
-На основании анонимного звонка. Народ сознательный пошел.	на основание анонимный звонок народ сознательный пойти
-А ведь у тебя там в деле написано, что Найденов был задержан	а дело написать найденов задержать
при получении сумки от лица азиатского происхождения.	получение сумка лицо азиатский происхождение
А что за лицо такое? Китаец, что ли? -Какой китаец? Узбек или таджик.	а лицо такой китаец ли какой китаец узбек таджик
Кто их там разберет? -А я чего-то в деле не видел	кто разобрать а чеготь дело видеть
показания этого узбека или таджика. -Так их нет. Убежал же. Скрылся	показание узбек таджик так нет убежать же скрыться
в неизвестном направлении. -Ну, бывает. Получается, что	неизвестный направление ну бывать получаться
Найденов и этот таджик - сообщники. -Ну да.	найденов таджик сообщник ну да
-И Найденов рассказал, кто этот таджик, откуда, где его искать?	и найденов рассказать таджик откуда искать
"-Да какое там? Он заднюю включил: ""Первый раз вижу, имени не знаю""."	да какой там он задний включить один видеть имя знать
Как всегда, в общем. -Знаешь, лейтенант, я в свое время	как всегда общий знаешь лейтенант свой время
таких уркаганов колол, и все они сначала по понятиям базар вели -	такой уркаган колоть сначала понятие базар вели
воровской закон, никого не выдам. А когда узнавали, что им по 25 лет	воровской закон никто выдать а узнавать 25 год
светит, так своих сообщников сдавали, что уставали писать.	светить свой сообщник сдавать уставать писать
-Это вы сейчас к чему? Что я колоть не умею?	это что что колоть уметь
-Да нет, я к тому, что лично мне все это очень странно.	да нет тот лично это очень странно
Мальчик семнадцати лет, а ведет себя как уголовный пахан.	мальчик семнадцать год вести уголовный пахан
Никого не выдает. У? Нестыковочка.	никто выдавать у нестыковочка
Ладно. Где вещдоки?	ладный где вещдок
-В вещдоках.	в вещдок
-Ну понятно, фальшбагаж.	ну понятно фальшбагаж
-Вика просто больная. Она идиотка! Я так и знала, что это все она!	вика просто больной она идиотка я знать это она
-Что ты истеришь? Почему сразу она? -Да потому что это ее сумка.	что истерить почему сразу она да это сумка
И зайца подарил ей Антон. -Это может быть фальшбагаж.	и заяц подарить антон это фальшбагаж
-И в тот вечер, когда ты застукал нас на этой площадке, это от нее пришло	и вечер застукать площадка это пришлый
сообщение Антону. Папа, я по лицу это поняла.	сообщение антон папа лицо это понять
-По лицу она поняла. -А во сколько пришло последнее СМС?	по лицо понять а сколько пришлый последний смс
-Во сколько ты нас застукал? В два? -Да.	в сколько застукать в два да
-В два. -Теперь смотри. Я переписал последние	в два теперь смотреть я переписать последний
"СМС с телефона Антона. В 17:00. -Да. ""Антон, приходи в суши-бар""."	смс телефон антон в 1700 да антон приходить сушибар
Он туда и понесся как идиот. И цветы даже хотел... Ладно, не важно.	он туда понестись идиот и цвета хотеть ладный важный
"17:45. ""Антон, не приходи"". Коза. И в 2:00 - ""Жду на бульваре""."	1745 антон приходить коза и 200 ждать бульвар
Все, как я сказала. -Сама на бульвар не приходит, вместо	весь сказать сам бульвар приходить вместо
себя присылает азиата с наркотиками. -Это очень странно.	присылать азиат наркотик это очень странно
-Конечно. Все это очень специально и указывает на Вику. Поэтому за всем	конечно весь это очень специально указывать вика поэтому весь
этим может стоять и не она. -Это Вика!	это стоять она это вика
-Почему? -Да потому что она ванилька.	почему да ванилька
-Кто? -Дура!	кто дура
-Слушай, Антон точно не наркоман?	слушай антон точно наркоман
Там скоро уже? -Скоро.	там скоро уже скоро
-Пойду руки помою.	пойти рука помыть
-Где суши-бар находится?	где сушибар находиться
-Привет. -Вот он.	привет вот он
-Побыстрей там.	быстрый там
-Ща еще ванилька припрется.	ща ванилька припереться
-Давай смелее. Иди, не бойся.	давать смелый идти бояться
-Девушка, а можно вас?	девушка вы
-Здравствуйте. Сложный клиент, да? -Да, ругается. Вчера одной девушке	здравствовать сложный клиент да да ругаться вчера один девушка
предложение сделал... -Какой? Блондинке?	предложение сделать какой блондинка
-Да. У девушки телефон пропал. -Как пропал?	да у девушка телефон пропасть как пропасть
-Не знаю. Мы везде искали.	не знать мы везде искать
-Значит, папа прав.	значит папа право
-Кириллу-то это зачем? -Из-за ревности. Чтобы соперника	кириллуто это зачем изз ревность чтобы соперник
убрать.	убрать
Преступления совершают из-за денег, чтобы скрыть другое преступление	преступление совершать изз деньга скрыть другой преступление
и на почве любви. -Спасибо, теперь буду знать. Только	почва любовь спасибо быть знать только
нам это ничего не дает. -Как не дает? Вика не могла последнее	мы это давать как давать вика мочь последний
СМС отправить. Телефона-то у нее уже не было. Значит, кто отправил?	смс отправить телефонато быть значит отправить
Кирилл. -А как ты это докажешь?	кирилл а это доказать
-Ты докажешь. -Ладно, надо искать того, кто сумку	ты доказать ладный искать тот сумка
Антону передавал. ЗВОНИТ ТЕЛЕФОН	антон передавать звонить телефон
-Пиночет! Але!.. Да, да, подожди. Э! Да... Ага...	пиночет ала да да подождать э да ага
Завтра? Хорошо.	завтра хорошо
Из морга тело строителя забирают. Родственники нашлись.	из морг тело строитель забирать родственник найтись
-Эй. Просыпайся. Выходи. -Что-то увидела?	эй просыпаться выходить чтоть увидеть
-Нет, с тобой поговорить хотят.	нет ты поговорить хотеть
Этот человек - отец потерпевшего, Равшана.	этот человек отец потерпевший равшан
-Здравствуйте. Владимир. -Абдула. Спасибо вам. Храни вас Бог.	здравствовать владимир абдула спасибо вы хранить бог
-Соболезную, искренне соболезную.	соболезновать искренне соболезновать
Скажите, а вы не знаете, откуда у вашего сына документы	сказать знаете откуда ваш сын документ
на имя другого человека? -Знаю. Он написал, что его хозяева	имя другой человек знать он написать хозяин
у него документы отобрали. Поэтому он купил, чтобы на работу взяли	документ отобрать поэтому купить работа взять
нелегально. -А у кого купил, знаете?	нелегально а кто купить знаете
-Знаю.	знать
-Помогите, Мансур Максудович. -Это очень трудно, понимаешь?	помочь мансур максуд это очень трудно понимать
Адрес, где он живет, ты не знаешь, фамилию, имя-отчество не знаешь.	адрес жить знаешь фамилия имяотчество знаешь
Он хотя бы кто, таджик, узбек? -Я не знаю, Мансур Максудович.	он хотя кто таджик узбек я знать мансур максуд
-О-о!.. Опять для своего мента стараешься, да?	оо опять свой мент стараться да
-Нет, это для матери парня. Ни за что ни про что человека сажают!	нет это матерь парень ни человек сажать
-Ни за что ни про что - это, конечно, плохо.	ни это конечно плохо
Ладно, я попробую. Ничего не обещаю, да? Но постараюсь.	ладный попробовать ничто обещать да но постараться
-Рахмат! -У меня потом к тебе тоже будет	рахмат у ты
одна просьба. -Да, конечно.	один просьба да конечно
Спасибо! -Не за что.	спасибо не что
-Я знаю, кто продал документы Самира. -Кто?	я знать продать документ самир кто
-Кто-то из милиции.	ктоть милиция
Ты чего?	ты что
Ты только в обморок не падай. А то икры не напасешься.	ты обморок падать а икра напастись
Ты меня, конечно, извини, но логика у тебя кривоватая.	ты я конечно извинить логика кривоватый
-Два года назад пропал Самир. Документы оказались у ментов,	два год назад пропасть самир документ оказаться мент
менты продали их Равшану, и Равшан два года жил по документам	мент продать равшан равшан год жить документ
моего мужа. И ты не понимаешь, что это значит?!	мой муж и понимать это значит
-Да ладно, что ты торопишься мужа хоронить?	да ладный торопиться муж хоронить
-Вот!	вот
Я ментам собирала взятку. Найти Самира - твое будет.	я мент собирать взятка найти самир твой быть
-Ну вот это уже деловой разговор! Появился стимул действовать.	ну это деловой разговор появиться стимул действовать
НАПЕВАЕТ НА РОДНОМ ЯЗЫКЕ	напевать на родной язык
-Так, вот здесь.	так здесь
Все правильно?	весь правильно
-А с меня еще 1000 сняли, да? -Это штраф за нарушение трудовой	а 1000 снять да это штраф нарушение трудовой
дисциплины. Почему за тебя кто-то убирает участок? Хорошо устроилась!	дисциплина почему ктоть убирать участок хорошо устроиться
-Спасибо.	спасибо
В Самарканд перевод можно? -Паспорт, пожалуйста.	в самарканд перевод можно паспорт пожалуйста
-Паспорт.	паспорт
Можно?.. Я еще... Простите, ради Бога.	можно я ещё простить ради бог
Спасибо.	спасибо
ГОВОРИТ НА РОДНОМ ЯЗЫКЕ	говорить на родной язык
-Здорово!	здорово
Слушай, все хочу у тебя спросить: что у тебя за тариф?	слушай хотеть спросить тариф
-Хороший тариф. Хочешь, дам? -Нет, спасибо, к своему привык.	хороший тариф хотеть дать нет спасибо свой привыкнуть
Слушай, а где твоя подруга? -Какой?	слушай твой подруга какой
-Ну, Мавлюда. -Дома.	ну мавлюда дом
-А-а... -Гости у нее.	аа гость нея
Жених знакомиться пришел.	жених знакомиться прийти
ЗВОНИТ ТЕЛЕФОН	звонить телефон
Алло! -А...	алло а
ГОВОРИТ НА РОДНОМ ЯЗЫКЕ	говорить на родной язык
-Мама!	мама
-Вот, Мавлюда-джан, познакомься. Это Зафар, наш земляк из Ферганы.	вот мавлюдаджан познакомиться это зафар наш земляк фергана
-Салам алейкум. -Алейкум ас-салам.	сало алейкума алейкума ассало
-Здесь на Рогожском рынке мясником работает.	здесь рогожский рынок мясник работать
-Тут мясо, чтобы не с пустыми руками. -Рахмат.	тут мясо пустой рука рахмат
-А у Зафара вот двое есть сыновей. Уже взрослые.	а зафар двое сын уже взрослый
Работают на заправке, самостоятельные.	работать заправка самостоятельный
А жены нет.	а жена нет
Уже два года холостует. Вот я и подумал: ты такая молодая,	уже год холостовать вот подумать такой молодая
красивая, а живешь в подвале. Целый день метелкой улицы махать,	красивый жить подвал целый день метёлка улица махать
подметать.	подметать
А у Зафара квартира есть, он купил в Химках прекрасную	а зафар квартира есть купить химки прекрасный
однокомнатную квартиру, зарабатывает очень прилично.	однокомнатный квартира зарабатывать очень прилично
-Квартира - это хорошо. -Ты не подумай.	квартира это хорошо ты подумать
Сначала в мечеть пойдете, чтобы все было по закону.	сначала мечеть пойти закон
Детей оттуда сюда привезти сможешь.	ребёнок оттуда сюда привезти смочь
Вот видишь, он какой сидит: тихий, скромный.	вот видеть сидеть тихий скромный
Молчит, как будто рыбы в рот набрал. -Да. Детей я люблю.	молчать рыба рота набрать да ребёнок любить
-Вот, молодец. Видишь? Ну?	вот молодец видеть ну
-Да знаю, что дурак.	да знать дурак
-До свидания.	до свидание
ПРОЩАЕТСЯ НА РОДНОМ ЯЗЫКЕ	прощаться на родной язык
-Я, кажется, нашел того человека, которого ты искала. Его зовут Ясур.	я кажется найти человек который искать он звать ясура
Здесь все написано: что, как, как говорит...	здесь написать что как говорить
Скажешь, от Мансура Максудовича. -Рахмат!	сказать мансур максуд рахмат
-Это от Мансура Максудовича.	это мансур максуд
"-Я стоял здесь. Ко мне подошел парень, спрашивает: ""Что умеешь?"""	я стоялый здесь к подойти парень спрашивать что уметь
"Я сказал: ""Все: бетонные работы, штукатурка, маляр - все умею""."	я сказать весь бетонный работа штукатурка маляр уметь
"И он сказал: ""Поехали"". Приехали с ним на бульвар."	и сказать поехать приехать бульвар
"Там он мне дал сумку спортивную и сказал: ""Эту сумку отдашь тому"	там дать сумка спортивный сказать этот сумка отдать тот
"человеку. И езжай домой. Дам 3000"". Я сумку отнес, передал. И все."	человек и езжать домой дать 3000 я сумка отнести передать и весь
-Этот человек был? -Да, этот.	этот человек быть да этот
-Ну все, ты попал. -Почему?	ну весь попасть почему
-Человека подставил. Из-за тебя человека в тюрьму посадили.	человек подставить изз человек тюрьма посадить
В сумке героин был. Пойдем. -В смысле? Куда?	в сумка героин быть пойти в смысл куда
-В полицию, показания давать будешь. -Можно, я сумку возьму, пожалуйста?	в полиция показание давать быть можно сумка взять пожалуйста
Сумка там... -Давай проводи.	сумка там давать проводить
Все, спокойно, спокойно.	весь спокойно спокойно
-Э!	э
А ну, стой!	а ну стоять
АКТИВНАЯ МУЗЫКА	активный музыка
-Леш, ну ты же видел этого Джасура, разговаривал с ним.	лёша видеть джасур разговаривать он
-Не смотрел я на него, только слушал. -Ну ты же профессионал.	не смотреть он слушать ну профессионал
-Я в них не разбираюсь, они для меня все на одно лицо.	я разбираться один лицо
Это вот вы в них разбираетесь. -Надо было мне с тобой ехать.	это разбираться надо ты ехать
-Ориентировки разосланы, будем ждать. -Угу, давай.	ориентировка разослать быть ждать угу давать
Давай...	давать
-Люди смотрят. -Да ладно. Мне дешевле тебе помочь,	человек смотреть да ладный я дешёвый ты помочь
чем икрой кормить. -Ты теперь всю жизнь эту икру	икра кормить ты жизнь икра
будешь вспоминать? -Знаешь, какая она дорогая?	быть вспоминать знаешь дорогой
-Слушай, если для Леши мы все на одно лицо, может, Кирилл тоже	слушай лёша один лицо мочь кирилл
одного таджика от другого не сможет отличить?	один таджик другой смочь отличить
-Давай еще раз. Тебя зовут Джасур. -Ага.	давать раз ты звать джасур ага
-Его зовут Кирилл. -Да понял.	он звать кирилл да понять
-Будешь говорить насчет сумки, что просил передать и так далее.	быть говорить насчёт сумка просить передать далее
Сможешь? -Смогу.	смочь смочь
Я вообще в театральный институт хотел поступать.	я вообще театральный институт хотеть поступать
-Видишь, пригодилось. И попросишь о чем?	видеть пригодиться и попросить чем
-Надо встретиться. -Правильно. А дальше - как я учил.	надо встретиться правильно а далёкий учить
-Подождите. -Чего?	подождать что
-А он хороший или плохой? -Кто?	а хороший плохой кто
-Джасур этот. Могу играть хороший, могу играть плохой.	джасур этот мочь играть хороший мочь играть плохой
-Не надо ничего играть. Просто повтори, как я сказал.	не играть просто повторить сказать
-Понял.	понять
ГУДОК	гудок
-Алло. -Здравствуйте!	алло здравствовать
Это я, Джасур. Помните меня? Я сумку передавал. Слышите меня?	это я джасур помнить я я сумка передавать слышать я
-Слышу. Откуда у тебя мой номер?	слышать откуда номер
"-Вы же мне сами дали. Сказали: ""Сумку передашь - потом позвонишь""."	вы сам дать сказать сумка передать позвонить
-Ну и?.. -Дело в том, что ко мне полиция	ну и дело тот к полиция
приходила. Спрашивали то да се... Я им ничего не сказал!	приходить спрашивать се я сказать
Ваш номер телефон тоже не дал. -Не понял...	ваш номер телефон дать не понять
