cleaned_text	lemm_text
-Вы просто молодцы. Леопардовый лифчик спас моего клиента	вы просто молодец леопардовый лифчик спасти мой клиент
от разорения. -Это вот вещи, которые вы нам дали.	разорение это вещий который мы дать
Все почищено. Спасибо. -Да ладно, оставьте себе.	весь почистить спасибо да ладный оставить себя
Так, сегодня заказчик устраивает вечеринку в 19:00. Просил быть.	так сегодня заказчик устраивать вечеринка 1900 просить быть
Володя, все наши будут. Обязательно. -Я пас.	володя наш быть обязательно я пас
-Нет, от таких вещей не отказываются. Ты что? Быть может, он вам подкинет	нет такой вещий отказываться ты что быть мочь подкинуть
еще чего-нибудь.	чегонибудь
Так, если не придете - я обижусь.	так прийти обидеться
-Я вечером не могу, у меня футбол.	я вечером мочь футбол
-Мне вообще рано вставать.	я вообще рано вставать
-Мавлюда, захлопни там!	мавлюда захлопнуть там
-Поздравляю, ты теперь свободная женщина.	поздравлять свободный женщина
-Это я вас поздравляю. -Спасибо.	это поздравлять спасибо
Я ж говорила, что вас без суда разведут.	я говорить суд развести
Хотела поговорить с тобой по поводу алиментов.	хотеть поговорить ты повод алименты
Смотри, хозяин у Самира я.	смотреть хозяин самир я
Зарплату выдаю тоже я.	зарплата выдавать я
Могу выписать 100 рублей, и будут твои дети до конца жизни	мочь выписать 100 рубль быть твой ребёнок конец жизнь
получать по 2 копейки в месяц. Надо?	получать 2 копейка месяц надо
Не надо. Поэтому предлагаю вариант.	не надо поэтому предлагать вариант
Смотри, я даю тебе сейчас определенную сумму,	смотреть давать ты определённый сумма
и ты о нас забываешь. Навсегда.	забывать навсегда
-И сколько?	и сколько
-Много.	много
Вот.	вот
-Хорошо. -Расписку пиши.	хорошо расписка писать
Не, мне тебя на самом деле жалко, и детей твоих.	не самый дело жалко ребёнок твой
Только ты пойми, настоящая любовь, она только сейчас приходит.	только понять настоящий любовь приходить
И к тебе придет.	и ты прийти
Тогда, в молодости, это все у вас с Самиром были гормоны.	тогда молодость это самир гормон
Хотя... Самир говорит, что ты красивая была.	хотя самир говорить красивый быть
-Ну и чего мы сюда приперлись? -Маша! Привет.	ну сюда припереться маша привет
Дело Степанова мне, пожалуйста... принеси.	дело степанов я пожалуйста принести
Привет! -Здорово!	привет здорово
-Здрасте! -Здрасте! А ты чего здесь?	здравствовать здравствовать а здесь
Если ты к Нине, то Нины нет.	если нина нина нет
-Привет ей передай. Мы пошли. -До свидания.	привет передать мы послать до свидание
-Карась! -Поднимите мне веки! Каленый!	карась поднять веко калёный
Володька!	володька
-Алло, Ген! Ну чего ты орешь-то? Ну вот я уже подъезжаю!	алло ген ну орешьто ну подъезжать
Да паркуюсь уже, говорю же! Все! Давай!	да парковаться уже говорить же весь давать
-А я ведь на Нинке чуть не женился. Еще на первом курсе.	а нинка жениться ещё первое курс
Но после случая с собакой я передумал.	но случай собака передумать
Он вам про собаку рассказывал? -Не-а.	он собака рассказывать неа
-Мы не первом курсе поехали на картошку.	мы первое курс поехать картошка
Там поблизости сад был яблоневый, буржуйский.	там поблизости сад яблоневый буржуйский
Яблоки - как у Генки голова. И Нинка нас подговорила на дело пойти.	яблоко генка голова и нинка подговорить дело пойти
Мы с Володькой через забор, Нинка за нами. И вдруг, откуда ни возьмись,	мы володька забор нинка мы и вдруг откуда взяться
ни с того ни с сего, овчарка - вот такая!	сей овчарка такой
-Какая овчарка? Дворняга какая-то. -Не перебивай меня.	какой овчарка дворняга какаять не перебивать я
Самая настоящая овчарка. С лаем бросается на нас.	самый настоящий овчарка с лай бросаться мы
Мы с Володькой замерли. Думаем, разорвет.	мы володька замереть думать разорвать
-Да, да. -Чего дакаешь? Тебя там не было, Ген.	да да что дакать ты быть ген
Ты болел тогда. -А, да, не было.	ты болеть тогда а да быть
-Вот. Собака на нас. Мы замерли - все, пропали. Нинка - волосы дыбом,	вот собака мы мы замереть весь пропасть нинка волос дыбом
"встала на четвереньки и начала на эту собаку лаять: ""Вав! Ррр, вав!"""	встать четвереньки начало собака лаять вав ррр вав
И она заткнулась тут же. Собака тут же заткнулась!	и заткнуться же собака заткнуться
-Она ее даже, по-моему, укусила.	она даже помоему укусить
СРАБОТАЛА СИГНАЛИЗАЦИЯ	сработать сигнализация
-Господа, кто владелец красного БМВ?	господин владелец красный бмв
Даю три минуты и иду на таран.	давать минута идти таран
СРАБОТАЛА СИГНАЛИЗАЦИЯ	сработать сигнализация
СРАБОТАЛА СИГНАЛИЗАЦИЯ	сработать сигнализация
-Вы выиграли такое дело! Признаться честно, я поначалу не поверил.	вы выиграть такой дело признаться честно поначалу поверить
Но вы сделали все настолько профессионально, настолько слаженная	но сделать настолько профессионально настолько слаженный
у вас команда... -Спасибо.	команда спасибо
РАБОТАЕТ СИГНАЛИЗАЦИЯ	работать сигнализация
-Только в морду не бей, Нина.	только морда бить нина
-Чего ты орешь?!	что орать
-Слышь ты! Ты с кем сейчас разговариваешь?	слышь ты ты кто разговаривать
"Главное, я ее так вежливо спрашиваю: ""Ну что ж ты делаешь, чмо?"	главный вежливый спрашивать ну делать чмо
"Люди выехать не могут"". А она мне: ""Заткнись, дура старая""."	человек выехать мочь а я заткнуться дура старый
Я от таких слов даже ногу подвернула. -Да, Нина, не любишь ты молодых.	я такой слово нога подвернуть да нина любить молодая
-Да какая она молодая?.. Лет двадцать восемь!	да молодая год двадцать восемь
И опять вся в леопардовом. Меня леопардовые бабы преследуют!	и весь леопардовый я леопардовый баба преследовать
Я найду ее - засужу. Я это красное БМВ запомнила.	я найти засудить я это красный бмв запомнить
Да клянусь мамой, я ее не трогала! Ну не успела даже!	да клясться мама трогать ну успеть даже
Гена, ты мне веришь? -Не верю.	ген верить не верить
-Вов, а ты?! -Нин, как по правде было?	вова ты нина правда быть
-Как можно мне не верить?! Ну как?!	как верить ну как
Вов, задержись на минутку.	вова задержаться минутка
-Почему я? -Карась, а ты иди.	почему я карась идти
-Я тебе верю.	я ты верить
-Гена, пригласи в переговорную Барсукову.	ген пригласить переговорный барсуков
Раз ты здесь, надо документы подписать.	раз здесь документ подписать
-Какие документы? -Да быстро.	какой документ да быстро
-А еще говорят, не верьте в судьбу.	а говорят верить судьба
Здрасте.	здравствовать
-Здрасте.	здравствовать
А... А что вы здесь делаете? -Я здесь работаю.	а а делать я работать
Давно и успешно. Я талантливый.	давно успешно я талантливый
-Я против. -Володя, ну что ты за отец такой?	я против володя отец такой
Ну как какой-то неандерталец. Бронислава Михайловна, может быть,	ну какойтый неандерталец бронислав михайло быть
вы его убедите? -Владимир Сергеевич, у вашей дочери	убедить владимир сергей ваш дочь
появилась возможность пройти обучение в Англии. Это очень престижно.	появиться возможность пройти обучение англия это очень престижно
Ну... по-моему, просто глупо не воспользоваться шансом.	ну помоему просто глупо воспользоваться шанс
-Вы кто? -Я... нотариус.	вы кто я нотариус
-Вы нотариус, а я отец. Я не хочу, чтобы моя дочь	вы нотариус отец я хотеть дочь
училась в какой-то там Англии, я хочу, чтобы она училась в России,	учиться какойтый англия хотеть учиться россия
я хочу видеть ее, помогать, защищать ее. Это что, ненормальное желание?	хотеть видеть она помогать защищать она это что ненормальный желание
-Он думает только о себе. -Ты сейчас о чем?	он думать себя ты чем
Мм? О том, что это престижно? А ты вообще подумала, как она там	мм о тот это престижно а вообще подумать
будет одна, в этой Англии? А вдруг попадет в какую-нибудь	один англия а попасть какуюнибудь
дурную компанию? Наркотики! Еще не дай бог влюбится в какого-нибудь	дурной компания наркотик ещё дать бог влюбиться какогонибудь
англичанина! -Володя... она и здесь может	англичанин володя
попасть в дурную компанию. И уж конечно, рано или поздно	попасть дурной компания и конечно рано поздно
она влюбится. -Короче, не даю разрешения на выезд.	влюбиться короче давать разрешение выезд
-И я у рынка жил. Опять судьба.	и рынок жить опять судьба
-Думаете, судьба? -Конечно. Я уверен.	думать судьба конечно я уверенный
Знаете, как я не хотел сюда идти? А здесь вы.	знаете хотеть сюда идти а вы
И оказывается, мы с вами земляки. -А давно вы в Самарканде были?	и оказываться вы земляк а давно самарканд быть
-Нет, я давно не был. Родители приехали в Москву, когда мне было	нет давно быть родитель приехать москва
13 лет. Но я помню... Я помню, как отец на рынке торговался.	13 год но помнить я помнить отец рынок торговаться
Такое... такой спектакль. И главное, что все довольны.	такой спектакль и главный довольный
-Я с тобой по-честному...	я ты почестной
Ты куда, Володь?	ты куда володя
-Отдыхайте. -Ты куда пошел-то? Подожди, ну!	отдыхать ты пошёлтый подождать ну
-Володя, а где Нина? -Мавлюда...	володя нина мавлюда
Я что-то пропустил? -Да нет, все нормально.	я чтоть пропустить да нет нормальный
-Так вот...	так вот
ДЛИННЫЕ ГУДКИ	длинный гудок
-Помню вот эти ряды... со специями. Давно это было... Да, здесь, конечно,	помнить ряд специя давно это быть да здесь конечно
такого не встретишь. -Ну почему? Есть места.	такой встретить ну почему есть место
-Правда? -Да.	правда да
-Покажете?	показать
В ТЕЛЕФОНЕ: Абонент временно недоступен.	в телефон абонент временно недоступный
-Поехали.	поехать
-Я отвезу, я же на машине. Все в порядке.	я отвезти машина весь порядок
-Ты едешь? -Я остаюсь.	ты ехать я оставаться
-А это кто... был? -Это начальник.	а это кто быть это начальник
-А-а. Ну да. -И что?	аа ну да и что
-И ты туда же.	и туда же
-Так, стойте! Стойте, сейчас.	так стоять стоять сейчас
-Ну давай подождем.	ну давать подождать
-Дорогие друзья! -Друзья, прошу полной тишины.	дорогой друг друг просить полный тишина
Сейчас моя Ниночка будет говорить тост.	сейчас ниночка говорить тост
-Дорогие друзья! Я хочу всем вам высказать свои слова любви,	дорогой друг я хотеть весь высказать свой слово любовь
благодарности. Я хочу поздравить всех вас и дозированно каждого.	благодарность я хотеть поздравить дозированно каждый
Я хочу вспомнить, как это все начиналось. Карась, Гена, вы помните?	я хотеть вспомнить это начинаться карась ген помнить
-Да. -Как мы сначала выкупили одну	да как сначала выкупить один
комнату, потом - другую... -Потом - весь этаж... Кх-м.	комната другой потом весь этаж кхм
-...и заняли весь этаж! Помнишь, Гена?	и занять весь этаж помнить ген
-Помню, конечно. -А потом мы пригласили лучшего юриста	помнить конечно а пригласить хороший юрист
города Сотникова. Гоша, ты лучший! -Ура!	город сотникова гоша хороший ура
-За тебя! -Спасибо.	за ты спасибо
-Кстати, нужно вспомнить, как мы здесь всех расселяли.	кстати нужно вспомнить расселять
-Давайте всех поименно вспомним. -Гена, давайте не будем меня	давать поимённо вспомнить ген давать быть
перебивать. Сначала я скажу, а потом вы. Хорошо?	перебивать сначала сказать вы хорошо
А вспомните, как мы здесь экономили, сами делали ремонт. Карась, помнишь,	а вспомнить экономить сам делать ремонт карась помнить
как ты пол циклевал? -Товарищи! Здесь был общественный	половина циклевать товарищ здесь общественный
туалет! -Это правда!	туалет это правда
Давайте! Гена, я так тебя люблю! -Успокойся.	давать ген любить успокоиться
-Как я тебя люблю, Гена! -Спасибо.	как любить ген спасибо
-Давайте споем нашу, юрфаковскую! -Не надо петь, не надо.	давать спой наш юрфаковский не петь надо
-Гоша, принеси гитару! -Давай без гитары.	гоша принести гитара давать гитара
-Акапельно. Мы, как всегда, с тобой акапельно.	акапельный мы всегда ты акапельный
-Не надо и акапельно! -Три-четыре...	не акапельный тричетырь
ХОРОМ: Мы, юристы, народ закаленный, Друг за друга стоим мы горой!	хором мы юрист народ закалить друг друг стоять гора
-Ну вот так тут, простите.	ну тут простить
ХОРОМ: Не погаснет наш ум воспаленный...	хором не погаснуть наш ум воспалить
-Эй! -Я их порву!	эй я порвать
-Нина! -Они знали, что у нас корпоратив,	нина они знать корпоратить
специально выключили! -Все, уходим.	специально выключить весь уходить
-Спланированная акция! -Это банк, который над нами.	спланировать акция это банк который мы
Они пытаются у нас этаж отобрать.	они пытаться этаж отобрать
-Большое вам спасибо. Провожать меня не надо.	большой спасибо провожать надо
-Подождите, пожалуйста... -Что случилось?	подождать пожалуйста что случиться
-По-моему, я телефон в офисе забыл. Можно ваш на секунду?	помоему телефон офис забыть можно ваш секунда
Звонок важный. -Да, конечно.	звонок важный да конечно
-Простите.	простить
Сейчас.	сейчас
ВИБРОВЫЗОВ Так...	вибровызов так
38 в конце. Спасибо. Вы же все равно не дали бы мне свой номер.	38 конец спасибо вы равно дать свой номер
-До свидания.	до свидание
-Гена, Гена... -Давай, три, Карась, а то я один	ген ген давать три карась
беру. -Свипуй, Гена, свипуй!	брать свиповать ген свиповать
-Между прочим, керлинг по четвергам - это была твоя идея.	между прочить керлинг четверг это твой идея
-Мы трем, Геннадий, а кто-то сейчас наши двери в банк взламывает.	мы три геннадий ктоть наш дверь банк взламывать
-Точно. -Рома, типун тебе на язык!	точно рома типун ты язык
-Очко. -На самом деле мне это не нравится.	очко на самый дело это нравиться
От нас скоро клиенты побегут. Они же видят, что мы в состоянии	от скоро клиент побежать они видеть состояние
войны. Надо что-то делать. -Это мудрая мысль. А что делать,	война надо чтоть делать это мудрый мысль а делать
спрашивается? -Электрический рубильник-то у них,	спрашиваться электрический рубильникто они
и напряжение отрубают на раз. -Ладно. Архив залили, но, слава богу,	напряжение отрубать раз ладный архив залить но слава бог
все это сохранилось на сервере. -Лично я за мирные переговоры.	это сохраниться сервер лично мирный переговоры
-Бесполезняк, ребята. -Ох, Карась!	бесполезняк ребята ох карась
-Господа, что сидим?	господин сидеть
ЗВОНИТ ТЕЛЕФОН	звонить телефон
-Да. -Здравствуйте. Это с почты.	да здравствовать это почта
Нина Ивановна Каленая здесь прописана?	нина иван калёный прописать
-Почти. Все собирается выписаться, времени нет.	почти весь собираться выписаться время нет
-У нас для нее повестка в суд лежит. Передайте, чтобы пришла забрала.	у повестка суд лежать передать пришлый забрать
-Повестка в суд?	повестка суд
-И пробей мне, что это за следователь следственного отдела	и пробить я это следователь следственный отдел
Федичев Даниил Владимирович. Да.	федичев даниил владимир да
Сейчас. Чего? -Каленый придет?	сейчас что калёный прийти
-Я не знаю. Но Каленый сказал, чтобы ты явилась сюда с вещами.	я знать но калёный сказать явиться сюда вещь
Да.	да
Каленый.	калёный
-Здорово. -Здорово.	здорово здорово
-Ребят, что происходит? Я вам что, мальчик по вызову?	ребята происходить я что мальчик вызов
-Стоп. Это плохая шутка. И вообще все очень плохо. Потому что эта	стоп это плохой шутка и вообще очень плохо потому этот
женщина, потерпевшая на красном БМВ, Татищева	женщина потерпевший красный бмв татищево
Маргарита Львовна, вчера сняла побои. Нанесение тяжких телесных.	маргарита лев вчера снять побои нанесение тяжкий телесный
Угадай кем!	угадать кто
-Так. Ну? А я здесь при чем? -Володя, ну как ты можешь так	так ну а чем володя мочь
говорить? Ну как? -И что, она вчера вечером побежала	говорить ну как и что вчера вечером побежалый
побои снимать?	побои снимать
Это ж как надо было довести человека? -Володя, я считаю, что ты, как	это довести человек володя считать ты
близкий человек, должен мне помочь. -Нина, вот у тебя Гена близкий	близкий человек должный помочь нина ген близкий
человек, он и поможет. -Он не может. У нас через час	человек помочь он мочь у час
переговоры с банком. -Мне надо машину забирать,	переговоры банк я машина забирать
у меня рыбалка - щука пошла. -Эта стерва не учла, что там	рыбалка щука пошлый этот стерва учесть
камера, где будет видно, что я ее пальцем не тронула.	камера видно палец тронуть
А щуку я тебе куплю. -И еще. Следователь дал понять,	а щука ты купить и ещё следователь дать понять
что встречный иск не канает, потому что у этой женщины на красном БМВ	встречный иск канаета женщина красный бмв
очень хорошие связи. И какие это связи, он не сказал.	очень хороший связь и какой это связь сказать
В общем, мы в банк. Прости. -Володя, мы в банк. Ты едешь	в общий банк простить володя банк ты ехать
снимаешь показания с камеры. С домоуправом я договорилась.	снимать показание камера с домоуправо договориться
-Я? -Он тебя ждет. И спасибо за все.	я он ждать и спасибо весь
-Карасева попроси, он из твоего дома. -Карасева нельзя, он нужен	карасев попросить твой дом карасев нельзя нужный
на переговорах с банком. И Карасев мне не близкий человек.	переговоры банк и карасев близкий человек
-Нина... -Всё!	нина весь
-Вам не кажется, что у вашей камеры неправильный угол обзора?	вы кажется ваш камера неправильный угол обзор
Ваш объект - этот? -Да.	ваш объект этот да
-Значит, эта зона должна быть под наблюдением.	значит этот зона должный наблюдение
-Жилец попросил поменять угол обзора. Несколько раз пытались вскрыть его	жилец попросить поменять угол обзор несколько пытаться вскрыть
машину, мы пошли навстречу. -А из какой квартиры?	машина послать навстречу а квартира
-Из 45-й. -А как фамилия?	из 45й а фамилия
-Карасев. -Вы не путаете?	карасев вы путать
-Точно.	точно
-Вот. Здесь шуба, платье, сумка. Спасибо большое.	вот здесь шуба платье сумка спасибо большой
-Да не за что. У меня там еще свитерок от Армани бесхозный есть,	да что у свитерок армани бесхозный есть
никто полгода за ним не приходит. Надо тебе?	никто полгода приходить надо ты
-Нет, спасибо.	нет спасибо
-Подожди минутку.	подождать минутка
Ксюша, у нас там пятно на Шанели, не пропусти!	ксюша пятно шанели пропустить
Никак не привыкну, что хозяйка. ЗВОНИТ ТЕЛЕФОН	никак привыкнуть хозяйка звонить телефон
-Да. -Мавлюда, вы дома?	да мавлюда дом
Я около вашего подъезда. -Гоша? Что вы там делаете?	я около ваш подъезд гоша что делать
-Мне необходима ваша помощь. Это вопрос жизни и смерти,	я необходимый ваш помощь это вопрос жизнь смерть
я серьезно говорю.	серьёзно говорить
У нас традиция - каждый выходной кто-нибудь из друзей готовит блюдо.	у традиция каждый выходной ктонибыть друг готовить блюдо
Сейчас моя очередь. Я про лагман ляпнул, не подумав...	сейчас очередь я лагман ляпнуть подумать
-Смотрите, курты продаются! -Как вы сказали?	смотреть курт продаваться как сказать
"-Куртики. Я очень их любила. -А, да-да. Вы сказали ""курты"","	куртик я очень любить а дада вы сказать курт
у меня прям детство пронеслось перед глазами.	прям детство пронестись глаз
-Будьте добры, чеснок, лук, редьку, помидоры... Что еще...	быть добрый чеснок лука редька помидор что ещё
И морковь, только знаете какую? Вот такую, немытую, будьте добры.	и морковь знаете какой вот такой немытый быть добрый
А вам надо вернуться за красным перцем, растительное масло взять,	а вернуться красный перец растительный масло взять
выбрать правильное мясо и не забыть купить узбекские лепешки. Справитесь?	выбрать правильный мясо забыть купить узбекский лепёшка справиться
-Еще раз... Что?	ещё раз что
-Девушка, да не отправляйте его одного - он все перепутает.	девушка отправлять один перепутать
-Похоже на то.	похоже то
-Не пойму, у вас кондиционер, что ли, не гоняет. Как вы работаете? У меня	не понять кондиционер ли гонять как работать у
уже мозги плавятся. -Гена, открой, пожалуйста, окно.	мозги плавиться ген открыть пожалуйста окно
Как раз сегодня ночью какие-то вандалы сняли холодильник на улице	как сегодня ночью какиеть вандал снять холодильник улица
от кондиционера. -Камеры не смотрели?	кондиционер камера смотреть
-Сломаны. Не работают.	сломать не работать
-И я слышал, у вас неприятности. Дорожные войны?	и слышать неприятность дорожный война
-Надо же! Откуда же такие сведения? -Да разве это важно - откуда?	надо же откуда такой сведение да это важный откуда
Важно, что мы готовы немедленно утрясти все ваши проблемы. Все.	важный готовый немедленно утрясти ваш проблема весь
-Даже с полицией? -Безусловно.	даже полиция безусловно
-Ну что ж, давайте ближе к делу.	ну ж давать близкий дело
-Вот наше последнее предложение.	вот наш последний предложение
-Я думаю, такая сумма должна устроить всех. Не хочу вас пугать,	я думать такой сумма должный устроить весь не хотеть пугать
"но... -Что ""но""?"	но что но
-Не знал, что тут так вкусно кормят. -Да, и недорого. Это вы еще самсу	не знать вкусно кормить да недорого это самса
не пробовали, она лучшая в городе. -Да?	пробовать хороший город да
-Все, не отвлекаемся.	весь отвлекаться
Мелко нарезать чеснок... -Угу.	мелко нарезать чеснок угу
-Морковку соломкой режем. Понятно, что перед этим долго варится	морковка соломка реж понятно это долго вариться
говядина, снимается с бульона пенка. -Бесполезно. Я не приготовлю это	говядина сниматься бульон пенка бесполезный я приготовить это
никогда в жизни. -Почему?	жизнь почему
"-""Тесто скатать в шар и дать полежать под салфеткой 15 минут..."" Не, это..."	тесто скатать шар дать полежать салфетка 15 минута не это
Ой... Может, мне заболеть?	ой мочь заболеть
Скажу, что у меня грипп, что я умираю.	сказать грипп умирать
-Чего? Не-не, я не могу. Я не могу.	что нен мочь я мочь
Э! Забыл? В смысле... забыли чеснок нарезать?	э забыть в смысл забыть чеснок нарезать
-Какой чеснок? Ты мне не сказала, поэтому я не нарезал.	какой чеснок ты сказать поэтому нарезать
-Неправда, я говорила тебе... вам нарезать чеснок, просто ты	неправда говорить ты нарезать чеснок просто
не нарезал, теперь перекидываешь ответственность.	нарезать перекидывать ответственность
-Мавлюда! -Да?	мавлюда да
-Я считаю, что люди, которые вместе готовят... чеснок, они должны	я считать человек который вместе готовить чеснок должный
"перейти на ""ты"". -Тогда знаешь что?"	перейти ты тогда знаешь что
-Что?	что
-Тюбетейку носят вот так. И иди к друзьям, я сама все приготовлю.	тюбетейка носить так и идти друг сам приготовить
-Не хочу, мне и здесь хорошо. Пожалуйста, оставь в покое	не хотеть хорошо пожалуйста оставить покой
мою морковь и бери свой чеснок. И пупочек режь.	мой морковь брать свой чеснок и пупочка резать
-Гена! -Да?	ген да
-Скажи ему, что все знали, что мою машину три раза вскрывали. Скажи.	сказать он знать мой машина раз вскрывать сказать
-Все знали, что его машину три раза вскрывали.	весь знать машина раз вскрывать
-И скажи ему, что именно из-за этого я попросил охрану перевесить камеры.	и сказать он именно изз попросить охрана перевесить камера
Скажи ему. -Стоп. А что,	сказать он стоп а что
камеры перевесили? Этого я не знал. Зачем было перевешивать?	камера перевесить это знать зачем перевешивать
-Ладно, Гена.	ладный ген
Про керлинг ему расскажи. -Гена! Ну вы идете или нет?!	про керлинг рассказать ген ну идти нет
-Керлинг придумали шотландцы. -При чем здесь керлинг?!	керлинг придумать шотландец при керлинг
-Прости. -Куда идти?	простить куда идти
-Туда.	туда
-Следователь сказал, что эта потерпевшая - из Тамбова, где живет -	следователь сказать этот потерпевший тамбов жить
"неизвестно. -Угу, ""неизвестно""."	неизвестно угу неизвестно
-Гена, ты чего? Конечно, неизвестно. Ты что, не понимаешь? У них все	ген что конечно неизвестно ты что понимать у
продумано, они даже знали, как установлена камера.	продумать знать установить камера
-Это уже мания преследования. -Два часа назад тебе ясно дали	это мания преследование два час назад ты ясно дать
понять, что банк к этой мании преследования имеет непосредственное	понять банк мания преследование иметь непосредственный
отношение. Гена, сядь! -Я сяду!	отношение ген сесть я сесть
-Сплюнь. -Гена, ты роскошный ужин обещал.	сплюнуть ген роскошный ужин обещать
-Я никому ничего не обещал.	я никто обещать
-Нина, давай пельменей закинем? -Ну ты-то хоть не лезь. Здесь так	нина давать пельмень закинуть ну тыть лезть здесь
не принято. Все ждут, и ты жди.	принять весь ждать ждать
-Есть охота. -Сырку пожуй.	есть охота сырок пожевать
-Привет.	привет
-Наконец-то! Гена, садись, остынет. -Ну, так нечестно. Ты не сам готовил.	наконецтый ген садиться остыть ну нечестно ты готовить
-Чего? Этого не было в договоре.	что это договор
-Нет, ребята, так нечестно.	нет ребята нечестно
-Можете не стучать?	мочь стучать
-Ребята, 12 часов ночи. Надо что-то решать.	ребята 12 часы ночь надо чтоть решать
-А я думаю, что это мне неуплату налогов за 10 лет шьют!	а думать это неуплата налог 10 год шить
-Гоша, это может быть совпадением. -Какое совпадение, Егор?	гоша это совпадение какой совпадение егор
Мне чувак из банка намекал, что они могут помочь проблему решить.	я чувак банка намекать мочь помочь проблема решить
Могу бумагу показать, хочешь? -Кто-то объяснит, что сегодня	мочь бумага показать хотеть ктоть объяснить сегодня
с Карасевым? Камеры - случайность, налоговая - совпадение. Соберись, а!	карасев камера случайность налоговый совпадение собраться а
Меня посадят, Гошу лишат адвокатской лицензии, а тебе кирпич на голову	я посадить гоша лишить адвокатский лицензия ты кирпич голова
упадет, а Гена у нас спит. Гена, вставай!	упасть ген спать ген вставать
-Да-да...	дада
-Чушь какая-то. Ну не может быть, чтобы не было выхода.	чушь какаять ну быть выход
Карась, ты рассказывал, что у твоего друга отбирали магазин в центре.	карась рассказывать твой друг отбирать магазин центр
-Ну. -Какая там была схема?	ну какой схема
Иди сюда, рассказывай. Кому-то добавки положить? А? Давайте.	идти сюда рассказывать комуть добавка положить а давать
Вам положить? -Нет.	вы положить нет
