cleaned_text	lemm_text
Так я твоя последняя остановка?	твой последний остановка
Да.	
Сегодня утром я заезжала к Джо.	сегодня утро заезжать джо
Он совсем пропал.	пропадать
Да, я не…	…
агент по недвижимости сказал, что квартира пустует несколько недель.	агент недвижимость сказать квартира пустовать несколько неделя
Он не…	…
Извини, наверное, я просто думала, что он позвонит.	извинять наверное просто думать позвонить
О боже, Джо.	боже джо
Да, он приходил и сказал, что уезжает,	приходить сказать уезжать
и что будет на связи.	связь
Хейли получила от него письмо пару дней назад.	хейль получать письмо пара день назад
Письмо?	письмо
Ух ты, ну, наверное, мы оба любим внезапные отъезды.	ух наверное оба любить внезапный отъезд
Вы не могли бы принести еще один,	мочь приносить
- и думаю, будет достаточно. - Донна, извини,	думать достаточно донна извинять
я закончу. Я не…	заканчивать …
хотела врываться к тебе и мешать твоим планам.	хотеть врываться мешать твой план
Нет. Нет, нет, нет. Прошу, это не…	просить это …
Эй, почему бы тебе не остаться на вечеринку?	эй почему оставаться вечеринка
- Думаю, тебе может понравиться. - Да?	думать мочь понравиться
- Думаю, я немного не соответствую дресс-коду. - Да ладно.	думать немного соответствовать дресс код ладно
Ты можешь взять что-нибудь из моих вещей.	мочь взять что-нибудь вещь
Нет, спасибо. Я очень ценю это.	спасибо очень ценить это
Я просто… Хочу быть в Карсон-сити	просто … хотеть карсон-сити
к наступлению темноты, так что...	наступление темнота ...
- Да, нет, думаю, это разумно. - Извините.	думать это разумно извинять
Эй.	эй
Боже. Прости.	боже прощать
- Прости. - Нет, нет, все в порядке.	прощать порядок
Это твердая древесина.	это твердый древесина
Послушай, я…	послушать …
Жаль, что последнюю пару месяцев	жаль последний пара месяц
мы не виделись чаще.	видеться часто
Да, знаю. Мне тоже.	знать
Просто работа была безумная и…	просто работа безумный …
Ну, знаешь,	знать
наверное, мы будем видеться чаще	наверное видеться часто
теперь, когда я уезжаю, потому что я буду приезжать в город,	уезжать приезжать город
и мы постараемся встретиться.	постараться встречаться
Да, уверена, ты будешь возвращаться, чтобы увидеться с Алексой,	уверенный возвращаться увидеться алекса
- и… - Нет.	…
Это…Этому конец.	это … это конец
Прости.	прощать
Знаешь, иногда просто не получается.	знать просто получаться
Привет, мама.	привет мама
- Привет. - Привет.	привет привет
Это мой бойфренд, Кевин.	это бойфренд кевин
Как дела?	дело
Хейли, Кэмерон, по-видимому, переезжает.	хейль кэмерон по-видимому переезжать
Что?	
Да, я.... Отправляюсь в путешествие,	.... отправляться путешествие
и посмотрим, где я… я окажусь.	посмотреть … оказываться
Круто.	круто
Теперь все уходят.	уходить
Пока, наверное.	пока наверное
Извини...	извинять ...
- Бойфренд? - Да.	бойфренд
- Ты не возражаешь против закрытых дверей? - Нет, ничуть.	возражать против закрытый дверь ничуть
Она просто работает за компьютером,	просто работать компьютер
а он играет в футбэг.	играть футбэг
Звучит логично.	звучать логично
Знаешь, у меня ощущение,	знать ощущение
что он ей даже не нравится.	нравиться
Да.	
Она ходит на уроки C++ студенческого уровня.	ходить урок c студенческий уровень
