cleaned_text	lemm_text
хотя бы возьмите! Виктор Владленович, ну что... вы же меня знаете.	хотя взять виктор владлен что знаете
Роза сказала - Роза сделала. Значит, как сказала, так и будет.	роза сказать роза сделать значит сказать быть
Обещаю. Это был последний... ЧТО-ТО УПАЛО С ПОЛКИ	обещать это последний чтоть упасть с полка
Ничего страшного. Вы не виноваты. Просто неправильно расставлено.	ничто страшный вы виноватый просто неправильно расставить
Вот так учу, учу... Встаньте. Ваня, собери. Все.	вот учить учить встать ваня собрать весь
-Скажите, а где у вас подвал? -А что - подвал? В подвале у меня	сказать подвал а подвал в подвал
одна коммуникация. Ну, нет, там, правда, живет один нелегал.	один коммуникация ну нет там правда жить нелегал
-О! -Рыжий кот Васька. Я его зимой	о рыжий кот васька я зимой
подобрала, пожалела. Кормлю теперь. Я бы домой взяла, а домой нельзя:	подобрать пожалеть кормить теперь я домой взять домой нельзя
у Вани аллергия. Ваня, у тебя аллергия с детства. А рыжий кот	вани аллергия ваня аллергия детство а рыжий кот
к удаче. Рыжий кот к деньгам. -Слушайте, хватит уже про котов.	удача рыжий кот деньга слушать хватить котов
Давайте подвал показывайте. -Ну, пойдемте, хорошо.	давать подвал показывать ну пойти хорошо
Подвал так подвал. -Да просто там в записке же	подвал подвал да просто записка
сведения о том, что... -Я знаю.	сведение тот что я знать
"-""Дорогая мама..."" -Можешь не продолжать - стилистику"	дорогой мама мочь продолжать стилистика
"я уловил. ""Работа хорошая, коллектив хороший, Чинара Каримовна"	уловить работа хороший коллектив хороший чинар карим
"начальница хорошая, деньги платят хорошие..."""	начальница хороший деньга платить хороший
-Да нет, вот...	да нет вот
"""Моя подруга Гузаль не захотела жить здесь и уехала в Турцию."	мой подруга гузаль захотеть жить уехать турция
Чинара Каримовна очень на нее обиделась. Она нам как родная.	чинар карим очень обидеться она мы родной
А Гузаль наплевала, тварь такая неблагодарная, ей в душу.	а гузаль наплевать тварь такой неблагодарный душить
"До свидания, дорогая мама. Чинара Каримовна передала..."""	до свидание дорогой мама чинар карим передать
Дальше, как обычно, поклон, молит Аллаха...	далёкий обычно поклон молить аллах
-А вы куда ей письма отправляли?	а письмо отправлять
-Она не велела отвечать.	она велеть отвечать
-Получается, информации ноль.	получаться информация ноль
Адреса нет, название ресторана неизвестно. На деревню дедушке.	адрес нет название ресторан неизвестно на деревня дедушка
-Последнее письмо не она писала.	последний письмо писать
-Почему вы так думаете? -Алтынай никогда никого	почему думать алтынай никто
плохим словом не назовет. -Вы знаете, Москва людей меняет.	плохой слово назвать вы знаете москва человек менять
-Нет, Алтынай не меняет.	нет алтынай менять
-А что у вас там стояло? -Где?	а стоялый где
-Вот здесь.	вот здесь
-А! Ну тут холодильные установки, витрина стояла, много чего.	а ну холодильный установка витрина стоялый что
Почему вы спрашиваете? -Да, похоже, здесь стоял диван	почему спрашивать да похоже стоялый диван
или кровать. -Молодой человек, вы наши	кровать молодая человек наш
холодильные установки видели? -Нет.	холодильный установка видеть нет
-Ну... Я понимаю, вы все должны проверить. Только я не изверг -	ну я понимать должный проверить только изверг
я людей в подвале не держу. -А кот?	человек подвал дерзить а кот
-Какой код? -Кот.	какой код кот
-Код? Так бы сразу и говорили. Код...	код так сразу говорить код
А, нет, нет. У меня замок без кода. Без кода. Кода нет.	а нет нет у замок код без код код нет
-Так я вам не про это. Кот. Животное. -Какой кот?	так это кот животный какой кот
-Васька. Рыжий этот.	васька рыжий этот
-Вася рыжий? Гуляет, обход делает. -А как же он у вас делает обход,	вася рыжий гулять обход делать а делать обход
если у вас тут ни окошка, ни лаза, а дверь вы перед нами открыли?	окошко лаз дверь мы открыть
-Нет, он меня рассмешил. Смешной такой. Я что, должна была у кота	нет рассмешить смешной такой я что должный кот
гражданство проверить? Извините, не сделала коту паспорт.	гражданство проверить извинить сделать кот паспорт
-Все, ладно. Роза Каримовна, вы, пожалуйста, порядок тут наведите.	весь ладный роза карим вы пожалуйста порядок навести
В сырости проводка. -Знаю, все подтекает. Знаю.	в сырость проводка знать подтекать знать
Все сделаем. -Пожарная сигнализация...	весь сделать пожарный сигнализация
А что это такое у вас там? -Где?	а это такой там где
-Промелькнуло сейчас туда. -Крысы.	промелькнуть туда крыса
Бегают, бывает. Знаете, бегают. -Леша, уходим.	бегать бывать знаете бегать лёша уходить
-Леша... -Да?	лёша да
-Заходите. -Обязательно.	заходить обязательно
-Всегда поможем. -Да.	всегда помочь да
-Давайте. -До свидания.	давать до свидание
-А эта Гузаль... она кто?	а этот гузаль кто
-Это Гузаль. Это Алтынай.	это гузаль это алтынай
Гузаль Морозова. Киргизская подруга Алтынай из нашего кишлака.	гузаль морозов киргизский подруга алтынай наш кишлак
Она на киргизку совсем не похожа. Отец русский, детдомовский,	она киргизка похожий отец русский детдомовский
из Ташкента. Когда помер, мать не справлялась с ней.	ташкент когда помереть мать справляться она
Гузаль все мечтала певицей стать. Даже имя себе придумала - Аят.	гузаль мечтать певица стать даже имя придумать аят
"-""Чудо"" значит ""аят"". -Так и объявляла себя на праздниках:"	чудо значит аят так объявлять праздник
"""Выступает певица Аят"". А зачем в кишлаках певицы? Тут, на счастье,"	выступать певица аят а кишлак певица тут счастие
Чинара Каримовна из Москвы приехала. Она-то и пообещала им проживание,	чинар карим москва приехать онато пообещать проживание
работу, деньги неплохие.	работа деньга неплохой
Алтынай мою к себе в ресторан устроила работать.	алтынай мой ресторан устроить работать
А Гузаль обещала клип снять. У нее связи большие в шоу-бизнесе.	а гузаль обещать клип снять у связь большой шоубизнес
-А эта Чинара Каримовна из Москвы... она родом из вашего кишлака?	а этот чинар карим москва родом ваш кишлак
-Нет. Она мимо проезжала. Машина сломалась.	нет она мимо проезжать машина сломаться
-Ясно.	ясно
У нее возле каждого кишлака машина ломалась. О чем родители думают!	у возле каждый кишлак машина ломаться о родитель думать
У вас адрес этой Чинары Каримовны есть?	у адрес чинар карим есть
Это что?	это что
-Номер машины... на которой они приехали.	номер машина который приехать
Большая машина, черная. Джип. -И все?	большой машина чёрный джип и весь
Да вы свою дочку отпустили неизвестно с кем в черном джипе?!	да дочка отпустить неизвестно кто чёрный джип
Что вам еще известно?	что известно
Понятно.	понятно
Номера московские. Хоть что-то.	номер московский хоть чтоть
Неужели у вас материнское сердце не екнуло? Вы что, не понимаете,	неужели материнский сердце ёкнуть вы что понимать
кто эта Чинара Каримовна? Вам назвать статистику пропавших безмозглых	этот чинар карим вы назвать статистика пропасть безмозглый
девчонок, половина из которых в Турции проститутками работают?!	девчонка половина который турция проститутка работать
-Володя... -Поехали за чудом - теперь это чудо	володя поехать чудом это чудо
полной ложкой хлебают! -Хватит уже.	полный ложка хлебать хватить уже
"-Что ""хватит, Володя""?! Сколько таких дел не раскрыто, потому что"	что хватить володя сколько такой дело раскрытый
никаких следов! Машина у нее сломалась... Думать надо.	никакой след машина сломаться думать надо
Неужели непонятно, что она девчонок вербовала у таких вот мамаш?!	неужели непонятно девчонка вербовать такой мамаша
-Да перестань ты уже! -Я думала, если... что плохо дочери,	да перестать уже я думать если плохо дочь
она к Мавлюде придет. Я давала адрес... она знала...	мавлюда прийти я давать адрес знать
-Гюльчехра... Гюльчехра! Гюльчехра!	гюльчехр гюльчехр гюльчехр
-Товарищ старший лейтенант, может, поедем? Или изволите еще подвал	товарищ старший лейтенант мочь поехать или изволить подвал
осмотреть? -Там запах какой-то странный.	осмотреть там запах какойтый странный
-И что? Слушай... Я эту Розу уже десять лет знаю. Муж у нее -	и что слушай я роза десять год знать муж
Семен Кривенко, участковый на пенсии. По больницам все. Так вот, она одна	семён кривенко участковый пенсия по больница весь так вот один
все на своих плечах тащит. Понятно? Не верю я в это рабство. Не верю.	свой плечо тащить понятно не верить это рабство не верить
-А как же кот Васька? -Убежал кот Васька. Он что, тебя	а кот васька убежать кот васька он что
ждать будет, пока ты с него показания снимешь?	ждать быть пока показание снять
-Я не понимаю, зачем они такой замок повесили. Кого им охранять? Кота?	я понимать замок повесить кто охранять кот
-Товарищ майор, вот! -Тихо. Что это?	товарищ майор вот тихо что это
С ума, что ли, все посходили? Прикрыть же нужно было.	с ум ли посходить прикрыть нужно быть
-Товарищ майор, не подумал. -Товарищ майор...	товарищ майор подумать товарищ майор
Мог закрыть. Средь бела дня... Жена меня еще сегодня тушкой назвала.	мочь закрыть средь бел день жена сегодня тушка назвать
"""Тушка, - говорит, - ты моя пузатая..."""	тушка говорить пузатый
-Еще бы... Такими пакетами таскать... Тушка.	ещё бы такой пакет таскать тушка
-А мне в туалет надо.	а туалет надо
-Давай терпи. -Да куда она, такая, денется?	давать терпеть да она такой деться
-Ладно, у тебя минута.	ладный минута
-Надо было денег дать. -Я давала - не взял.	надо деньга дать я давать взять
-Мало дала. Всегда же брал. -Всегда брал - а сейчас не берет.	мало дать всегда брать всегда брать брать
Пугливый стал. Боится.	пугливый стать бояться
-Слушай, мама, Алтынай больше никто не увидит. Я клянусь.	слушай мама алтынай никто увидеть я клясться
-Тварь неблагодарная.	тварь неблагодарный
Пусть рожает.	пусть рожать
Потом накажем.	потом наказать
А от ребенка избавься.	а ребёнок избавиться
-В смысле? Как? -Как?	в смысл как как
Мне тебя учить - как? На нем не написано, чей он.	я учить как на немой написать чей он
СВИСТ	свист
-Нюша! Нюша!	нюша нюша
Нюша! Нюшенька! Девушка, вы собачку не видели? Серенькая такая, ушки	нюша нюшенек девушка собачка видеть серенький такой ушко
стоят... -Где дорога?	стоять где дорога
-Дорога? Так вот прямо и за домом налево.	дорога так прямо дом налево
-Спасибо. -Девушка, если увидите...	спасибо девушка увидеть
Я объявление вешаю, позвоните тогда, ладно?	я объявление вешать позвонить тогда ладный
Найду - убью заразу, честное слово.	найти убить зараза честной слово
Нюша, Нюшечка!	нюша нюшечка
Нюша!	нюша
Нюша, ну куда ты делась-то? Нюша!	нюша деласьто нюша
-Мать! Ты девушку беременную не видела?	мать ты девушка беременный видеть
-Видела. Вон туда побежала. -Вот зараза!	видеть вон туда побежалый вот зараза
-Козел...	козлы
-Алло, Рукавицын, что ты так долго телефон не берешь?	алло рукавицын долго телефон брать
Как сажа бела. Пробей мне номерок.	как сажа бел пробить номерок
Джип, номера московские. Сейчас, где-то бумажечка была.	джип номер московский сейчас гдеть бумажечка быть
-А мне нельзя возвращаться, ребенок-то не от мужа.	а возвращаться ребенокто муж
Это позор. А у меня сестры, их же никто замуж не возьмет.	это позор а сестра никто замуж взять
-Прямо средневековье какое-то, честное слово.	прямо средневековье какоеть честной слово
И что, нет никакого выхода? -У меня и паспорта-то нету.	и что никакой выход у паспортатый нету
-Как - нет? А где он? -Потеряла.	как нет а он потерять
-Так, знаешь что? Давай-ка ешь и рассказывай.	так знаешь что давайк есть рассказывать
Давай. Белок, кальций - ешь. Ничего, пойдем в посольство, напишем	давать белка кальций есть ничто пойти посольство написать
заявление... -Нет-нет, нельзя в посольство.	заявление нетнуть посольство
Меня же депортируют, а мне в деревню нельзя.	я депортировать деревня нельзя
-Господи! Ну придумаем что-нибудь.	господь ну придумать чтонибыть
А ты что, в Москве одна?	а что москва один
У тебя что, здесь родственников нет?	у что родственник нет
Алтынай? Ты что молчишь-то?	алтынай ты молчишьто
Спокойно... Ты рожаешь.	спокойно ты рожать
Сейчас. Давай тихонечко. Девочка моя, давай...	сейчас давать тихонечко девочка мой давать
Давай тихонечко. Тихо, тихо...	давать тихонечко тихо тихо
Так, так... Сейчас. Садись тихонько.	так так сейчас садиться тихонько
Тихонько, тихонько... Сейчас, сейчас...	тихонько тихонько сейчас сейчас
Сейчас с тебя все снимем. Ой, милая моя. Боюсь, в больницу	сейчас снять ой милый мой бояться больница
я тебя уже не довезу. Но ты не волнуйся, у меня дочка тоже	довезти но волноваться дочка
дома рожала. Сейчас все сделаем.	дом рожать сейчас сделать
Сейчас все сделаем. Не бойся! Сейчас.	сейчас сделать не бояться сейчас
Ну-ка, давай тужься.	нук давать тужиться
На три: раз...	на три раз
Господи...	господь
Ну-ка, давай вставай, попей водички. Привстань и давай немножко попьем.	нук давать вставать попить водичка привстать давать немножко попить
Давай-давай, поднимайся.	давайдавать подниматься
Вот...	вот
Как пуля выскочил. А ты боялась. Теперь можно и в больницу позвонить.	как пуля выскочить а бояться теперь больница позвонить
-Не надо в больницу. Они найдут меня. Они убьют меня и ребенка.	не больница они найти я они убить ребёнок
Не надо в больницу, пожалуйста, не звоните.	не больница пожалуйста звонить
-Кто - они-то? Ты же ничего не рассказываешь. Надо, наверное,	кто онитый ты рассказывать надо наверное
все-таки в полицию звонить. -Не надо. Девочки были, они пропали.	всетаки полиция звонить не надо девочка быть пропасть
Я не пойду в полицию. -Ну ладно. Ты говорила, что у тебя	я пойти полиция ну ладный ты говорить
родственница какая-то здесь есть. -Дальняя. Но мне же к ней нельзя.	родственница какаять есть дальний но нельзя
Я без мужа родила. Она меня прогонит, я же всю семью опозорю. Нельзя.	я муж родить она прогнать семь опозорить нельзя
Тетя Лида, вы меня не прогоняйте, пожалуйста. Я же работать могу,	тётя лида прогонять пожалуйста я работать мочь
я ж все могу: и посуду мыть могу, и стирать могу, и убирать могу,	мочь посуда мыть мочь стирать мочь убирать мочь
и ремонт делать. Денег не надо... -Да успокойся. Конечно, оставайся.	ремонт делать деньга надо да успокоиться конечно оставаться
Тоже мне нашла помещицу - убирать она будет. Что тут убирать-то?	тоже найти помещица убирать быть что убиратьто
Ты давай-ка отдыхай. Захочешь - расскажешь. У тебя вон сын родился,	ты давайк отдыхать захотеть рассказать у вон сын родиться
радуйся, малышка моя. -Спасибо.	радоваться малышок мой спасибо
-Где ее еще можно искать? Куда она еще могла пойти?	где искать куда мочь пойти
-Как провалилась. -Это та баба, что собаку искала.	как провалиться это тот баба собака искать
Я вот объявление со столба сорвал. Она девку забрала.	я объявление столб сорвать она девка забрать
-Откуда знаешь, что она? -Она с этой Нюсей весь район	откуда знаешь она она нюся весь район
задолбала. У меня приятель в киоске работает, так он эту собачницу	задолбать у приятель киоск работать собачница
с беременной видел. -Адрес есть?	беременный видеть адрес есть
-Только телефон.	только телефон
ЗВОНИТ ТЕЛЕФОН	звонить телефон
-Алло? Да. Давала, да!	алло да давать да
Да вы что!	да что
А вы ей трубку дайте. Она мой голос услышит и залает!	а трубка дать она голос услышать залаять
А... Ну ладно. Рядом со мной?	а ну ладный ряд я
Ночной магазин на Зяблова знаете? Как подъедете - сразу позвоните.	ночной магазин зяблов знаете как подъехать сразу позвонить
Ага, хорошо.	ага хорошо
-Что-то случилось? -Да спи пока, спи.	чтоть случиться да спать пока спать
Завтра в полицию пойдем, и не спорь!	завтра полиция пойти спорить
-А кто звонил? -Это Нюшу мою нашли!	а звонить это нюша мой найти
Говорят: такая ласковая! А она у меня злющая. Может, стресс такой?	говорят такой ласковый а злющий мочь стресс такой
Спи. -Они что, ее сейчас сюда принесут?	спать они что сюда принести
Среди ночи привезут сюда? -Какая ночь? Утро уже, магазин	среди ночь привезти сюда какой ночь утро уже магазин
с другой стороны дома. Главное, что денег совсем мало попросили.	сторона дом главный деньга мало попросить
Ой!	ой
-Тихо-тихо, успокойтесь. Мы не бандиты, ничего плохого	тихотихо успокоиться мы бандит плохой
вам не сделаем. Ясно? -Да...	сделать ясно да
-Где вы прячете мою жену? -Какую?	где прятать мой жена какой
Ну вы же видите, нет ее здесь. Ну куда я ее спрятать могла?	ну видеть здесь ну спрятать мочь
-Нехорошо, Лидия Петровна, моя жена беременна, я волнуюсь.	нехорошо лидий пётр жена беременный волноваться
Ну поругались мы с ней, все бывает. Но вам-то она никто.	ну поругаться она бывать но вамтый никто
-Беременная? Ну, конечно же, она у меня была.	беременный ну же быть
Я ее пожалела, дала ей денег немножко, накормила ее блинами,	я пожалеть дать деньга немножко накормить блин
она и ушла. Может, она вообще к тебе домой пошла. Откуда я знаю?	уйти мочь вообще ты домой пошлый откуда знать
-Мам, да куда она денется!	мама деться
-Так, спокойно...	так спокойно
Нужно к Чинаре ехать. Не хотела, но придется.	нужно чинар ехать не хотеть прийтись
-Люда, Людочка, слушай... Я тут объявление клеила у вас.	люда людочка слушай я объявление клеить вы
Ты проследи, чтобы не оторвали, ладно? У подруги пропала собака,	ты проследить оторвать ладный у подруга пропасть собака
Нюшей звать, дворняга. Посмотришь, да?	нюша звать дворняга посмотреть да
-Хорошо. -Спасибо, моя хорошая.	хорошо спасибо хороший
Ой! Ой!	ой ой
Нюша, Нюша, Нюша!	нюша нюша нюша
Нюша, Нюшечка...	нюша нюшечка
Нюша! Нюша!	нюша нюша
ЗВОНИТ ТЕЛЕФОН	звонить телефон
Да елки-палки!	да елкипалка
-Привет. Как там твоя родственница?	привет как твой родственница
Ну извини, я просто не мог сдержаться - свою Польку представил.	ну извинить просто мочь сдержаться полька представить
-Гипертонический криз. -Ну просто привел статистику.	гипертонический криз ну просто привести статистика
-Получилось. -Хочешь сказать, что я дурак?	получиться хотеть сказать дурак
-Дурак. -Хорошо, я дурак.	дурак хорошо дурак
Зато узнал адрес хозяйки джипа, на котором в кишлак приезжали	зато узнать адрес хозяйка джип который кишлак приезжать
девчонок вербовать. Знаешь, кто это? -Кто?	девчонка вербовать знаешь это кто
-Умарова Чинара Каримовна, хозяйка ресторана итальянской кухни.	умаров чинар карим хозяйка ресторан итальянский кухня
Дай бог, чтобы Алтынай еще там была. Адрес дать?	дать бог алтынай быть адрес дать
-Давай.	давать
-Девушка, милая, надо уходить. Скоро начальник придет.	девушка милый уходить скоро начальник прийти
Поешь да иди, хорошо? Я сюда положу. -Спасибо большое.	поесть идти хорошо я сюда положить спасибо большой
-Пожалуйста. Какой хорошенький! Собирайся.	пожалуйста какой хорошенький собираться
-Спасибо.	спасибо
ЗВОНОК В ДВЕРЬ	звонок в дверь
СТУК В ДВЕРЬ	стук в дверь
-Лида! -Валька...	лида валька
Валя...	валя
Валя, я не могу, у меня сердце не на месте. Ну вот где она сейчас?	валя мочь сердце место ну сейчас
Валь, пойдем, а? Ну пойдем! -Сядь! Хватит нервничать.	валя пойти а ну пойти сесть хватить нервничать
Тебе мало, да? У нее муж есть, пусть он и нервничает.	ты мало да у муж есть пусть нервничать
-Да какой муж! Он не похож на мужа, понимаешь? Почему она к себе домой	да муж он похожий муж понимать почему домой
не едет? Потому что у нее ребенок - внебрачный. Валь, пойдем, а?	ехать потому ребёнок внебрачный валя пойти а
Пойдем искать, Валь! -Лида, ну что ж мы какие-то с тобой	пойти искать валя лида какиеть ты
ненормальные! Мы вечно с тобой ввяжемся... Лида!	ненормальный мы вечно ты ввязаться лида
-Да что?	да что
-Лид, погоди... А она такая совсем молоденькая девочка, да?	лида погодить а такой молоденький девочка да
У нее платье бордовое? У нее вышивка тут?	у платье бордовый у вышивка тут
-Да. -И две косички.	да и два косичка
-Да. -Это моя девочка.	да это девочка
-Какая - твоя, Валь? -Лид, из магазина!	какой твой валя лида магазин
-Ой господи!	ой господь
-Полина, завязывай с этой штукой возиться. Сейчас заберу и в мусор	полина завязывать штука возиться сейчас забрать мусор
выкину. -Ты сейчас прямо как мама выступил.	выкинуть ты прямо мама выступить
-Мне же интересно, что у моего ребенка происходит.	я интересно мой ребёнок происходить
А я из тебя клещами тяну. Мне интересно, как ты в Англию съездила.	а клещ тянуть я интересно англия съездить
-Хорошо, что напомнил. -Куда?	хорошо напомнить куда
-Сейчас. Я ж тебе привезла презент!	сейчас я ты привезти презент
Тебе!	ты
-Ух ты! Смешной. -Угу. На тебя похож.	ух ты смешной угу на похожий
-Да?	да
Ну не знаю...	ну знать
Ну что, как там, в Англии? -Круто.	ну что там англия круто
-Завязывай с этой штукой, говорю! Я ее точно выкину!	завязывать штука говорить я точно выкинуть
-Ну подожди, мне нужно ответить девочке из Англии. Она же ждет.	ну подождать нужно ответить девочка англия она ждать
Я ее вообще с трудом в интернете нашла.	я вообще труд интернет найти
Когда мы с ней познакомились, мы даже адресами не поменялись.	когда познакомиться адрес поменяться
Я ее нашла еле-еле благодаря интернету.	я найти елееле благодаря интернет
-А ты можешь мне найти одного человека? Он в Турции живет.	а мочь найти один человек он турция жить
-Могу.	мочь
-Гузаль Морозова и Алтынай Бебекова. -Сейчас, дай я отвечу.	гузаль морозов алтынай бебеков сейчас дать ответить
ПЛАЧ МЛАДЕНЦА	плач младенец
-Т-ш-ш!	тшш
-Ваш салат...	ваш салат
РЕБЕНОК ПЛАЧЕТ	ребёнок плакать
