cleaned_text	lemm_text
<i>Он впервые сел на лошадь.</i>	iон впервые сесть лошадьi
Ты хорошо смотришься в седле, Алан.	ты смотреться седло алан
<i>Ты слышал, что у лошадей есть особое чутье?</i>	iты слышать лошадь особый чутьеi
<i>Они чуют опасность. Чуют беду.</i>	iонить чуять опасность чуять бедуi
<i>Мне кажется, дети, больные аутизмом, тоже им обладают.</i>	iмна кажется ребёнок больной аутизм обладаютi
<i>И у меня появилась идея, мечта.</i>	iи появиться идея мечтаi
<i>Я хочу открыть летний лагерь для таких детей.</i>	iя хотеть открыть летний лагерь такой детейi
Никогда не видел его таким.	никогда видеть такой
Хочешь кушать?	хотеть кушать
<i>Там бы они сколько угодно катались на лошадях.</i>	iтам сколько угодный кататься лошадяхi
Хочешь кушать?	хотеть кушать
<i>И хотя бы иногда в своей жизни могли ничего не бояться.</i>	iи хотя свой жизнь мочь боятьсяi
<i>Что скажешь? Пустая мечта, да?</i>	iчто сказать пустой мечта даi
<i>Нет, это не пустая мечта.</i>	iнуть это пустой мечтаi
<i>Это прекрасная мечта.</i>	iэтый прекрасный мечтаi
Эргет. Веселого рождества.	эргет весёлый рождество
Джон, не разберу, Джон Тайри.	джон разобрать джон тайри
Дай сюда!	дать сюда
- Что, все семь? - Хватит считать!	что семь хватить считать
Это я хоть могу оставить?	это мочь оставить
<i>Письмо номер тридцать три. Дорогая Саванна.</i>	iписьмо номер тридцать три дорогой саваннаi
<i>Хорошая новость: нас перебросили на новую точку.</i>	iхороший новость перебросить новый точкуi
<i>Хотя я снова не могу сказать куда именно.</i>	iхотеть снова мочь сказать именноi
<i>Плохая новость - здесь я начал скучать по старому месту.</i>	iплохой новость начать скучать старое местуi
<i>Но сегодня полная луна, и она возвращает меня к тебе.</i>	iно сегодня полный луна возвращать тебеi
<i>И неважно, где я и что сейчас делаю.</i>	iи неважно делаюi
<i>Моя луна всегда будет такого же размера, как и твоя.</i>	iмыть луна такой размер твояi
<i>На другом краю мира.</i>	iна друг край мираi
<i>Дорогой Джон.</i>	iдорогой джонi
<i>Каждую ночь я засыпаю с мыслями о тебе.</i>	iкаждуть ночь засыпать мысль тебеi
<i>Думаю, как ты там сейчас.</i>	iдумать сейчасi
<i>Но не сегодня. Сегодня ты здесь, со мной.</i>	iно сегодня сегодня здесь мнойi
<i>Вчера я заходила к твоему папе.</i>	iвчера заходить твой папеi
<i>Лето на исходе, и я решила навестить его перед отъездом.</i>	iлето исход решить навестить отъездомi
<i>Надеюсь, ты не против.</i>	iнадеяться противi
Здрасьте.	здравствовать
Пирог принесла.	пирог принести
Я вчера написала ему.	я вчера написать он
<i>Он приготовил ужин. Лазанью, как всегда по воскресеньям.</i>	iон приготовить ужин лазание воскресеньямi
<i>Я спросила его о коллекции, так что мы вдоволь наговорились.</i>	iя спросить коллекция вдоволь наговорилисьi
Это бракованная монета. Неправильной формы.	это браковать монета неправильный форма
Для большинства коллекционеров бесценна.	для большинство коллекционер бесценный
Но не для вас.	но вы
Все правильно.	весь правильно
А любимая у вас есть?	а любимый есть
Из всей вашей коллекции монет есть самая-самая дорогая?	из весь ваш коллекция монета самаясамай дорогой
Есть у вас такая?	есть такой
«Мул Джефферсона» семьдесят восемь.	«мул джефферсона» семьдесят восемь
Ух ты.	ух ты
Самая ценная для меня.	самый ценный я
Без сомнения.	без сомнение
Почему?	почему
Она стоит дороже всех?	она стоить дорогой весь
Ну, стоит достаточно, но не то, чтобы больше других.	ну стоить достаточно то другой
Что-то связано с ней?	чтоть связать она
А вот эта.	а этот
<i>Так что как понимаешь, Джон, я попрошу тебя рассказать...</i>	iтак понимать джон попросить рассказатьi
<i>Дорогая Саванна.</i>	iдорогой саваннаi
<i>Рассказываю все, только потому, что обещал.</i>	iрассказывать весь потому обещалi
<i>Мне было семь лет.</i>	iмна семь летi
<i>Как-то по дороге домой я купил мороженое.</i>	iкакто дорога домой купить мороженоеi
<i>Разглядывая сдачу, я заметил, что одна монетка не похожа на другие.</i>	iразглядывать сдача заметить один монетка похожий другиеi
Не знаю. Не знаю. Никогда такого не видел.	не знать не знать никогда такой видеть
Нашел, сынок?	найти сынок
Да?	да
Да, это мул!	да это мул
Что это?	что это
Мул.	мул
Брачок.	брачок
Время от времени появляются такие монеты, когда станки дают сбой.	время время появляться такой монета станок давать сбой
Решка? никель, орел - цент.	решка никель орёл цент
Получился мул. Ничего особо ценного, сувенир.	получиться мул ничто особо ценный сувенир
Помнишь, ты говорила про чутье?	помнить говорить чутьё
Знаете что. Парень все равно нашел ее, я могу у вас ее купить.	знаете что парень равно найти она мочь купить
Двадцать баксов.	двадцать бакс
Нет, спасибо.	нет спасибо
У моего отца оно тоже есть.	у мой отец оно есть
Одну минутку. Подумайте.	один минутка подумать
Сэр, позвольте еще раз на нее взглянуть.	сэр позволить взглянуть
Не могу поверить!	не мочь поверить
Что это, знаете?	что это знаете
Нет.	нет
Посмотрите.	посмотреть
Вот ваша монета. Дать совет? Как отец отцу.	вот ваш монета дать совет как отец отец
Оставьте ее.	оставить она
Для своего сына.	для свой сын
А он пусть передаст ее своему сыну, и так от сына к сыну.	а пусть передать свой сын сын сын
Пройдет тридцать, сорок, триста лет пройдет.	пройти тридцать сорок триста год пройти
И у вашей семьи будет намного больше четырех тысяч долларов.	и ваш семья намного четыре тысяча доллар
Даю вам слово.	давать слово
Ну. Хочешь ее оставить?	ну хотеть оставить
Спасибо. Спасибо.	спасибо спасибо
<i>Поначалу мне нравилось гоняться с отцом за новыми «мулами».</i>	iпоначалу нравиться гоняться отец новый «мулами»i
<i>У нас, наконец, появилась общая тема для разговоров. И общее занятие.</i>	iу мы наконец появиться общий тема разговор и общий занятиеi
<i>Но скоро он совершенно зациклился на них.</i>	iно скоро совершенно зациклиться нихi
<i>Ну ты представляешь. А я вступил в переходный возраст.</i>	iну представлять а вступить переходный возрастi
Ну ты представляешь!	ну представлять
Собираешься на очередную выставку монет?	собираться очередной выставка монета
Все, с меня хватит.	весь хватить
Ты таскаешься туда каждые выходные.	ты таскаться туда каждый выходной
Замечательно! Обожаю теплое молоко.	замечательный обожать тёплый молоко
Кайф! Ты все спускаешь на свои монеты.	кайф ты спускать свой монета
Лучше б чертов холодильник в ремонт отдал.	хороший б чертовый холодильник ремонт отдать
<i>В итоге, он перестал со мной разговаривать о монетах.</i>	iв итог перестать я разговаривать монетахi
<i>И тогда мы обнаружили, что нам больше не о чем и разговаривать.</i>	iи обнаружить мы разговариватьi
<i>Вот и вся история.</i>	iвота весь историяi
<i>Я тоскую по тебе, как одержимый.</i>	iя тосковать ты одержимыйi
Ой, прости, прости, прости.	ой простить простить простить
О, господи!	о господь
Не может быть!	не быть
Как? Башни-близнецы!	как башниблизнец
Столько погибших!	столько погибший
Рухнули почти сразу!	рухнуть сразу
Что же теперь будет?	что быть
Сьюзи, Сьюзи, это мой отец звонит.	сьюзи сьюзи это отец звонить
Ну и что вы решили?	ну решить
Прошу продлить срок моей службы, сэр.	просить продлить срок мой служба сэр
Прошу продлить срок моей службы, сэр.	просить продлить срок мой служба сэр
Прошу продлить срок моей службы, сэр.	просить продлить срок мой служба сэр
Прошу продлить срок моей службы, сэр.	просить продлить срок мой служба сэр
Прошу продлить срок моей службы, сэр.	просить продлить срок мой служба сэр
В понедельник я получу приказ о новой операции.	в понедельник получить приказ новый операция
Не принимайте поспешных решений, обдумайте все еще раз в выходные.	не принимать поспешный решение обдумать выходной
А я нужен своей семье здесь.	а нужный свой семья здесь
Вы не обязаны продолжать службу с нами.	вы обязать продолжать служба мы
Обязан. И буду.	обязать и быть
Мы одна команда. Куда вы, туда и я.	мы один команда куда вы туда я
Вы остаетесь, все остаемся.	вы оставаться оставаться
Если к понедельнику ваше решение не изменится, послужим. Вместе.	если понедельник ваш решение измениться послужить вместе
Куда ни попадя не суйся.	куда попадить соваться
Береги себя.	беречь себя
Как всегда.	как всегда
Мы будем бороться с террористами всеми возможными способами,	мы быть бороться террорист весь возможный способ
в любое время дня и ночи.	любой время день ночь
Собрался?	собраться
Я не еду.	я еда
Ты сейчас о чем? Поехали!	ты чем поехать
Я не в Париж хочу, а в Чарльстон.	я париж хотеть чарльстон
Ты едешь в Чарльстон?	ты ехать чарльстон
Точно.	точно
Сбрендил? У нас всего два выходных.	сбрендить у выходной
Туда и обратно самолетом 18 часов. Смысл какой?	туда обратно самолёт 18 часы смысл какой
Еще утром не было и их.	ещё утром они
Да и выпадет ли другой шанс?	да выпасть шанс
Я лечу.	я лететь
Я могу на твое решение повлиять?	я мочь твой решение повлиять
Нет.	нет
Джон!	джон
Джон! Джон!	джон джон
Это точно? Он действительно сказал, что хочет поехать?	это точно он действительно сказать хотеть поехать
Надеюсь, что поедет.	надеяться поехать
Правда, он говорил не очень уверенно.	правда говорить очень уверенно
Вот в это я верю.	вот это верить
Давай, входи.	давать входить
Пап!	папа
Эй, что ты здесь делаешь?	эй делать
Смотри. Он в костюме!	смотреть он костюм
Ты с нами поедешь?	ты мы поехать
Пожалуйста.	пожалуйста
Мама с папой очень хотят познакомиться с вами, мистер Тайри.	мама папа очень хотеть познакомиться вы мистер тайри
Да, вы, наверное, голодные?	да вы наверное голодный
Я приготовил рулет. Мясной.	я приготовить рулет мясной
Я знаю, что по субботам всегда мясной рулет.	я знать суббота мясной рулет
Мы можем взять его с собой.	мы мочь взять себя
Да! Возьмем его с собой! Пап, ты не против?	да взять себя папа против
Я - нет.	я нет
Не возражаешь?	не возражать
Я заверну его.	я завернуть он
Я имел в виду, мне жаль, но остановите машину, прошу вас, я хочу назад.	я иметь вид жаль остановить машина просить вы хотеть назад
Ой, вы хотите, чтобы я вернулась обратно, домой?	ой хотеть вернуться обратно домой
Нет. Просто остановите, пожалуйста. Прошу вас.	нет просто остановить пожалуйста просить вы
Забыл что-то?	забыть чтоть
Я, я хочу выйти отсюда. Пожалуйста.	я хотеть выйти отсюда пожалуйста
Пап.	папа
Да ты успокойся, и все будет...	да успокоиться быть
Да. Не думаю, что получится.	да не думать получиться
Все в порядке, все будет отлично.	весь порядок отлично
Нет, я хочу отсюда выйти.	нет хотеть отсюда выйти
Я хочу выйти, пожалуйста. Пожалуйста.	я хотеть выйти пожалуйста пожалуйста
Все хорошо, пап. Успокойся.	весь хорошо папа успокоиться
Остановите, пожалуйста. Мне надо, я хочу.	остановить пожалуйста я надо хотеть
Хорошо. Все, я сейчас развернусь.	хорошо весь развернуться
Ну перестань. Успокойся, ладно?	ну перестать успокоиться ладный
Я хочу туда. Остановите, пожалуйста.	я хотеть туда остановить пожалуйста
Как вы, мистер Тайри?	как вы мистер тайри
Все в порядке? Все хорошо?	весь порядок весь хорошо
Извините, извините.	извинить извинить
Мне жаль.	я жаль
Ну что вы!	ну вы
Мы в машине будем ждать, ладно?	мы машина быть ждать ладный
Не надо.	не надо
Не надо было. Со мной все хорошо.	не быть с я хорошо
Ну ладно. Джон, я серьезно, мы можем остаться.	ну ладный джон серьёзно мочь остаться
Давай останемся. Давай.	давать остаться давать
Я же еще приеду на следующий год.	я приехать следующий год
Пап, я здесь всего на один день.	папа день
Завтра я возвращаюсь, ты понимаешь это?	завтра возвращаться понимать это
Езжайте! Вам лучше поехать.	езжать вы поехать
Он пытался.	он пытаться
Хотя бы пытался.	хотя пытаться
Добро пожаловать!	добро пожаловать
Моя девочка.	мой девочка
Мам, это Джон.	мама это джон
Джон! Я словно тысячу лет тебя знаю!	джон я словно тысяча год знать
Где твой отец? Надеюсь, он тут?	где твой отец надеяться тут
Нет, мэм.	нет мэм
Ну, ничего страшного.	ну страшный
Главное, что ты вернулся домой целый и невредимый.	главный вернуться домой целый невредимый
Сначала мы хотели отменить все из-за последних событий,	сначала хотеть отменить изз последний событие
но потом подумали, что сейчас нам особенно важно быть вместе.	подумать мы особенно важный вместе
По дороге я провела инструктаж.	по дорога провести инструктаж
Он подготовлен.	он подготовить
С такой мощной тактической подготовкой, я горы сверну.	с мощный тактический подготовка гора свернуть
А он мне уже нравится.	а нравиться
Миссис Кертис, Саванна.	миссис кертис саванна
Привет! Мам...	привет мама
Джон! Рад тебя видеть!	джон рад видеть
Знаете что...	знаете что
А не выпить ли нам?	а выпить мы
Сейчас принесу что-нибудь.	сейчас принести чтонибыть
Да, хорошо, Джон.	да хорошо джон
Почему он тут?	почему тут
Он здесь потому, что я его пригласила. Мы с ним соседи.	он потому пригласить мы сосед
Тебе нравится с ним общаться?	ты нравиться общаться
Он давно уже не такой, каким ты его помнишь, Джон.	он давно такой какой помнить джон
Прошу.	просить
Это бурбон, не отрава.	это бурбон отрава
Я скоро вернусь.	я скоро вернуться
Мы не очень удачно начали, я хочу извиниться за свои прежние выходки.	мы очень удачно начать хотеть извиниться свой прежний выходка
Будь я уверен тогда, что у вас с Саванной все серьезно,	быть уверенный тогда саванный серьёзно
я себя не вел бы так. Честное слово, я сожалею.	вести так честной слово сожалеть
Забыто.	забытый
Если что, я здесь.	если что здесь
Развлекайся.	развлекаться
Так вот он какой.	так какой
Пап, нельзя без обычной проверки на прочность?	папа обычный проверка прочность
На прочность? Я отжимаю от груди холодильники.	на прочность я отжимать грудь холодильник
Твоему другу стоит это знать.	твой друг стоить это знать
Спасибо, что сказали.	спасибо сказать
Рад познакомиться, мистер Кертис.	рад познакомиться мистер кертис
Но здесь Тим вас обошел.	но тим обойти
Он уже предупредил, что если я обижу Саванну, мне не поздоровится.	он предупредить обидеть саванна поздоровиться
Я был очень убедителен и, кажется, произвел впечатление.	я очень убедительный и кажется произвести впечатление
Твое здоровье, сынок! Рад, что ты тут!	твой здоровье сынок рад тут
И я рад, сэр.	и рад сэр
Билли! Ты все же пришел!	билль ты прийти
Все! Самое страшное позади.	весь самый страшный позади
Рад тебя видеть.	рад видеть
Я тебя тоже, Тим.	я тоже тим
Здрасьте!	здравствовать
Тим, как поживаешь?	тим поживать
Хорошо.	хорошо
Чудно! А где твоя жена, она здесь?	чудный а твой жена здесь
Нет, она в отпуске.	нет отпуск
Я передам ей ваш привет.	я передать ваш привет
Будь добр.	быть добрый
Обязательно.	обязательно
Помнишь, о чем мы с тобой говорили?	помнить ты говорить
Очередной отпуск?	очередной отпуск
Да.	да
Алан спрашивает о ней?	алан спрашивать она
Да, конечно. Я уж не знаю, что говорить ему.	да конечно я знать говорить он
Знаешь, я сам еще не отец,	знаешь отец
так что не имею права тебе советы давать.	иметь право ты совет давать
Когда я был ребенком, то каждый божий день надеялся,	когда ребёнок каждый божий день надеяться
что именно сегодня мама вернется домой.	именно сегодня мама вернуться домой
Я прождал ее 15 лет.	я прождать 15 год
Я понимаю, насколько моему отцу было тяжело.	я понимать насколько мой отец тяжело
Сказать мне правду, но он бы избавил меня от постоянного ожидания.	сказать правда избавить постоянный ожидание
Ну если самый большой недостаток твоего отца,	ну самый большой недостаток твой отец
что слишком оберегал тебя, то не такой уж он плохой отец.	слишком оберегать ты плохой отец
Прошу прощения. Вы Джон, верно?	просить прощение вы джон верно
Друг Саванны?	друг саванна
Да, сэр.	да сэр
Хочу пожать вам руку, Джон. Мы молимся за вас.	хотеть пожать рука джон мы молиться вы
Надеюсь, скоро все закончится, и вы вернетесь.	надеяться скоро закончиться вернуться
Вернетесь домой живые и здоровые.	вернуться домой живой здоровый
Это так быстро не кончится.	это быстро кончиться
Афганистан - лишь первое звено цепочки.	афганистан лишь первое звено цепочка
Он прав, дружок.	он право дружок
Скоро вас попросят поучаствовать в новой операции.	скоро попросить поучаствовать новый операция
А потом будут уже не просьбы, а приказы.	а быть просьба приказ
Тех, с кем я служу, и просить не надо.	тот кто служить просить надо
И приказа мы не ждем.	и приказ ждать
В каком смысле «мы»?	в какой смысл «мы»
Саванна.	саванна
Ты хочешь служить и дальше?	ты хотеть служить далёкий
Я собирался это с тобой обсудить.	я собираться это ты обсудить
Два года, Джон!	два год джон
Ты уже согласился? Остаешься служить?	ты согласиться оставаться служить
Нет.	нет
Но решение ты уже принял?	но решение принять
А мое мнение? Не имеет значения?	а мой мнение не иметь значение
Ты не понимаешь.	ты понимать
Не говори, что я не понимаю!	не говорить понимать
Уйди, Джон.	уйти джон
Пожалуйста.	пожалуйста
Что ты... Что ты ждешь от меня, Саванна?	что ты что ждать я саванна
То есть, каких действий ты от меня ждешь?	то есть какой действие ждать
Чтобы я отказался?	чтобы отказаться
Ты этого хочешь?	ты хотеть
Я сам не понимаю, как все произошло.	я понимать произойти
Я проснулся и узнал, что башни рухнули.	я проснуться узнать башня рухнуть
У меня были планы.	у план
А сейчас ничего нет.	а нет
Я не представляю, что теперь должен делать.	я представлять должный делать
Я не знаю, что делать, я только хочу стоять здесь.	я знать делать хотеть стоять здесь
Рядом с тобой столько, на сколько хватит моих сил.	ряд ты столько сколько хватить мой сила
Ты - все, что у меня есть, все, что есть в моей жизни.	ты весь есть весь мой жизнь
И я пытаюсь понять, что должен делать, но у меня не получается.	и пытаться понять должный делать получаться
Я не знаю, как разобраться со всем этим.	я знать разобраться весь это
Поэтому ты должна сказать мне.	поэтому должный сказать я
Скажи. Ну что мне делать?	сказать ну делать
Скажи мне, пожалуйста, скажи мне, скажи, что мне делать.	сказать я пожалуйста сказать я сказать делать
Ты должен пойти со мной.	ты должный пойти я
Пап.	папа
Спасибо, что пришел.	спасибо прийти
Пришел.	прийти
Как ты тут один? Справишься со всем?	как один справиться весь
Да. Справлюсь, конечно.	да справиться конечно
Ладно, мне пора.	ладный пора
Ты себя береги.	ты беречь
Так что... У нас все хорошо?	так что у хорошо
Ничего не изменилось?	ничто измениться
Обещай, что с тобой ничего не случится.	обещать ты случиться
Обещаю.	обещать
До скорой встречи.	до скора встреча
До скорой встречи.	до скора встреча
С возвращением, ребята.	с возвращение ребята
Выходные удались? Были бы они подольше, но увы.	выходной удалиться быть долгий увы
Приходится довольствоваться тем, что имеешь.	приходиться довольствоваться тем иметь
Это все желающие?	это желающий
Снова вместе?	снова вместе
Ну что ж.	ну ж
Начну оформлять.	начать оформлять
Спасибо, сэр.	спасибо сэр
О'Нэйл, вот держи.	онэйл держать
Ароматное - Расу. Вот еще Дэниэлсу. Он где?	ароматный раса вот дэниэлс он где
Пошел, пошел, пошел, теперь? огонь.	пойти пойти пойти теперь огонь
Пошел, пошел, пошел, теперь? огонь!	пойти пойти пойти теперь огонь
- Есть что? - Извини, сегодня ничего.	есть что извинить сегодня ничто
Вы не видели, Джон уже вернулся?	вы видеть джон вернуться
В палатке.	в палатка
Джон.	джон
Тебе письмо.	ты письмо
Честно?	честно
Держи.	держать
<i>Дорогой Джон.</i>	iдорогой джонi
<i>Я знаю, что очень долго тебе не писала.</i>	iя знать очень долго ты писалаi
<i>Я и сейчас, прежде чем начать, два часа смотрела на чистый лист бумаги.</i>	iя сейчас прежде начать час смотреть чистый лист бумагиi
<i>А если уж совсем начистоту, я берусь за это письмо два последних месяца.</i>	iа начистоту браться это письмо последний месяцаi
<i>Прошу, прости меня за то, что я сейчас скажу.</i>	iпросить простить то скажуi
<i>Никогда в жизни мне не приходилось причинять такую боль.</i>	iникогда жизнь приходиться причинять такой больi
<i>Без тебя моя жизнь не имеет смысла, но я не могу жить и без...</i>	iбез жизнь иметь смысл мочь жить безi
<i>Прости, Джон.</i>	iпростить джонi
Вот. Послушайте.	вот послушать
Один крутой менеджер на Уолл-Стрит.	один крутой менеджер уоллстрит
Знаете, сколько он на всем этом заработал?	знаете сколько весь заработать
Сказать?	сказать
Двадцать семь миллионов долларов.	двадцать семь миллион доллар
Что случилось, Джон?	что случиться джон
Может, поговорим?	мочь поговорить
Не о чем говорить.	не говорить
Она другого нашла.	она другой найти
Ты знаешь, кто он?	ты знаешь он
Она его не назвала.	она назвать
Но у меня есть кой-какие догадки.	но койкакий догадка
Я вот что тебе скажу.	я ты сказать
Такое бывает, что уж тут поделать.	такой бывать поделать
Вернешься домой, и все наладится.	вернуться домой наладиться
Это обычная история, дружище.	это обычный история дружище
Я знаю.	я знать
Ничего не выйдет. Обручена она, старик!	ничто выйти обручить она старик
О, господи.	о господь
Сочувствую.	сочувствовать
Скажи, если я смогу чем-то помочь.	сказать смочь чемтый помочь
Прямо с обрыва. Интересно, доплыла та белка или нет.	прямо обрыв интересно доплыть тот белок нет
Почти двадцать километров? это не шутка. Плавучая белка.	почти двадцать километр это шутка плавучий белок
Ну ты и придурок, приятель.	ну придурок приятель
Посмотрите на них!	посмотреть они
До чего ж хреново здесь народ живет.	до хреновый народ жить
Лица завешены тряпками какими-то, ноги показывать нельзя.	лицо завесить тряпка какимитый нога показывать нельзя
Надо захватить с собой такую штуку, подарю своей подружке.	надо захватить себя такой штука подарить свой подружка
Смеху-то будет!	смехуть быть
Стой-стой-стой!	стойстойстый
Тормози, тормози.	тормозить тормозить
Назад! Назад! Ни с места!	назад назад ни место
Что он сказал?	что сказать
Он по-турецки говорит.	он потурецк говорить
По-турецки? По-турецки?	потурецк потурецк
Я, я не знаю. Не знаю.	я знать не знать
Ты же большой специалист!	ты большой специалист
Все верно.	весь верно
Я знаю пушту, я знаю фарси и кучу другого дерьма.	я знать пушту знать фарси куча другой дерьмо
На каком языке ты говоришь, черт подери?	на какой язык говорить черта подрать
Преуспел.	преуспеть
Ты куда пошел?	ты пойти
Кто-то должен узнать, что ему надо.	ктоть должный узнать надо
Нудл, давай с ним.	нудло давать он
Тайри, продвиньтесь вперед и ждите дальнейших указаний.	тайри продвинуться вперёд ждать дальнейший указание
Продвигаемся.	продвигаться
Все чисто?	весь чисто
Да, а у тебя?	да ты
Сюда! Здесь раненый!	сюда здесь раненый
Нудл, я тебя вытащу! Держись, парень!	нудло вытащить держаться парень
Передайте, что у нас раненый! У нас раненый.	передать раненый у раненый
Черт! Дай посмотрю!	черта дать посмотреть
Нудл! Руки убери!	нудло рука убрать
Везучий, сукин сын! Прямо в бирку!	везучий сукин сын прямо бирка
Я еще ни разу не испытывал такой любви к армейским биркам, клянусь.	я раз испытывать любовь армейский бирка клясться
Нудл, вставай!	нудло вставать
Джон!	джон
Здесь раненый! Скорее! Скорее!	здесь раненый скорее скорее
Черт! Вставай, Джон!	черта вставать джон
Дружище, смотри на меня. Слышишь?	дружище смотреть я слышать
Не закрывай глаза! Все будет хорошо! Ясно?	не закрывать глаз весь хорошо ясно
Не закрывай глаза, ты понял? Смотри на меня! Смотри на меня.	не закрывать глаз понять смотреть я смотреть я
Не закрывай глаза, понял?	не закрывать глаз понять
Глаза! На меня! Смотри на меня!	глаз на я смотреть я
Джейкс!	джейкс
Джейкс!	джейкс
С возвращением, сержант Тайри.	с возвращение сержант тайри
Прошу вас, не волнуйтесь. Вы сейчас в госпитале, в Германии.	просить вы волноваться вы госпиталь германия
Все будет прекрасно.	весь прекрасно
Тайри! Отлично выглядишь.	тайри отлично выглядеть
Спасибо, сэр.	спасибо сэр
Я хочу продлить срок своей службы.	я хотеть продлить срок свой служба
Вот как?	вот как
Тебя не было три месяца. Я впечатлен, но прояви разумность.	ты месяц я впечатлен проявить разумность
Езжай домой, Джон. Отдохни.	езжать домой джон отдохнуть
Побудь немного с отцом.	побыть немного отец
Присядь.	присесть
Послушай.	послушать
Меня переводят.	я переводить
Это не из-за того, что произошло.	это изз тот произойти
Но я больше не твой капитан.	но твой капитан
Я возвращаюсь в форт Брэгг.	я возвращаться форт брэгга
Я страшно соскучился по своей семье.	я страшно соскучиться свой семья
Это хорошо, сэр.	это хорошо сэр
Бэрри и Дэниэлс уезжают.	бэрри дэниэлс уезжать
Многие возвращаются домой. Тебе осталось четыре месяца и...	многие возвращаться домой ты остаться четыре месяц и
Я продлеваю срок службы.	я продлевать срок служба
Твоя война закончилась.	твой война закончиться
Ты достойно служил своей стране.	ты достойно служилый свой страна
Я хочу сделать военную карьеру.	я хотеть сделать военный карьер
Тебя не переубедишь, да?	ты переубедить да
По моему сигналу!	по мой сигнал
Огонь!	огонь
База частей особого назначения, Катар.	база часть особый назначение катар
Куда дальше, Джон?	куда далёкий джон
Не знаю, куда отправят.	не знать отправить
Сейчас ты отправляешься в Америку, Джон.	сейчас отправляться америка джон
Сочувствую. Плохие новости.	сочувствовать плохой новость
Он в сознании, но ничего не чувствует.	он сознание чувствовать
Реакции очень слабые.	реакция очень слабый
Сейчас сложно сказать, насколько серьезными будут последствия,	сейчас сложно сказать насколько серьёзный быть последствие
поскольку его обнаружили не сразу после удара.	поскольку обнаружить сразу удар
Но будь я здесь, ему помогли бы раньше.	но быть здесь помочь ранний
Это изменило бы что-нибудь?	это изменить чтонибыть
Сомневаюсь. Очень сомневаюсь.	сомневаться очень сомневаться
Привет, пап!	привет папа
Что? Почему ты тут?	что почему тут
Извините, почему он в коридоре?	извинить почему коридор
Как ты себя чувствуешь?	как чувствовать
Я написал письмо, письмо тебе.	я написать письмо письмо ты
Не, не надо, не сейчас.	не надо сейчас
То есть, можешь вообще не читать, но...	то есть мочь вообще читать но
Лучше потом, когда я уйду.	хороший потом уйти
Нет. Дай-ка сюда. Черт с ним.	нет дайка сюда черта он
Я сам тебе прочту.	я ты прочесть
Дорогой папа.	дорогой папа
Хочу тебе кое-что сказать.	хотеть ты коечто сказать
Когда я схватил пулю,	когда схватить пуля
прошло уже несколько лет.	прошлый несколько год
Хочешь знать, что первое мелькнуло у меня в голове,	хотеть знать первое мелькнуть голов
перед тем как я отключился?	отключиться
Монеты.	монета
Мне вдруг снова 8 лет, и я на экскурсии на монетном дворе.	я снова 8 год экскурсия монетный двор
Постигаю процесс производства монет.	постигать процесс производство монета
Из металла вырубают заготовки, делают гурт, насечки.	из металл вырубать заготовка делать гурт насечка
Полируют после чеканки.	полировать чеканка
И внимательно проверяют все до единой монеты.	и внимательно проверять единый монета
Для того, чтобы исключить всякие дефекты.	для тот исключить всякий дефект
Ты помнишь наше путешествие в Филадельфию? Помнишь, пап?	ты помнить наш путешествие филадельфия помнить папа
Это в голову влетело.	это голова влететь
Я - монета Американской армии.	я монета американский армия
Пущен в оборот в 80-м.	пустить оборот 80м
Вырублен из металла.	вырубить металл
Отчеканен, отполирован.	отчеканить отполировать
Снабжен ободком, насечками.	снабдить ободок насечка
Но сейчас во мне две дырочки.	но два дырочка
Я больше не в идеальном состоянии.	я идеальный состояние
Мы с тобой две бракованные монеты и только.	мы ты два браковать монета только
И еще одну вещь я тебе скажу.	и один вещь ты сказать
Меня ранили, и пока все не померкло,	я ранить пока померкнуть
хочешь узнать самую последнюю мысль?	хотеть узнать самый последний мысль
Хочешь узнать, что я подумал?	хотеть узнать подумать
Прошу прощения.	просить прощение
Я не хочу торопить вас, но скоро начнется следующая церемония.	я хотеть торопить вы скоро начаться следующий церемония
Джон!	джон
Что привело тебя домой?	что привести домой
Мой отец.	мой отец
Как у него дела?	как дело
Он...	он
Извини.	извинить
Если бы я только знала...	если знать
Это ничего б не изменило.	это б изменить
Мне так жаль.	я жаль
Он был хороший человек.	он хороший человек
Ты все же осуществила свою мечту?	ты осуществить мечта
Насчет лагеря.	насчёт лагерь
Нет.	нет
Хоть я и пыталась.	хоть пытаться
Родители отдали нам это поместье, но лагерь проработал только одно лето.	родитель отдать мы это поместье лагерь проработать один лето
Он оказался не по карману.	он оказаться карман
Может быть, зайдешь?	мочь быть зайти
Никого нет.	никто нет
Скоро обратно?	скоро обратно
Разберусь с папиными делами? и в путь.	разобраться папин дело путь
Семьей ты уже обзавелся?	семья обзавестись
Нет.	нет
Романов зато много, да?	роман зато много да
Не очень. И вряд ли их можно назвать романами.	не очень и вряд назвать роман
Я так рада, что ты тут.	я рада тут
Жив-здоров.	живздор
Телефон.	телефон
Алло?	алло
Привет!	привет
Нет, все в порядке.	нет порядок
Я...	я
Слушай, Джон, Джон приехал.	слушай джон джон приехать
Да.	да
Джон Тайри.	джон тайри
Я уже скоро выезжаю.	я скоро выезжать
Да, до встречи.	да встреча
Минут через двадцать буду.	минута двадцать быть
И я тебя люблю. Пока.	и любить пока
