cleaned_text	lemm_text
с Самиром родственники, - значит мы с сговоре. Конец всему!	самир родственник значит сговор конец весь
Володя, я тебя очень прошу. Я тебе ноутбук оставлю.	володя очень просить я ты ноутбук оставить
Я тебя очень прошу... -Да я не умею.	я очень просить да уметь
-Да что тут уметь? Я же научилась.	да уметь я научиться
"Вот смотри, я тебя научу. Это кнопка ""включить""."	вот смотреть научить это кнопка включить
"Она же ""выключить"". Это ""вперед"". Это ""назад"" кнопка. Это ""стоп""."	она выключить это вперёд это назад кнопка это стоп
-Говорят, Мавлюдушка пистолет украла.	говорят мавлюдушка пистолет украсть
-Что за вранье? -А мне-то чего врать?	что враньё а мнето врать
Феруза вон компьютер принесла, там все зафиксировано.	феруз вон компьютер принести зафиксировать
-Феруза! -Ой! А я к тебе за ключами.	феруз ой а ты ключ
-А ключи что, у Каленого? -Так зашла на минутку, поздороваться.	а ключ что калёный так зайти минутка поздороваться
-Ничего себе у тебя минутка, час пятнадцать!	ничто минутка час пятнадцать
-Ну заговорились. Ты что, ревнуешь? -Нет, просто ты врешь.	ну заговориться ты что ревновать нет просто врать
Держи.	держать
Все хорошо? -Все хорошо. Очень хорошо.	весь хорошо весь хорошо очень хорошо
Ну я пошла?	ну пошлый
ХОР: Грянула сила тихого Дона, Мир изумился, враг задрожал.	хор грянуть сила тихий дон мир изумиться враг задрожать
Рушилась слава Наполеона, Наполеона, - враг побежал.	рушиться слава наполеон наполеон враг побежалый
Ай, донцы-молодцы, Ай, донцы-молодцы,	ай донцымолодец ай донцымолодец
Ай, да донцы, донцы-молодцы!	ай донец донцымолодец
Ай, донцы-молодцы, Ай, донцы-молодцы,	ай донцымолодец ай донцымолодец
Ай, да донцы, донцы-молодцы!	ай донец донцымолодец
Против сил русских не устояли, Чая спасение в бегстве найти.	против сила русский устоять чай спасение бегство найти
Бросили пушки, ружья, снаряды, Ружья, снаряды, - только б уйти.	бросить пушка ружьё снаряд ружьё снаряд б уйти
Ай, донцы-молодцы, Ай, донцы-молодцы,	ай донцымолодец ай донцымолодец
Ай, да донцы, донцы-молодцы!	ай донец донцымолодец
Ай, донцы-молодцы, Ай, донцы-молодцы,	ай донцымолодец ай донцымолодец
Ай, да донцы, донцы-молодцы!	ай донец донцымолодец
Славу и кости - все положили, Все положили в русской земле!	слава костя положить весь положить русский земля
Ай, донцы-молодцы! Ай, донцы-молодцы!	ай донцымолодец ай донцымолодец
Ай да донцы, донцы-молодцы!	ай донец донцымолодец
Ай, донцы-молодцы! Ай, донцы-молодцы!	ай донцымолодец ай донцымолодец
Ай да донцы, донцы-молодцы!	ай донец донцымолодец
-Спасибо. Миша, спасибо. Послезавтра репетиция генеральная	спасибо миша спасибо послезавтра репетиция генеральный
перед смотром. Так, друзья мои, давайте еще раз с третьего куплета.	смотр так друг мой давать третье куплет
Если форте, то дайте мне настоящее форте.	если форт дать настоящее форт
-Спасибо, дочь! -На здоровье!	спасибо дочь на здоровье
-Очень вкусно. -Папа, я убегаю.	очень вкусно папа убегать
-Куда? -Мама позвонила, сказала,	куда мама позвонить сказать
что ждет меня уже.	ждать уже
-Во дает!	в давать
-Я вообще не верю, что это ты. Зачем тебе пистолет-то? Это ж бред.	я вообще верить это ты зачем ты пистолетто это бред
ВИБРОВЫЗОВ МОБИЛЬНОГО	вибровызов мобильный
-Мамка названивает. Только ты папе меня не выдавай, ладно?	мамка названивать только папа выдавать ладный
Я просто сказала, чтоб ты знала.	я просто сказать знать
Мам, сейчас я иду!	мама идти
Мне идти надо. Я не смогу с тобой посмотреть, но... если ты хочешь,	я идти надо я смочь ты посмотреть но хотеть
я тебе могу оставить планшет, у меня дома комп есть.	ты мочь оставить планшет дом комп есть
-Научи только. -Смотри...	научить только смотреть
Так, вот... -Ага.	так вот ага
"-Смотри, это ""включить-выключить"". Это ""вперед"", это ""назад""."	смотреть это включитьвыключить это вперёд это назад
Он, правда, иногда подвисает, но ты, главное, ничего другого	он правда подвисать ты главный другой
не нажимай, и все нормально будет. Разберешься?	нажимать нормальный быть разобраться
"-""Вперед"" - вот эта? -""Вперед"", ""назад""."	вперёд этот вперёд назад
-Ага. Да. -Я пошла.	ага да я пошлый
ЛИРИЧЕСКАЯ МУЗЫКА	лирический музыка
-Во попал...	в попасть
Блин, Леся, ты меня напугала.	блин леся напугать
-Ты спать идешь?	ты спать идти
-Слушай, ты мне работать мешаешь. Я уж не знаю,	слушай работать мешать я знать
куда от тебя спрятаться.	спрятаться
Ну иди ложись, тебе завтра рано в рейс вставать.	ну идти ложиться ты завтра рано рейс вставать
Ну чего?	ну что
-Да где-то тапок потеряла, ты не видел?	да гдеть тапка потерять видеть
-Алло, Санджир? Мавлюда. Прости, что так поздно. Ты говорил,	алло санджир мавлюда простить поздно ты говорить
что ты ночью работаешь. Санджир, срочно помощь твоя нужна.	ночью работать санджир срочно помощь твой нужный
-Давай с начала посмотрим.	давать начало посмотреть
-Видишь? -Что я должен видеть?	видеть что должный видеть
-В 12:00 картина висела, а в 13:47 ее нет.	в 1200 картина висеть 1347 нет
-Ёпра!	ёпра
Точно.	точно
А что за картина? -Вот это надо выяснить, Санджир.	а картина вот это выяснить санджир
Можешь помочь? -Попробую.	мочь помочь попробовать
"-Так... ""М"" и ""В"". -Видишь солнца нет - это либо"	так метр в видеть солнце это либо
вечер, либо утро. -Ну да, вижу. Может, утро.	вечер либо утро ну да видеть мочь утро
А может, и вечер.	а мочь вечер
"Набираем: ""М.В., поле, утро""."	набирать мв пол утро
Мавлюда, смотри! Твоя картина.	мавлюда смотреть твой картина
"Утро. Вот и вечер. Так... ""художник Вячеслав Мавлюев написал"	утро вот вечер так художник вячеслав мавлюев написать
эти работы в 1884 году. В это время художник снимал дачу в Хотьково.	работа 1884 год в это время художник снимать дача хотьково
Обычно он подписывал свои произведения первой и последней	обычно подписывать свой произведение один последний
"буквами фамилии ""М"" и ""В"". Картина из серии ""Хотьково. Гумно"""	буква фамилия метр в картина серия хотьково гумно
"продана на аукционе ""Сотбис"" за 600 тысяч фунтов стерлингов..."""	продать аукцион сотбис 600 тысяча фунт стерлинг
Вот это да!	вот это да
"""Утро"" и ""Вечер"" пропали во время Великой Отечественной войны."	утро вечер пропасть время великий отечественный война
Последний раз они выставлялись на Всемирной выставке	последний выставляться всемирный выставка
"в Париже в 1889 году""."	париж 1889 год
Мавлюда, а где ты убираешься?	мавлюда убираться
-Привет!	привет
Что, пора уже? Поезд? -Угу.	что пора уже поезд угу
-Ну давай. -Я больше не вернусь.	ну давать я вернуться
-Да я уж понял. Ты щетку забрала. -Да.	да понять ты щётка забрать да
Ты же у нас следователь.	ты следователь
-Резко ты. -А чего тянуть-то? И так все понятно.	резко ты а тянутьто и понятно
-Да ничего не понятно. -Да ладно.	да понятно да ладный
-Проводить?	проводить
-Зачем? Раньше не провожал.	зачем ранний провожать
Сама дойду.	сам дойти
Я там вареников тебе, ватрушек заморозила на месяц.	я вареник ты ватрушка заморозить месяц
Пока!	пока
А тапку я так и не нашла.	а тапка найти
Ну найдешь - выкинешь.	ну найти выкинуть
-Молодой человек, вы не могли бы мне помочь? Я тут дверь понадежней	молодая человек мочь помочь я дверь надёжный
разыскиваю. -Хорошо. Давайте помогу.	разыскивать хорошо давать помочь
Я бы вам советовал на внешнее оформление внимания не обращать.	я советовать внешний оформление внимание обращать
Как говорит практика, чаще взламывают именно дорогие двери.	как говорить практика чаща взламывать именно дорогой дверь
Поэтому чем скромнее, тем лучше. И вообще, я бы вам советовал	поэтому скромный хороший и вообще советовать
сосредоточиться на замке. Пойдемте покажу.	сосредоточиться замок пойти показать
У нас, между прочим, есть абсолютно разные:	у мы прочить абсолютно разный
электронные, механические, кодовые - все что хотите.	электронный механический кодовый хотеть
И вообще, замок - это наша фишка.	и вообще замок это наш фишка
-Я с Самиром договаривался. Вы не могли бы его позвать?	я самир договариваться вы мочь позвать
-А Самира больше нет. Теперь я мастер. Не переживайте,	а самир нет теперь мастер не переживать
можете поговорить со мной. -Он скидку обещал.	мочь поговорить я он скидка обещать
-Ну обещал - сделаем.	ну обещать сделать
-А куда он делся? -Не знаю. Уволился вчера.	а деться не знать уволиться вчера
И вообще, я вам скажу, это не его призвание.	и вообще сказать это призвание
Он кто? Торгаш с рынка. А замки - дело тонкое. Посмотрите.	он кто торгаш рынок а замок дело тонкий посмотреть
-А на каком рынке он работает? -Где-то в центре.	а какой рынок работать гдеть центр
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
-Можно тебя на минутку? -Сейчас я подойду.	можно минутка сейчас подойти
Что же вам от меня нужно? Деньги? -А сколько дашь?	что нужно деньга а сколько дать
-Ну я не много заработал. Деньги все у жены, она бухгалтерию ведет.	ну заработать деньга жена бухгалтерия вести
-Так сколько дашь? -Ну у меня не много, мало у меня.	так сколько дать ну много мало я
-Пистолет уже загнал?	пистолет загнать
-Какой пистолет? -Макаров, какой!	какой пистолет макаров какой
Именной, с надписью. Слышь, Самир, ты не у того мужика пистолет спер.	именной надпись слышь самир мужик пистолет спереть
Это мужик Ферузы, понимаешь? Просто верни ствол, и все.	это мужик феруз понимать просто вернуть ствол весь
-Да я не брал ствол.	да брать ствол
Все ключи в единственном экземпляре. -Ну и у кого доступ?	весь ключ единственный экземпляр ну кто доступ
-Ни у кого. В конверте все запечатано, там пломба,	ни кто в конверт запечатать пломба
фирма за этим следит. Репутация. -А кто конверт вручал?	фирма это следить репутация а конверт вручать
-Я. -А этот молодой, Никита?	я а молодая никита
-Нет, Никита только замки врезает и рулеткой замеряет.	нет никита замок врезать рулетка замерять
-А не мог он заранее ключи из конверта забрать и сделать дубликат?	а мочь заранее ключ конверт забрать сделать дубликат
-Нет, он не мог. Ключи-то у меня в сейфе лежали.	нет мочь ключито сейф лежать
Так... что же получается? -Думай, Самир.	так получаться думать самир
Ты у нас главный подозреваемый.	ты главный подозревать
-Бабуля, эти тамбовские, а эти из Воронежа.	бабуля тамбовский воронеж
-Вот это положите.	вот это положить
-Простите, мне сказали, что здесь я могу найти Самира Сабирова.	простить сказать мочь найти самир сабиров
-По какому делу? -По личному.	по какой дело по личный
-А вы ему кто будете?	а быть
-Жена.	жена
-Что же вы, девушка! Я за это платить не буду!	что вы девушка я это платить быть
Девушка! -Бабуля, иди отсюда!	девушка бабуля идти отсюда
Подарок. -Спасибо. Дай бог тебе здоровья.	подарок спасибо дать бог ты здоровье
-А ну, вали отсюда! -Пока Самира не увижу,	а ну валить отсюда пока самир увидеть
никуда не уйду. -Я сейчас полицию позову.	никуда уйти я полиция позвать
-Зови.	звать
У нас трое детей.	у трое ребёнок
-Самир! -Да, солнышко?	самир да солнышко
-Это кто? -Ну здравствуй, Самир.	это кто ну здравствовать самир
Наконец-то я тебя нашла. А про детей ничего не хочешь спросить?	наконецтый найти а ребёнок хотеть спросить
-Ты же мне сказал, что ты неженатый. -Она мне не жена. Давно не жена.	ты сказать неженатый она жена давно жена
Талак, талак, талак... Все.	талак талак талак весь
-Не получится так. Мы с тобой не только в мечети -	не получиться так мы ты мечеть
в загсе регистрировались.	загс регистрироваться
-Да, солнышко, это все... -Не трогай меня!	да солнышко это весь не трогать я
-Жена, говоришь? Чего сюда приперлась? Дети у нее!	жена говорить что сюда припереться ребёнок нея
А у нас что, не дети, что ли? На жалость пришла давить?	а что ребёнок ли на жалость пришлый давить
Не на ту напала. От нормальной жены не уходят мужья. Пошла отсюда вон!	не тот напасть от нормальный жена уходить муж пошлый отсюда вон
Он меня любит, понятно?	он любить понятно
-Здорово!	здорово
Эй! Все нормально?	эй весь нормальный
Чего дверь-то не закрываешь?	что дверьто закрывать
Что случилось? Я могу как-то помочь?	что случиться я мочь както помочь
-Ты зачем мне соврал? -Что?	ты соврать что
-Зачем ты сказал, что он умер? -Кто умер?	зачем сказать умереть кто умереть
-Не надо было этого делать.	не делать
-Да пошел он!	да пойти он
-Давно ты его нашел? -Еще летом. Перед твоим отъездом.	давно найти ещё летом перед твой отъезд
-Чай будешь?	чаять быть
-Слушай... -Не надо меня жалеть! Не надо!	слушай не жалеть не надо
-Да я тебя не жалею. -Как же ты так, Вов?	да жалеть как так вова
А я думала, что тебе верить могу. -Ну...	а думать ты верить мочь ну
-Видеть тебя не хочу. Уходи.	видеть хотеть уходить
Уходи давай отсюда! -Тихо, тихо...	уходить давать отсюда тихо тихо
Все уходите! И сестра моя знала! Сговорились! За моей спиной	весь уходить и сестра знать сговориться за мой спина
смеялись надо мной!	смеяться я
-Так... шоковая терапия.	так шоковый терапия
-Почему ты мне не сказал?	почему сказать
-Потому что...	потому что
Не твое дело - почему.	не твой дело почему
-Я губу прокусила.	я губа прокусить
-Ну ничего, до свадьбы заживет.	ну ничто свадьба зажить
Попьем чаю?	попить чай
-Ты не то ищешь. Ты пистолет ищешь, а надо картину искать.	ты искать ты пистолет искать картина искать
-О, возвращаемся к жизни. Это я тут заварку ищу.	о возвращаться жизнь это заварка искать
-И куда эта солома подевалась?	и этот солома подеваться
-Кондаков когда дома будет? -Еще час.	кондаков дом быть ещё час
Два часа поют. Он в хоре поет. Надо, чтобы у мужчины что-то было	два час петь он хор петь надо мужчина чтоть
для души. -Может, мне тоже в хор пойти?	душа мочь хор пойти
-Ну, и что это за солома? Откуда эта картина?	ну это солома откуда этот картина
-Не знаю. Да я ее уже сжечь хотела, когда генеральную делала.	не знать да сжечь хотеть генеральный делать
Там же вида никакого, позорная вся. А рамка - вообще ужас.	там вид никакой позорный весь а рамка вообще ужас
Но Миша не разрешил, сказал, покойной жены. Руся любила ее очень,	но миша разрешить сказать покойный жена раться любить очень
вот я в уголок ее и повесила, чтоб в глаза не бросалась.	уголок повесить глаз бросаться
Рамку за свои деньги поменяла. Рамку жалко - дорогая.	рамка свой деньга поменять рамка жалко дорогой
А что вы так смотрите? Я не пойму, а причем здесь эта картина?	а смотреть я понять причём этот картина
Миша может расстроится, а может и не заметить.	миша расстроиться заметить
-У тебя бумажка и ручка есть? -Да.	у бумажка ручка есть да
-Вот напиши мне про всех, кто здесь бывал, кто знал про эту картину:	вот написать весь бывать знать картина
родственников, знакомых - в общем, про всех.	родственник знакомый общий весь
-Да что случилось-то? -Ты по-русски писать умеешь?	да случилосьто ты порусски писать уметь
Да? Ну давай.	да ну давать
-Спасибо, до свидания.	спасибо свидание
До свидания, всего доброго.	до свидание добрый
Миша...	миша
Ты что мрачный такой последнее время? У него жена молодая, а он	ты мрачный последний время у жена молодая
нос повесил. -Беда у меня, Серафим Казимирович.	нос повесить беда я серафим казимир
-Так, беда... А почему мне ничего не сказал? Я Русе обещал,	так беда а почему сказать я русе обещать
что не брошу тебя, а? Это для меня святое.	бросить ты а это святой
Ну-ка, давай рассказывай. Садись. Рассказывай, что у тебя стряслось.	нук давать рассказывать садиться рассказывать стрястись
-Обокрали. -Миша-Миша... Я говорил тебе:	обокрасть мишамиша я говорить ты
не храни дома деньги. -Да не деньги! Если б деньги...	хранить дом деньга да деньга если б деньга
Пистолет мой украли. Макаров, наградной, 1992 года.	пистолет украсть макаров наградной 1992 год
Если где всплывет...	если всплыть
-Так...	так
Плохо дело.	плохо дело
В полицию обращался? -Да нет, это же статья.	в полиция обращаться да нет это статья
-Понимаю. Хорошо смотрел? -Хорошо. Украли, никаких сомнений.	понимать хорошо смотреть хорошо украсть никакой сомнение
-Что-нибудь еще прихватили? -Нет. Драгоценности Русины в сейфе.	чтонибыть прихватить нет драгоценность русин сейф
Деньги там лежали. Сейф не тронули.	деньга лежать сейф тронуть
-Да... Миша-Миша...	да мишамиша
Как же ты пистолет на видное место положил?	как пистолет видный место положить
Это же оружие, ты военный человек, должен понимать.	это оружие военный человек должный понимать
-Вот такой я дурак.	вот дурак
Генеральную Феруза затеяла, а я сейф разбирал - колечко хотел	генеральный феруз затеять сейф разбирать колечко хотеть
достать Русино для Ферузы.	достать русиный феруз
И пистолет достал. Бес попутал, хотел почистить. Не успел.	и пистолет достать бес попутать хотеть почистить не успеть
А потом закрутились, собирались в дорогу. В общем, забыл.	а закрутиться собираться дорога в общий забыть
Никогда со мной такого не было. Забыл, и все.	никогда я такой быть забыть весь
-Камеры смотрел? -Смотрел. Детектива частного нанял.	камера смотреть смотреть детектив частное нанять
"-Что говорит? -""Что говорит?"" ""Следов нет,"	что говорить что говорить след нет
"подозреваемых нет"". Я уж ему и аванс дал."	подозревать нет я аванс дать
Дня два пройдет, пойду сдаваться. -Миша-Миша...	день пройти пойти сдаваться мишамиша
Как же я без тебя на смотре-то?	как смотреть
-Ты можешь мне объяснить, причем здесь эта картина?	ты мочь объяснить причём этот картина
-Не-а, пока не могу. -Что за секреты такие?	неа пока мочь что секрет такой
-У всех свои секреты. У тебя тоже секреты есть.	у свой секрет у секрет есть
-Ты не понимаешь, Мавлюда. Ну как я могла сказать, как?!	ты понимать мавлюда ну мочь сказать как
Чтобы Миша подумал, что я с Самиром в сговоре?!	чтобы миша подумать самир сговор
Ты не представляешь, что я передумала, когда он дверь пришел	ты представлять передумать дверь прийти
устанавливать. Да и на нем лица не было. Так он испугался,	устанавливать да немой лицо быть так испугаться
что я тебе все расскажу. -Зря боялся.	ты рассказать зря бояться
-Да хотела я сказать, хотела. А когда узнала, что у него жена	да хотеть сказать хотеть а узнать жена
новая и ребенок, передумала. Позор это, лучше не знать.	новый ребёнок передумать позор это знать
-Лучше знать. -И что, легче тебе?	хороший знать и что лёгкий ты
-Легче.	лёгкий
-Но чтоб заходил кто - нет.	но заходить нет
Я вообще после смерти Руси затворником стал. Только женщина	я вообще смерть русь затворник стать только женщина
приходила убираться. -Фамилия женщины? Адрес помните?	приходить убираться фамилия женщина адрес помнить
-Да, Зоя, Зоя Масличенко. телефон у меня есть.	да зоя зоя масличенко телефон есть
А вы думаете, она? -Проверим. Кто еще?	а думать она проверить кто ещё
-Потом Феруза ее сменила.	потом феруз сменить
И так и осталась.	и остаться
Прикипел я к ней. Думал, жизнь кончилась, а вот...	прикипеть она думать жизнь кончиться вот
Единственное, на день рождения Руси друзья приходили помянуть,	единственный день рождение русь друг приходить помянуть
еще институтские. Вот фотография.	институтский вот фотография
-Посмотреть можно? -Конечно.	посмотреть можно конечно
-Гальперин Серафим Казимирович, Андрей Фролов, Рафаэль	гальперин серафим казимир андрей фролов рафаэль
Сейфуль-Мулюков. Кстати, Гальперин еще отца Руси знал. Он дирижер наш.	сейфульмулюк кстати гальперин отец русь знать он дирижёр наш
"Сводный хор ""Русь"" Гальперина, не слышали?"	сводный хор русь гальперин слышать
-Нет. А вот Марья Николаевна искусствоведческий закончила?	нет а марья николай искусствоведческий закончить
-Да, она у меня образованная была, страсть какая. Рисовала, сирень	да образовать быть страсть какой рисовать сирень
в основном. Нет, еще ромашки. На лестнице ее работы, видели?	основное нет ромашка на лестница работа видеть
В хоре пела и меня привела. До сих пор хожу, никак бросить	в хор петь привести до сей пора ходить никак бросить
не могу. Мы на конкурсы ездим, второе место по району.	мочь мы конкурс ездить два место район
Не слышали? -Нет, я в музыке плохо разбираюсь.	не слышать нет музыка плохо разбираться
А никто не интересовался пропавшей картиной?	а никто интересоваться пропасть картина
"-Нет. Все сирень хвалили. А ""Поле"" ей еще от отца досталось."	нет весь сирень хвалить а пол отец достаться
"Она любила это ""Поле"", а мне больше сирень по душе. Ведь как живая,"	она любить это пол сирень душа ведь живой
правда? Талант. -Значит, никто не спрашивал?	правда талант значит никто спрашивать
-Да бог с этой картиной! Мы же пистолет ищем, Владимир Сергеевич?	да бог картина мы пистолет искать владимир сергей
Или я что-то не понимаю? -Конечно, пистолет.	или чтоть понимать конечно пистолет
Ты Ферузе не говорила, сколько эта картина стоит?	ты феруз говорить сколько этот картина стоить
-Нет, ты же просил. Я думаю, надо сказать.	нет просить я думать сказать
-Нет.	нет
Растрезвонит - вора спугнем.	растрезвонить вор спугнуть
Это кто-то из своих, кто хорошо знал Кондакову...	это ктоть свой знать кондаков
кто про картину знал.	картина знать
Пока вор думает, что мы его не ищем, нам это на руку.	пока вор думать искать мы это рука
-Что ты думаешь?	что думать
-Трудно представить, что это кто-то из своих. Но если предположить,	трудно представить это ктоть свой но предположить
что это кто-то из своих, то вор очень хорошо готовился.	это ктоть свой вор очень готовиться
У него были ключи, он сумел отключить камеры.	у ключ суметь отключить камера
Доступ к ключам был только у Самира.	доступ ключ самир
-Это не он. -Почему?	это он почему
-Он трус, на такое не способен.	он трус такой способный
Жалкий малодушный трус.	жалкий малодушный трус
-Есть у меня один следак, баба. Она у нас в универе преподавала...	есть следак баба она универ преподавать
психологию преступника. Мы еще ржали над ней. Потом оказалось,	психология преступник мы ржать она потом оказаться
ас по антикварке. У нее даже кликуха была Люся-раритет.	ас антикварк у кликуха люсяраритет
Слушай, ты вообще как?	слушай вообще как
Не дует?	не дуть
-Я плохо, но это касается только меня.	я плохо это касаться я
-Слушай, давай водки жахнем, а?	слушай давать водка жахнуть а
Чего? Не, я не буду, а тебе как раз...	что не быть ты раз
Стресс снимешь, уснешь хорошо, а?	стресс снять уснуть хорошо а
Хотя кому я это говорю...	хотя кома это говорить
-Хватит, я уже нагулялся. -Нет, Миша, надо. Доктор сказал,	хватить нагуляться нет миша надо доктор сказать
значит надо. -Мало ли что доктор сказал.	значит надо мало доктор сказать
Я отдохну. -Хорошо. Я пока квитанции посмотрю	я отдохнуть хорошо я пока квитанция посмотреть
в почтовом ящике. -Сбегай.	почтовый ящик сбегать
-Миша, это он?	миша это он
-Людмила Аркадьевна... -Тихо-тихо.	людмила аркадий тихотихо
-...я пойду, у меня дела. -Посиди. Молчи, я думаю.	я пойти дело посидеть молчать думать
Не мой день. Ладно, Вова.	не день ладный вова
Давай поговорим.	давать поговорить
-Миша так счастлив, что аванс Каленому оставляет. Скажи	миша счастливый аванс калёный оставлять сказать
Володе спасибо. -За что, если он ничего не сделал?	володя спасибо за что сделать
-Время тратил. Пистолет у нас. -А картина?	время тратить пистолет мы а картина
-Да ну ее, не жалко! -А ящик покажешь?	да она жалко а ящик показать
-За воротами. Обычный ящик. Ты ящиков не видела?	за ворот обычный ящик ты ящик видеть
Ты хоть самсу возьми, я готовила! Зря, что ли, тащилась?	ты самса взять готовить зря ли тащиться
Мавлюда! -А?	мавлюда а
Спасибо. -Я поговорить с тобой хотела.	спасибо я поговорить ты хотеть
У Миши есть приятель один, у него жена раком болеет.	у миша приятель один жена рак болеть
И надежды, говорят, никакой. А он мужик неплохой нестарый.	и надежда говорят никакой а мужик неплохой нестарый
Дверью не хлопай! Новая дверь, она хлопает!	дверь хлопать новый дверь хлопать
-Вор - непрофессионал. Профессионал пистолет бы не взял.	вор непрофессионал профессионал пистолет взять
-И не подбросил бы потом. -Да. Доступа к ключам	и подбросить потом да доступ ключ
ни у кого не было? -Нет.	кто быть нет
-И дверь открыта ключом? -Да.	и дверь открытый ключ да
-Сейчас такие отмычки - любой замок откроют. А эта Мавлюда	сейчас такой отмычка люба замок открыть а этот мавлюда
кто по образованию? -Дворник. Но это точно не она.	образование дворник но это точно она
-Все надо проверить, Вова.	весь проверить вова
Все и всех. Я в 1976-м одного любителя марок никак не могла	весь весь я 1976м один любитель марка никак мочь
взять. Марка по тем временам состояние стоила, одна-единственная,	взять марка время состояние стоить однаединственный
"""Святая Екатерина"". -Людмила Аркадьевна, это вы?"	святой екатерина людмила аркадий это вы
-И так, гад, чисто все провел, никаких следов, ничего. А знаешь,	и так гад чисто провести никакой след ничто а знаешь
как я его взяла? Уговорила одного известного в узких кругах	взять уговорить один известный узкий круг
"филателиста дать объявление. ""Обнаружена марка 1879 года"	филателист дать объявление обнаружить марка 1879 год
"""Святая Екатерина"". У экспертов нет сомнений считать ее подлинной."	святой екатерина у эксперт сомнение считать подлинный
Счастливый обладатель находки готов выставить марку на ближайшей	счастливый обладатель находка готовый выставить марка ближний
"выставке филателистов, которая состоится там-то..."""	выставка филателист который состояться тамтый
Что ты думаешь? Пришел. Оказался родной брат.	что думать прийти оказаться родной брат
Все остальное - дело техники. -Разве нормальный человек	весь остальной дело техника разве нормальный человек
на такой развод клюнет? -Откуда ты знаешь, что он или она -	развод клюнуть откуда знаешь
нормальный человек. Психология - великая наука.	нормальный человек психология великий наука
